"","fndRow","",""
"SL18-LD-5-MG1",212,12,NA
"SL18-OI-18-MG1",213,8,NA
"SL18-LL-9-MG2",214,57,NA
"SL18-LL-9-MG3",215,57,NA
"SA18-CB-10-MG1",216,48,NA
"SA18-CB-3-MG3",217,68,NA
"SL18-NL-10-MG2",218,44,NA
"SL18-NL-2-MG3",219,38,NA
"SL18-SF-13-MG3",220,52,NA
"SL18-OI-6-MG2",221,3,NA
"SL18-NL-9-MG2",222,43,NA
"SL18-OI-15-MG2",223,5,NA
"SL18-SF-17-MG3",224,53,NA
"SL18-NL-7-MG1",225,41,NA
"SL18-SF-13-MG1",226,52,NA
"SA18-CB-2-MG2",227,61,NA
"SL18-NL-2-MG1",228,38,NA
"SL18-CC-1-MG3",229,16,NA
"SL18-NC-10-MG3",230,35,NA
"SA18-CB-7-MG3",231,56,NA
"SL18-OI-14-MG1",232,65,NA
"SL18-CC-3-MG1",233,18,NA
"SL18-CC-4-MG11",234,19,NA
"SL18-JS-16-MG1",235,46,NA
"SL18-CC-8-MG2",236,23,NA
"SL18-OI-9-MG2",237,51,NA
"SL18-JS-5-MG3",238,32,NA
"SL18-JS-9-MG1",239,33,NA
"SL18-NC-1-MG1",240,29,NA
"SL18-LD-2-MG4",241,55,NA
"SA18-CB-1-MG12",242,67,NA
"SL18-JS-5-MG2",243,32,NA
"SA18-CB-10-MG3",244,48,NA
"SL18-NC-9-MG1",245,36,NA
"SL18-JS-6-MG3",246,31,NA
"SL18-LD-2-MG2",247,55,NA
"SL18-NC-5-MG1",248,30,NA
"SL18-JS-6-MG2",249,31,NA
"SL18-OI-16-MG3",250,6,NA
"SL18-OI-2-MG2",251,49,NA
"SL18-JS-19-MG2",252,45,NA
"SL18-OD-6-MG2",253,69,NA
"SL18-NC-15-MG1",254,63,NA
"SA18-CB-4-MG2",255,54,NA
"SL18-OD-6-MG1",256,69,NA
"SL18-OI-15-MG3",257,5,NA
"SL18-NC-2-MG3",258,28,NA
"SA18-CB-1-MG13",259,67,NA
"SL18-OI-4-MG3",260,1,NA
"SL18-NL-5-MG2",261,40,NA
"SL18-NC-9-MG2",262,36,NA
"SL18-CC-11-MG5",263,26,NA
"SL18-OI-11-MG4",264,4,NA
"SL18-JS-9-MG3",265,33,NA
"SL18-NC-10-MG2",266,35,NA
"SL18-NC-2-MG1",267,28,NA
"SL18-JS-11-MG3",268,47,NA
"SL18-OI-11-MG3",269,4,NA
"SL18-OI-18-MG3",270,8,NA
"SL18-JS-9-MG2",271,33,NA
"SL18-NC-15-MG3",272,63,NA
"SL18-JS-19-MG1",273,45,NA
"SL18-OD-3-MG1",274,70,NA
"SL18-NC-5-MG3",275,30,NA
"SA18-CB-3-MG1",276,68,NA
"SL18-OD-6-MG3",277,69,NA
"SA18-CB-3-MG2",278,68,NA
"SL18-NC-12-MG3",279,37,NA
"SL18-CC-1-MG2",280,16,NA
"SL18-NC-12-MG1",281,37,NA
"SL18-JS-11-MG2",282,47,NA
"SL18-CC-6-MG2",283,21,NA
"SL18-OI-17-MG1",284,7,NA
"SL18-CC-7-MG1",285,22,NA
"SL18-JS-6-MG1",286,31,NA
"SL18-LD-13-MG3",287,15,NA
"SL18-CC-2-MG5",288,17,NA
"SL18-OI-7-MG3",289,50,NA
"SL18-OI-16-MG2",290,6,NA
"SL18-NC-8-MG2",291,34,NA
"SL18-LL-9-MG4",292,57,NA
"SL18-NL-7-MG2",293,41,NA
"SL18-OI-5-MG3",294,2,NA
"SL18-NC-2-MG2",295,28,NA
"SL18-NC-11-MG2",296,58,NA
"SL18-LD-1-MG1",297,9,NA
"SA18-CB-10-FG1xSL18-SF-19-MG2",298,71,177
"SL18-LD-10-FG1xSL18-OI-4-MG1",299,72,178
"SL18-NL-6-FG1xSL18-OI-11-MG2",300,73,179
"SL18-NL-6-FG1xSL18-OI-14-MG2",301,73,180
"SL18-NL-6-FG1xSL18-OI-15-MG1",302,73,181
"SL18-NL-6-FG1xSL18-OI-16-MG1",303,73,182
"SL18-NL-6-FG1xSL18-SF-17-MG1",304,73,183
"SL18-NL-6-FG1xSL18-SF-19-MG2",305,73,177
"SL18-LD-10-FG2xSA18-CB-7-MG2",306,74,184
"SL18-LD-10-FG2xSL18-NL-3-MG2",307,74,185
"SL18-NL-9-FG2xSA18-CB-7-MG1",308,75,186
"SL18-NL-9-FG2xSL18-SF-19-MG1",309,75,187
"SL18-OI-11-FG1xSL18-SF-15-MG2",310,76,188
"SL18-OI-15-FG1xSA18-CB-2-MG3",311,77,189
"SL18-OI-15-FG1xSL18-NL-5-MG1",312,77,190
"SL18-OI-15-FG1xSL18-SF-15-MG1",313,77,191
"SL18-OI-16-FG3xSA18-CB-4-MG3",314,78,192
"SL18-OI-16-FG3xSA18-CB-5-MG3",315,78,193
"SL18-LD-13-FG2xSL18-LD-13-MG2",316,79,194
"SL18-OI-16-FG3xSL18-LD-3-MG2",317,78,195
"SL18-OI-16-FG3xSL18-NL-6-MG1",318,78,196
"SL18-OI-16-FG3xSL18-SF-17-MG2",319,78,197
"SL18-OI-17-FG1xSL18-SF-13-MG2",320,80,198
"SL18-OI-17-FG2xSL18-SF-17-MG2",321,81,197
"SL18-OI-18-FG1xSL18-OI-9-MG3",322,82,199
"SL18-OI-18-FG2xSA18-CB-7-MG1",323,83,186
"SL18-OI-18-FG2xSL18-LD-10-MG1",324,83,200
"SL18-OI-18-FG2xSL18-LD-9-MG1",325,83,201
"SL18-OI-18-FG2xSL18-NL-2-MG2",326,83,202
"SL18-OI-18-FG2xSL18-LD-2-MG3",327,83,203
"SL18-OI-18-FG3xSL18-LL-9-MG1",328,84,204
"SL18-OI-18-FG3xSL18-OI-7-MG1",329,84,205
"SL18-OI-18-FG5xSA18-CB-4-MG3",330,85,192
"SL18-OI-18-FG5xSL18-LD-2-MG1",331,85,206
"SL18-OI-18-FG5xSL18-SF-15-MG2",332,85,188
"SL18-OI-18-FG6xSA18-CB-1-MG2",333,86,207
"SL18-OI-18-FG6xSL18-NL-6-MG1",334,86,196
"SL18-OI-2-FG2xSL18-LD-1-MG2",335,87,208
"SL18-LD-1-FG1xSL18-NL-2-MG2",336,88,202
"SL18-OI-2-FG3xSL18-NL-9-MG1",337,89,209
"SL18-OI-2-FG3xSL18-SF-17-MG1",338,89,183
"SL18-OI-6-FG1xSA18-CB-2-MG1",339,90,210
"SL18-OI-6-FG1xSA18-CB-4-MG1",340,90,211
"SL18-OI-6-FG1xSL18-LD-13-MG2",341,90,194
"SL18-OI-6-FG1xSL18-LD-2-MG1",342,90,206
"SL18-OI-6-FG1xSL18-LD-5-MG1",343,90,212
"SL18-LD-1-FG1xSL18-OI-18-MG1",344,88,213
"SL18-OI-6-FG1xSL18-NL-9-MG1",345,90,209
"SL18-OI-6-FG1xSL18-SF-15-MG1",346,90,191
"SL18-OI-6-FG1xSL18-SF-19-MG1",347,90,187
"SL18-OI-7-FG3xSA18-CB-2-MG3",348,91,189
"SL18-OI-9-FG1xSL18-LL-9-MG2",349,92,214
"SL18-SF-13-FG1xSL18-LL-9-MG3",350,93,215
"SL18-LD-1-FG2xSA18-CB-4-MG3",351,94,192
"SL18-SF-17-FG1xSL18-LL-9-MG1",352,95,204
"SL18-SF-17-FG3xSA18-CB-10-MG1",353,96,216
"SL18-SF-17-FG3xSA18-CB-3-MG3",354,96,217
"SL18-SF-17-FG3xSL18-LD-2-MG1",355,96,206
"SL18-SF-17-FG3xSL18-NL-10-MG2",356,96,218
"SL18-SF-17-FG3xSL18-NL-2-MG3",357,96,219
"SL18-SF-17-FG3xSL18-NL-9-MG1",358,96,209
"SL18-SF-17-FG3xSL18-OI-7-MG1",359,96,205
"SL18-SF-17-FG3xSL18-OI-9-MG3",360,96,199
"SA18-CB-10-FG2xSL18-LL-9-MG1",361,97,204
"SL18-LD-1-FG2xSL18-SF-13-MG3",362,94,220
"SL18-LD-1-FG2xSL18-SF-15-MG1",363,94,191
"SL18-LD-1-FG3xSL18-NL-5-MG1",364,98,190
"SL18-LD-1-FG3xSL18-OI-11-MG2",365,98,179
"SL18-LD-1-FG3xSL18-OI-15-MG1",366,98,181
"SL18-LD-1-FG3xSL18-OI-16-MG1",367,98,182
"SL18-LD-1-FG3xSL18-OI-6-MG2",368,98,221
"SL18-LD-1-FG3xSL18-OI-7-MG1",369,98,205
"SL18-LD-1-FG3xSL18-OI-9-MG3",370,98,199
"SA18-CB-4-FG3xSA18-CB-4-MG3",371,99,192
"SL18-LD-1-FG3xSL18-NL-9-MG2",372,98,222
"SL18-LD-1-FG3xSL18-OI-15-MG2",373,98,223
"SL18-LD-2-FG2xSA18-CB-3-MG3",374,100,217
"SL18-LD-2-FG2xSL18-LL-9-MG2",375,100,214
"SL18-LD-2-FG2xSL18-NL-9-MG1",376,100,209
"SL18-LD-2-FG2xSL18-SF-19-MG1",377,100,187
"SL18-LD-3-FG1xSL18-NL-9-MG1",378,101,209
"SL18-LD-3-FG1xSL18-SF-19-MG2",379,101,177
"SL18-LD-3-FG2xSA18-CB-2-MG3",380,102,189
"SL18-LD-3-FG2xSL18-LL-9-MG2",381,102,214
"SL18-LD-3-FG2xSL18-SF-17-MG3",382,102,224
"SL18-LD-4-FG1xSA18-CB-2-MG1",383,103,210
"SL18-LD-4-FG1xSL18-NL-3-MG2",384,103,185
"SL18-LD-4-FG2xSL18-LL-9-MG1",385,104,204
"SL18-LD-4-FG2xSL18-SF-15-MG2",386,104,188
"SL18-LD-4-FG3xSL18-SF-17-MG1",387,105,183
"SL18-LD-5-FG1xSA18-CB-10-MG1",388,106,216
"SA18-CB-7-FG1xSL18-LL-9-MG3",389,107,215
"SL18-LD-9-FG2xSL18-SF-13-MG3",390,108,220
"SL18-LD-9-FG3xSL18-NL-7-MG1",391,109,225
"SL18-LD-9-FG3xSL18-SF-17-MG1",392,109,183
"SL18-LL-9-FG3xSL18-NL-9-MG1",393,110,209
"SL18-NL-10-FG1xSA18-CB-4-MG3",394,111,192
"SL18-NL-10-FG1xSL18-LD-2-MG1",395,111,206
"SL18-LD-10-FG1xSA18-CB-1-MG2",396,72,207
"SL18-NL-10-FG1xSL18-OI-15-MG1",397,111,181
"SL18-NL-10-FG1xSL18-OI-7-MG1",398,111,205
"SL18-NL-10-FG1xSL18-SF-13-MG1",399,111,226
"SL18-NL-10-FG3xSL18-NL-3-MG2",400,112,185
"SL18-NL-2-FG1xSA18-CB-1-MG2",401,113,207
"SL18-NL-2-FG1xSL18-LD-13-MG2",402,113,194
"SL18-NL-2-FG1xSL18-SF-17-MG1",403,113,183
"SL18-NL-2-FG3xSA18-CB-2-MG3",404,114,189
"SL18-NL-2-FG3xSA18-CB-4-MG1",405,114,211
"SL18-NL-2-FG3xSL18-LD-3-MG2",406,114,195
"SL18-NL-2-FG3xSL18-OI-16-MG1",407,114,182
"SL18-NL-3-FG1xSA18-CB-7-MG2",408,115,184
"SL18-NL-3-FG1xSL18-OI-11-MG2",409,115,179
"SL18-NL-3-FG1xSL18-SF-13-MG2",410,115,198
"SL18-NL-3-FG2xSL18-SF-17-MG2",411,116,197
"SL18-NL-3-FG3xSA18-CB-2-MG2",412,117,227
"SL18-LD-10-FG1xSL18-OI-18-MG1",413,72,213
"SL18-NL-6-FG1xSA18-CB-3-MG3",414,73,217
"SL18-NL-6-FG1xSA18-CB-7-MG2",415,73,184
"SL18-NL-6-FG1xSL18-LD-1-MG2",416,73,208
"SL18-NL-6-FG1xSL18-LD-2-MG1",417,73,206
"SL18-NL-6-FG1xSL18-LD-3-MG2",418,73,195
"SL18-NL-6-FG1xSL18-NL-2-MG1",419,73,228
"SL18-OI-11-FG3xSL18-CC-1-MG3",420,118,229
"SL18-JS-16-FG3xSL18-NC-10-MG3",421,119,230
"SL18-OI-5-FG5xSA18-CB-7-MG3",422,120,231
"SL18-CC-1-FG2xSL18-OI-16-MG1",423,121,182
"SL18-NC-11-FG1xSL18-NL-2-MG1",424,122,228
"SL18-CC-5-FG2xSA18-CB-10-MG1",425,123,216
"SL18-CC-5-FG3xSL18-OI-14-MG1",426,124,232
"SL18-CC-11-FG3xSL18-CC-3-MG1",427,125,233
"SL18-CC-11-FG3xSA18-CB-3-MG3",428,125,217
"SL18-JS-16-FG1xSL18-CC-4-MG11",429,126,234
"SL18-CC-11-FG3xSL18-JS-16-MG1",430,125,235
"SL18-NC-12-FG2xSA18-CB-4-MG3",431,127,192
"SL18-OD-5-FG1xSL18-CC-8-MG2",432,128,236
"SL18-CC-1-FG3xSL18-OI-9-MG2",433,129,237
"SA18-CB-9-FG1xSL18-JS-5-MG3",434,130,238
"SL18-CC-5-FG1xSL18-JS-9-MG1",435,131,239
"SL18-CC-12-FG3xSL18-OI-15-MG2",436,132,223
"SL18-SF-17-FG2xSL18-NC-1-MG1",437,133,240
"SL18-JS-5-FG1xSL18-LD-2-MG4",438,134,241
"SL18-OD-5-FG3xSA18-CB-1-MG12",439,135,242
"SL18-CC-5-FG3xSL18-JS-5-MG2",440,124,243
"SL18-SF-13-FG1xSA18-CB-7-MG1",441,93,186
"SL18-LL-9-FG6xSA18-CB-10-MG3",442,136,244
"SL18-OI-15-FG2xSA18-CB-2-MG3",443,137,189
"SA18-CB-2-FG3xSL18-NC-9-MG1",444,138,245
"SA18-CB-5-FG4xSL18-CC-1-MG3",445,139,229
"SL18-CC-3-FG1xSL18-JS-6-MG3",446,140,246
"SL18-JS-16-FG1xSL18-LD-2-MG2",447,126,247
"SL18-NC-10-FG1xSL18-NC-5-MG1",448,141,248
"SL18-OI-17-FG4xSL18-JS-6-MG2",449,142,249
"SL18-CC-1-FG2xSL18-OI-16-MG3",450,121,250
"SA18-CB-2-FG3xSL18-OI-2-MG2",451,138,251
"SL18-CC-5-FG3xSL18-JS-19-MG2",452,124,252
"SL18-CC-3-FG2xSA18-CB-10-MG3",453,143,244
"SL18-CC-1-FG1xSL18-OI-16-MG3",454,144,250
"SL18-JS-16-FG3xSL18-OD-6-MG2",455,119,253
"SL18-OI-4-FG2xSL18-NC-15-MG1",456,145,254
"SL18-NC-12-FG2xSL18-OI-16-MG1",457,127,182
"SL18-CC-8-FG2xSL18-JS-5-MG3",458,146,238
"SL18-OI-4-FG2xSL18-JS-19-MG2",459,145,252
"SL18-OI-6-FG2xSA18-CB-4-MG2",460,147,255
"SL18-CC-3-FG1xSL18-JS-5-MG2",461,140,243
"SL18-CC-3-FG2xSL18-OD-6-MG1",462,143,256
"SL18-LD-13-FG2xSA18-CB-7-MG1",463,79,186
"SL18-OI-6-FG2xSL18-LD-2-MG2",464,147,247
"SL18-CC-12-FG3xSL18-OI-15-MG3",465,132,257
"SL18-CC-11-FG3xSL18-NC-2-MG3",466,125,258
"SL18-CC-12-FG2xSL18-OI-15-MG2",467,148,223
"SL18-SF-17-FG2xSA18-CB-1-MG13",468,133,259
"SL18-SF-17-FG2xSL18-OI-4-MG3",469,133,260
"SL18-NC-10-FG3xSL18-NL-5-MG2",470,149,261
"SL18-CC-8-FG2xSL18-LD-9-MG1",471,146,201
"SL18-NL-3-FG3xSL18-NC-9-MG2",472,117,262
"SL18-OI-6-FG3xSL18-CC-11-MG5",473,150,263
"SL18-CC-8-FG1xSL18-OI-7-MG1",474,151,205
"SL18-JS-5-FG1xSL18-OI-14-MG1",475,134,232
"SL18-NC-10-FG1xSL18-OI-11-MG4",476,141,264
"SL18-SF-17-FG2xSA18-CB-7-MG2",477,133,184
"SL18-CC-9-FG3xSL18-JS-9-MG3",478,152,265
"SL18-CC-5-FG2xSL18-NC-10-MG2",479,123,266
"SL18-OI-11-FG3xSL18-NC-2-MG1",480,118,267
"SL18-NC-9-FG2xSL18-JS-11-MG3",481,153,268
"SL18-LD-9-FG4xSL18-OI-6-MG2",482,154,221
"SL18-CC-3-FG2xSL18-OI-11-MG3",483,143,269
"SL18-OI-9-FG4xSA18-CB-1-MG12",484,155,242
"SL18-CC-3-FG2xSA18-CB-4-MG2",485,143,255
"SL18-NC-5-FG2xSL18-JS-11-MG3",486,156,268
"SL18-CC-8-FG1xSL18-OI-18-MG3",487,151,270
"SL18-CC-6-FG3xSL18-JS-9-MG2",488,157,271
"SL18-NL-7-FG4xSA18-CB-1-MG12",489,158,242
"SL18-CC-1-FG1xSL18-NC-15-MG3",490,144,272
"SL18-CC-1-FG1xSL18-CC-4-MG11",491,144,234
"SL18-CC-5-FG2xSL18-NC-9-MG2",492,123,262
"SA18-CB-9-FG1xSL18-JS-19-MG1",493,130,273
"SL18-NL-3-FG1xSL18-OD-3-MG1",494,115,274
"SL18-CC-5-FG3xSA18-CB-1-MG12",495,124,242
"SL18-CC-8-FG2xSL18-NC-5-MG3",496,146,275
"SL18-CC-6-FG3xSL18-OI-14-MG2",497,157,180
"SL18-NC-12-FG2xSA18-CB-3-MG1",498,127,276
"SL18-CC-3-FG3xSL18-OD-6-MG3",499,159,277
"SL18-CC-6-FG2xSL18-OI-14-MG1",500,160,232
"SL18-JS-19-FG3xSA18-CB-3-MG2",501,161,278
"SL18-NC-12-FG2xSL18-NL-5-MG2",502,127,261
"SL18-JS-5-FG1xSA18-CB-1-MG12",503,134,242
"SL18-JS-16-FG3xSA18-CB-4-MG3",504,119,192
"SL18-OI-4-FG2xSA18-CB-7-MG2",505,145,184
"SL18-NC-1-FG1xSL18-NC-12-MG3",506,162,279
"SL18-NC-15-FG3xSL18-CC-1-MG2",507,163,280
"SL18-SF-17-FG2xSL18-NC-12-MG1",508,133,281
"SL18-LL-9-FG2xSA18-CB-5-MG3",509,164,193
"SL18-SF-17-FG2xSA18-CB-7-MG3",510,133,231
"SA18-CB-4-FG6xSL18-JS-6-MG3",511,165,246
"SL18-CC-3-FG1xSL18-JS-11-MG2",512,140,282
"SA18-CB-5-FG6xSL18-CC-6-MG2",513,166,283
"SL18-JS-19-FG3xSL18-OI-17-MG1",514,161,284
"SL18-OI-17-FG4xSL18-CC-7-MG1",515,142,285
"SL18-OI-17-FG1xSL18-OI-4-MG1",516,80,178
"SL18-CC-6-FG2xSL18-OI-11-MG4",517,160,264
"SL18-JS-9-FG3xSA18-CB-10-MG1",518,167,216
"SL18-OI-6-FG3xSL18-JS-6-MG1",519,150,286
"SL18-SF-13-FG2xSL18-JS-11-MG3",520,168,268
"SL18-JS-19-FG3xSL18-LD-13-MG3",521,161,287
"SA18-CB-2-FG3xSL18-CC-2-MG5",522,138,288
"SA18-CB-9-FG1xSL18-OI-7-MG3",523,130,289
"SL18-CC-3-FG1xSL18-OI-16-MG2",524,140,290
"SL18-CC-8-FG1xSL18-NC-8-MG2",525,151,291
"SL18-SF-13-FG2xSA18-CB-2-MG3",526,168,189
"SL18-SF-13-FG2xSL18-JS-9-MG2",527,168,271
"SL18-JS-19-FG2xSA18-CB-10-MG3",528,169,244
"SL18-CC-6-FG1xSL18-JS-5-MG2",529,170,243
"SL18-CC-12-FG2xSL18-LL-9-MG4",530,148,292
"SL18-NL-3-FG1xSL18-OI-7-MG3",531,115,289
"SL18-NL-5-FG1xSL18-OI-14-MG1",532,171,232
"SL18-NC-8-FG1xSL18-NL-7-MG2",533,172,293
"SL18-JS-5-FG2xSL18-OI-5-MG3",534,173,294
"SL18-CC-10-FG4xSL18-NC-2-MG2",535,174,295
"SL18-NC-5-FG3xSL18-OI-2-MG2",536,175,251
"SL18-OI-16-FG2xSL18-OI-18-MG1",537,176,213
"SL18-CC-1-FG2xSL18-NC-11-MG2",538,121,296
"SL18-CC-12-FG3xSL18-NC-11-MG2",539,132,296
"SA18-CB-7-FG1xSL18-LD-1-MG1",540,107,297
"SL18-NC-10-FG3xSA18-CB-3-MG2",541,149,278
"SL18-CC-6-MG11",542,21,NA
