"","fndRow","",""
"SL18-NL-3-MG1",543,39,NA
"SL18-OD-3-MG3",544,70,NA
"SL18-OD-5-MG2",545,59,NA
"SL18-JS-6-FG3",546,31,NA
"SL18-JS-9-FG2",547,33,NA
"SL18-NL-2-FG2",548,38,NA
"SL18-NL-6-FG2",549,42,NA
"SL18-NL-7-FG3",550,41,NA
"SL18-LD-3-FG3",551,10,NA
"SL18-CC-7-MG2",552,22,NA
"SL18-JS-11-FG4",553,47,NA
"SL18-LD-5-FG2",554,12,NA
"SL18-LD-9-MG2",555,13,NA
"SL18-OD-3-MG2",556,70,NA
"SA18-CB-5-FG1",557,62,NA
"SA18-CB-7-FG3",558,56,NA
"SL18-JS-16-MG2",559,46,NA
"SL18-CC-8-MG3",560,23,NA
"SA18-CB-5-FG5",561,62,NA
"SL18-LD-10-FG3",562,14,NA
"SL18-NL-10-FG2",563,44,NA
"SL18-NC-11-MG3",564,58,NA
"SL18-CC-9-MG4",565,24,NA
"SL18-NC-15-MG4",566,63,NA
"SL18-LD-1-MG3",567,9,NA
"SL18-CC-2-FG1",568,17,NA
"SL18-CC-9-FG1",569,24,NA
"SL18-JS-5-MG1",570,32,NA
"SL18-LD-13-FG1",571,15,NA
"SL18-LD-2-FG3",572,55,NA
"SL18-LD-9-FG1",573,13,NA
"SL18-LL-9-FG1",574,57,NA
"SL18-NC-1-FG3",575,29,NA
"SL18-NC-8-FG2",576,34,NA
"SL18-NC-10-MG1",577,35,NA
"SL18-NC-11-FG3",578,58,NA
"SL18-NL-6-FG3",579,42,NA
"SL18-NL-9-MG3",580,43,NA
"SL18-NL-6-MG2",581,42,NA
"SL18-OD-5-MG1",582,59,NA
"SL18-OI-16-FG1",583,6,NA
"SL18-OI-4-FG3",584,1,NA
"SL18-OI-5-MG2",585,2,NA
"SL18-OI-7-FG1",586,50,NA
"SL18-SF-13-MG11",587,52,NA
"SA18-CB-5-FG3",588,62,NA
"SL18-FW-2",589,0,0
"SL18-PI-1",590,0,0
"SL18-TI-1",591,0,0
"SL18-TI-2",592,0,0
"SL18-TI-3",593,0,0
"SL18-TI-4",594,0,0
"SL18-BL-10",595,0,0
"SL18-BL-11",596,0,0
"SL18-BL-12",597,0,0
"SL18-BL-17",598,0,0
"SL18-OD-10",599,0,0
"SL18-FW-14",600,0,0
"SL18-FI-1",601,0,0
"SL18-BL-18",602,0,0
"SL18-FW-21",603,0,0
"SL18-FI-2",604,0,0
"SL18-FW-12",605,0,0
"SL18-BL-14",606,0,0
"SL18-BL-16",607,0,0
"SL18-BL-15",608,0,0
"SL18-SF-18",609,0,0
"SL18-BL-13",610,0,0
"SL18-TI-5",611,0,0
"SL18-FW-2-MG2",612,589,NA
"SL18-PI-1-MG1",613,590,NA
"SL18-PI-1-MG2",614,590,NA
"SL18-PI-1-MG4",615,590,NA
"SL18-TI-1-MG2",616,591,NA
"SL18-TI-2-MG3",617,592,NA
"SL18-TI-3-MG11",618,593,NA
"SL18-TI-4-MG1",619,594,NA
"SL18-TI-4-MG3",620,594,NA
"SL18-BL-10-MG2",621,595,NA
"SL18-BL-11-MG4",622,596,NA
"SL18-BL-12-MG1",623,597,NA
"SL18-BL-12-MG3",624,597,NA
"SL18-BL-17-MG3",625,598,NA
"SL18-OD-10-MG3",626,599,NA
"SL18-FW-14-FG2",627,600,NA
"SL18-FW-14-FG11",628,600,NA
"SL18-FW-14-FG12",629,600,NA
"SL18-FI-1-FG3",630,601,NA
"SL18-FI-1-FG13",631,601,NA
"SL18-PI-1-FG1",632,590,NA
"SL18-PI-1-FG3",633,590,NA
"SL18-TI-4-FG3",634,594,NA
"SL18-BL-18-FG10",635,602,NA
"SL18-FW-21-MG1",636,603,NA
"SL18-FI-2-FG11",637,604,NA
"SL18-FI-2-FG12",638,604,NA
"SL18-FI-1-MG2",639,601,NA
"SL18-FW-12-MG10",640,605,NA
"SL18-BL-14-MG1",641,606,NA
"SL18-FI-1-MG10",642,601,NA
"SL18-FW-21-MG2",643,603,NA
"SL18-BL-16-MG2",644,607,NA
"SL18-FI-2-MG1",645,604,NA
"SL18-FW-12-MG2",646,605,NA
"SL18-BL-17-MG2",647,598,NA
"SL18-BL-18-MG3",648,602,NA
"SL18-BL-10-FG2",649,595,NA
"SL18-BL-10-MG1",650,595,NA
"SL18-BL-15-FG1",651,608,NA
"SL18-BL-12-MG2",652,597,NA
"SL18-BL-16-FG3",653,607,NA
"SL18-FW-12-MG11",654,605,NA
"SL18-SF-18-FG1",655,609,NA
"SL18-BL-11-FG1",656,596,NA
"SL18-BL-13-MG1",657,610,NA
"SL18-BL-14-FG3",658,606,NA
"SL18-BL-17-FG3",659,598,NA
"SL18-FI-1-FG10",660,601,NA
"SL18-FI-1-FG11",661,601,NA
"SL18-FI-1-FG12",662,601,NA
"SL18-FI-2-FG10",663,604,NA
"SL18-FW-12-FG10",664,605,NA
"SL18-FW-14-FG13",665,600,NA
"SL18-FW-2-MG1",666,589,NA
"SL18-TI-3-MG2",667,593,NA
"SL18-PI-1-FG10",668,590,NA
"SL18-PI-1-MG11",669,590,NA
"SL18-PI-1-MG3",670,590,NA
"SL18-OD-10-FG2",671,599,NA
"SL18-TI-4-FG1",672,594,NA
"SL18-TI-3-MG1",673,593,NA
"SL18-TI-4-FG2",674,594,NA
"SL18-TI-5-MG3",675,611,NA
"SL18-UCONN-S142-MG1",676,319,NA
"SL18-UCONN-S142-MG2",677,319,NA
"SL18-UCONN-S142-MG3",678,319,NA
"SL18-UCONN-S143-FG1",679,320,NA
"SL18-UCONN-S143-FG2",680,320,NA
"SL18-UCONN-S143-FG3",681,320,NA
"SL18-UCONN-S143-MG1",682,320,NA
"SL18-UCONN-S143-MG2",683,320,NA
"SL18-UCONN-S143-MG3",684,320,NA
"SL18-UCONN-S157-FG1",685,332,NA
"SL18-UCONN-S157-FG2",686,332,NA
"SL18-UCONN-S157-FG3",687,332,NA
"SL18-UCONN-S157-MG1",688,332,NA
"SL18-UCONN-S157-MG2",689,332,NA
"SL18-UCONN-S157-MG3",690,332,NA
"SL18-UCONN-S158-FG1",691,333,NA
"SL18-UCONN-S158-FG2",692,333,NA
"SL18-UCONN-S158-FG3",693,333,NA
"SL18-UCONN-S158-MG1",694,333,NA
"SL18-UCONN-S158-MG3",695,333,NA
"SL18-UCONN-S2-FG1",696,361,NA
"SL18-UCONN-S2-FG2",697,361,NA
"SL18-UCONN-S2-FG3",698,361,NA
"SL18-UCONN-S2-MG1",699,361,NA
"SL18-UCONN-S2-MG2",700,361,NA
"SL18-UCONN-S2-MG3",701,361,NA
"SL18-UCONN-S32-FG1",702,374,NA
"SL18-UCONN-S32-FG2",703,374,NA
"SL18-UCONN-S32-FG3",704,374,NA
"SL18-UCONN-S32-MG1",705,374,NA
"SL18-UCONN-S32-MG2",706,374,NA
"SL18-UCONN-S32-MG3",707,374,NA
"SL18-UCONN-S57-FG1",708,394,NA
"SL18-UCONN-S57-FG2",709,394,NA
"SL18-UCONN-S57-FG3",710,394,NA
"SL18-UCONN-S5-MG2",711,389,NA
"SL18-UCONN-S73-FG1",712,401,NA
"SL18-UCONN-S73-FG2",713,401,NA
"SL18-UCONN-S73-FG3",714,401,NA
"SL18-UCONN-S57-MG1",715,394,NA
"SL18-UCONN-S5-FG1",716,389,NA
"SL18-UCONN-S5-FG3",717,389,NA
"SL18-UCONN-S5-MG1",718,389,NA
"SL18-UCONN-S73-MG1",719,401,NA
"SL18-UCONN-S73-MG2",720,401,NA
"SL18-UCONN-S73-MG3",721,401,NA
"SL18-UCONN-S78-FG1",722,405,NA
"SL18-UCONN-S78-FG2",723,405,NA
"SL18-UCONN-S78-MG1",724,405,NA
"SL18-UCONN-S78-MG2",725,405,NA
"SL18-UCONN-S78-MG3",726,405,NA
"SL18-UCONN-S94-FG1",727,414,NA
"SL18-UCONN-S94-FG2",728,414,NA
"SL18-UCONN-S94-FG3",729,414,NA
"SL18-UCONN-S94-MG1",730,414,NA
"SL18-UCONN-S94-MG2",731,414,NA
"SL18-UCONN-S11-FG1",732,306,NA
"SL18-UCONN-S11-FG2",733,306,NA
"SL18-UCONN-S11-FG3",734,306,NA
"SL18-UCONN-S142-FG1",735,319,NA
"SL18-UCONN-S142-FG2",736,319,NA
"SL18-UCONN-S142-FG3",737,319,NA
"SA18-CB-5-FG1xSA18-CB-10-MG1",738,557,216
"SL18-UCONN-S4-FG1",739,738,NA
"SL18-UCONN-S4-FG2",740,738,NA
"SL18-UCONN-S4-FG3",741,738,NA
"SL18-UCONN-S4-MG2",742,738,NA
"SL18-UCONN-S4-MG3",743,738,NA
"SL18-BL-11-MG1",744,596,NA
"SL18-BL-11-MG2",745,596,NA
"SL18-BL-17-MG1",746,598,NA
"SL18-FI-2-MG3",747,604,NA
"SL18-OI-11-MG1",748,4,NA
"SL18-NC-9-MG3",749,36,NA
"SL18-NC-15-MG2",750,63,NA
"SL18-NC-8-MG1",751,34,NA
"SL18-TI-1-MG1",752,591,NA
"SL18-TI-1-MG3",753,591,NA
"SL18-TI-1-MG4",754,591,NA
"SL18-TI-1-MG11",755,591,NA
"SL18-TI-2-MG1",756,592,NA
"SL18-TI-2-MG2",757,592,NA
"SL18-TI-3-MG3",758,593,NA
"SL18-TI-3-MG14",759,593,NA
"SL18-TI-4-MG2",760,594,NA
"SL18-TI-5-MG1",761,611,NA
"SL18-TI-5-MG2",762,611,NA
"SL18-NL-6-MG3",763,42,NA
"SL18-SF-13-MG13",764,52,NA
"SL18-CC-1-MG11",765,16,NA
"SL18-CC-2-MG6",766,17,NA
"SL18-CC-9-MG3",767,24,NA
"SL18-CC-11-MG6",768,26,NA
"SL18-NL-5-MG3",769,40,NA
"SL18-OI-17-MG3",770,7,NA
"SL18-OI-18-MG4",771,8,NA
"SL18-FW-14-FG1",772,600,NA
"SL18-FI-1-FG2",773,601,NA
"SA18-CB-1-FG2",774,67,NA
"SL18-NC-15-FG2",775,63,NA
"SL18-OD-3-FG2",776,70,NA
"SL18-OI-9-FG2",777,51,NA
"SL18-OI-15-FG3",778,5,NA
"SL18-BL-18-FG11",779,602,NA
"SL18-FI-2-FG1",780,604,NA
"SL18-JS-6-FG2",781,31,NA
"SL18-JS-19-FG5",782,45,NA
"SL18-NC-15-FG1",783,63,NA
"SL18-FW-21-FG2",784,603,NA
"SL18-FW-21-FG1",785,603,NA
"SL18-OD-3-FG4",786,70,NA
"SL18-FW-21-FG4",787,603,NA
"SL18-TI-3-FG4",788,593,NA
"SL18-TI-3-FG5",789,593,NA
"SL18-TI-3-FG6",790,593,NA
"SL18-OD-6-FG2",791,69,NA
"SL18-FI-2-FG5",792,604,NA
"SL18-FW-12-MG5",793,605,NA
"SL18-FI-1-FG4",794,601,NA
"SL18-FW-12-MG6",795,605,NA
"SL18-FI-2-FG7",796,604,NA
"SL18-FW-21-MG5",797,603,NA
"SL18-FW-12-FG4",798,605,NA
"SL18-FW-21-MG4",799,603,NA
"SL18-FI-1-FG6",800,601,NA
"SL18-OI-6-FG6",801,3,NA
"SL18-CC-4-MG4",802,19,NA
"SL18-FI-2-FG4",803,604,NA
"SL18-FW-2-MG4",804,589,NA
"SL18-JS-19-FG6",805,45,NA
"SL18-JS-9-MG4",806,33,NA
"SL18-PI-1-MG5",807,590,NA
"SL18-NL-5-MG5",808,40,NA
"SA18-CB-10-FG6",809,48,NA
"SL18-TI-2-MG5",810,592,NA
"SL18-LD-2-FG5",811,55,NA
"SL18-CC-9-FG6",812,24,NA
"SL18-LD-3-MG6",813,10,NA
"SL18-OI-15-FG4",814,5,NA
"SL18-OI-5-MG4",815,2,NA
"SL18-BL-13-MG3",816,610,NA
"SL18-BL-16-MG3",817,607,NA
"SL18-OI-4-MG2",818,1,NA
"SL18-OI-7-MG2",819,50,NA
"SL18-OD-10-MG1",820,599,NA
"SL18-OD-10-MG2",821,599,NA
"SL18-BL-11-FG2",822,596,NA
"SL18-BL-12-FG1",823,597,NA
"SL18-NL-5-FG3",824,40,NA
"SL18-BL-11-FG3",825,596,NA
"SL18-NC-12-FG1",826,37,NA
"SL18-CB-2",827,0,0
"SL18-CB-3",828,0,0
"SL18-CB-4",829,0,0
"SL18-CB-7",830,0,0
"SL18-TI-6",831,0,0
"SL18-OD-1",832,0,0
"SL18-OD-4",833,0,0
"SL19-LR-5",834,0,0
"SL19-LR-2",835,0,0
"SL18-DB-6",836,0,0
"SL18-CB-10",837,0,0
"SL18-CB-2-MG1",838,827,NA
"SL18-CB-3-MG1",839,828,NA
"SL18-CB-3-MG2",840,828,NA
"SL18-CB-4-MG2",841,829,NA
"SL18-CB-4-MG3",842,829,NA
"SL18-CB-7-MG1",843,830,NA
"SL18-TI-6-MG1",844,831,NA
"SL18-TI-6-MG2",845,831,NA
"SL18-TI-6-MG3",846,831,NA
"SL18-OD-1-MG4",847,832,NA
"SL18-OD-4-FG4",848,833,NA
"SL19-LR-5-FG1",849,834,NA
"SL19-LR-5-FG2",850,834,NA
"SL19-LR-2-MG2",851,835,NA
"SL19-LR-2-FG1",852,835,NA
"SL18-DB-6-FG1",853,836,NA
"SL18-CB-7-MG3",854,830,NA
"SL18-CB-10-MG3",855,837,NA
"SL18-UCONN-S142-MG5",856,319,NA
"SL18-UCONN-S142-FG4",857,319,NA
"SL18-UCONN-S142-MG4",858,319,NA
"SL18-UCONN-S158-MG2",859,333,NA
"SL18-UCONN-S4-MG1",860,738,NA
"SL18-UCONN-S57-MG2",861,394,NA
"SL18-UCONN-S57-MG3",862,394,NA
"SL18-UCONN-S5-FG2",863,389,NA
"SL18-UCONN-S5-MG3",864,389,NA
"SL18-UCONN-S78-FG3",865,405,NA
"SL18-UCONN-S94-MG3",866,414,NA
