"","AshFDwPM","AshOnly","dryWgtPerM","C:N ratio","wetWgtPlot","percDryWgt","plotDensity"
"h2hMat",0.300192260761657,0.135398162241777,0.455692409596228,0.0455340740296477,0.516235910104389,0.0566910419212844,0.262918838079717
"Vus",0.0185252717278549,2.56920703555346,0.0209104743713912,0.396445027597157,0.191796267204522,0.408356260934156,5336.15117767879
"ErrVars",0.0431860851234245,16.4059916895643,8.3101123373122,0.024976781880955,0.179732065967299,6.7948322340164,14959.6603231345
