"","x"
"AshFDwPM",0.300192260761657
"AshOnly",0.135398162241777
"dryWgtPerM",0.455692409596228
"C:N ratio",0.0455340740296477
"wetWgtPlot",0.516235910104389
"percDryWgt",0.0566910419212844
"plotDensity",0.216932554361232
"bladeLength",0.0628904451431771
"bladeMaxWidth",0.119688025908705
"bladeThickness",0.479148183462206
"stipeLength",0.226723201383318
"stipeDiameter",0.577197306518731
