"","x"
"wetWgtPerM",0.669609523533476
"percDryWgt",-0.325674433391679
"dryWgtPerM",0.672822441167703
"Ash",-0.47714834200048
"AshFDwPM",-0.360625762903197
"densityBlades",0.404588141012288
"bladeLength",0.289904836600174
"bladeMaxWidth",0.188661779918554
"bladeThickness",0.323295660676994
"stipeLength",0.512283311780173
"stipeDiameter",0.664720118612806
