"","AshFDwPM","AshOnly","dryWgtPerM","C:N ratio","wetWgtPlot","percDryWgt","plotDensity"
"h2hMat",0.363476140901397,0.167029426163729,0.353090437501183,0.0707725133062289,0.408160672074098,0.239507823013404,0.302465781242189
"Vus",0.0294702161711461,3.26559020595542,0.0274883952034052,0.903589814111139,0.210384573151359,2.2496774826735,4299.19822334804
"ErrVars",0.0516086026422756,16.2853971916446,11.8639349196984,0.050362467589539,0.305060905910292,7.14324110499033,9914.63517523267
