Plot #,Plot ID,Sub Plot,Blade Length (cm),Blade Max Width (cm) ,Blade Width @ 10cm (cm),Blade thickness (mm),Stipe Length (cm),Stipe diamter (mm),Stipe Hollow (Y/N),Bullations (Y/N),Fouling ,Crinkle,Sorrus Tissue (Y/N),Sorus Area (cm^2),Other Comments
133,SL18-UCONN-133,4,92.8,14.6,9.3,0.9,10.1,5.1,No,Yes,No,,,,
134,SL18-UCONN-134,,,,,,,,,,,,,,No kelp growth
135,SL18-UCONN-135,,,,,,,,,,,No kelp growth,,,
136,SL18-UCONN-136,1,1.6,1,-,0.2,2.4,0.7,No,No,No,Grazing,,,
136,SL18-UCONN-136,1,3.4,1.1,-,0.3,2,0.8,No,No,No,Grazing,,,
136,SL18-UCONN-136,1,4.5,1.4,-,0.3,2.9,0.9,No,No,No,,,,
136,SL18-UCONN-136,1,6,0.9,-,0.3,3,0.9,No,No,No,Grazing,,,
136,SL18-UCONN-136,1,6.5,4.4,4.2,0.5,5.5,2.5,No,No,No,Bryozoan/Grazing,,,
136,SL18-UCONN-136,2,11,1.5,1.2,0.3,2.1,1,No,No,No,Grazing,,,
136,SL18-UCONN-136,1,14.9,1.5,1.1,0.2,3.1,1.1,No,No,No,Snail Egg Cases/Grazing,,,
136,SL18-UCONN-136,1,16,1.7,1.5,0.3,3,1,No,No,No,Grazing/Splitting Meristem,,,
136,SL18-UCONN-136,1,37,2.6,2.2,0.5,5,1.7,No,No,No,Grazing,,,
136,SL18-UCONN-136,1,59,4.3,4.3,0.4,6,2.2,No,No,No,,,,
136,SL18-UCONN-136,1,61,4.7,4.5,0.5,5.3,1.9,No,No,No,,,,
136,SL18-UCONN-136,2,73,4.2,4.2,0.5,5.2,2.3,No,No,No,Grazing,,,DNA
136,SL18-UCONN-136,2,108,7,5,0.5,4.1,2.2,No,No,No,,,,
136,SL18-UCONN-136,2,167,4.8,3,0.7,8,2.9,No,No,No,Discolored,,,
136,SL18-UCONN-136,2,171,4.9,3.3,0.6,8,3.1,No,No,No,Grazing,,,
137,SL18-UCONN-137,5,10,2,-,0.5,0.8,0.2,No,No,No,,No,,
137,SL18-UCONN-137,5,15.5,11,2.1,0.1,0.8,0.6,No,No,Yes,,No,,
137,SL18-UCONN-137,1,23,2.4,1,0.16,1.4,0.86,No,No,No,DNA,No,,
137,SL18-UCONN-137,5,30.4,2.8,4,0.1,1.3,1,No,No,No,,No,,
137,SL18-UCONN-137,4,32.2,2.8,2.8,0.3,1.6,0.9,No,No,No,Grazing,No,,
137,SL18-UCONN-137,5,33.4,4.1,5.9,0.2,1.7,1.2,No,No,Yes,,No,,
137,SL18-UCONN-137,4,37.3,2.8,2.8,0.2,1.5,0.8,No,No,Yes,Grazing,No,,
137,SL18-UCONN-137,2,49,8.5,7.1,0.17,1.8,1.51,No,No,No,Grazing,No,,
137,SL18-UCONN-137,1,62.4,7.6,6.4,0.41,2.8,1.8,No,No,No,,No,,
137,SL18-UCONN-137,-,67,5.4,3.7,0.3,3.1,0.5,No,No,Yes,Grazing,No,,
137,SL18-UCONN-137,1,88.4,9.5,5,0.48,2.6,1.86,No,No,No,,No,,
137,SL18-UCONN-137,2,107.2,9.1,5,0.16,3.5,2,No,No,No,,No,,
137,SL18-UCONN-137,3,113.7,8.6,4.4,0.4,3.5,1.9,No,No,No,Grazing,No,,
137,SL18-UCONN-137,3,120.5,11.5,7.1,0.6,2.9,1.3,No,No,Yes,Grazing,No,,
137,SL18-UCONN-137,2,122,8.4,4.5,0.33,3,1.19,No,No,No,,No,,
137,SL18-UCONN-137,3,147.5,9.7,4.2,0.5,4.2,1.9,No,No,Yes,,No,,
138,SL18-UCONN-138,5,9,2.5,-,0.7,1.8,0.5,No,No,No,,No,,
138,SL18-UCONN-138,1,15,8.8,6,0.3,4.8,3.3,No,No,No,Crinkle,No,,
138,SL18-UCONN-138,5,17.6,4.4,4,0.5,2,1.11,No,No,No,,No,,
138,SL18-UCONN-138,3,17.9,10.2,10.2,0.7,4.7,3.5,No,No,No,Crinkle,No,,
138,SL18-UCONN-138,5,18.5,8.6,7.6,0.7,2,1.92,No,No,No,Crinkle,No,,
138,SL18-UCONN-138,-,20,5,4.2,0.26,2.2,1.13,No,No,No,,No,,
138,SL18-UCONN-138,4,25.5,16.3,16.3,1.4,5.5,2.83,No,No,No,Crinkle,No,Bitten/Torn,
138,SL18-UCONN-138,2,26.4,11.5,11.2,0.6,5.8,3.2,No,No,No,,No,,
138,SL18-UCONN-138,-,30,7.5,7.5,1.5,2,1.19,No,No,No,,No,DNA?,
138,SL18-UCONN-138,3,32.5,12.9,12.8,0.7,4.2,2.9,No,No,No,,No,,
138,SL18-UCONN-138,4,45,14.5,14.5,0.2,3,2.07,No,No,No,,No,,
138,SL18-UCONN-138,2,74.4,17.6,15.5,0.3,8.8,3.8,No,No,No,Snail Egg/Crinkle,No,,
138,SL18-UCONN-138,-,75.5,14.5,14.2,0.6,7,2.38,No,No,No,,No,,
138,SL18-UCONN-138,3,93.8,23.4,17.3,0.2,7,3.9,No,No,Yes,Crinkle,No,,
138,SL18-UCONN-138,-,96,22,20,0.4,6,3.15,No,No,No,,No,,
139,SL18-UCONN-139,1,41,8.2,8.5,0.3,7,3.4,No,No,No,,No,,
140,SL18-UCONN-140,3,11,1.8,0.5,0.2,1.5,0.8,No,No,No,,No,,
140,SL18-UCONN-140,2,15,3,1.2,0.1,2,1.3,No,No,,Grazing,No,,
140,SL18-UCONN-140,1,18,4.5,3.3,0.2,1.8,1.3,No,No,,Grazing,No,,
140,SL18-UCONN-140,2,18,3,1.5,0.3,1.8,1.3,No,No,,Grazing,No,,
140,SL18-UCONN-140,5,20,28,2.5,0.2,35,1.3,No,No,No,,No,,
140,SL18-UCONN-140,2,32,4.5,4.5,0.2,6,2.2,No,No,,Grazing,No,,
140,SL18-UCONN-140,4,32,5.5,4.5,0.2,8,2,No,No,No,,No,,
140,SL18-UCONN-140,4,33,4,4,0.2,8.5,2.1,No,No,No,,No,,
140,SL18-UCONN-140,1,44,8,8,0.2,5.5,2.4,No,No,No,,No,,
140,SL18-UCONN-140,5,50,8.5,7.5,0.3,12,2.9,No,No,No,,No,,
140,SL18-UCONN-140,4,53.5,7.5,7.5,0.2,17,3.5,No,No,No,,No,,
140,SL18-UCONN-140,4,54,7.3,6.8,0.2,20,2.9,No,No,No,,No,,
140,SL18-UCONN-140,4,56,7,6.8,0.2,20.5,3.2,No,No,No,,No,,
140,SL18-UCONN-140,4,58,8.8,8,0.2,15,3.7,No,No,No,,No,,
140,SL18-UCONN-140,2,67,9,7.5,0.2,14,3.5,No,No,No,,No,,DNA
141,SL18-UCONN-141,4,8.9,2.6,-,0.2,1.6,1.2,No,No,No,,,,
141,SL18-UCONN-141,5,12.1,2.9,2.3,0.4,2.1,1.4,No,No,Yes,,,,
141,SL18-UCONN-141,5,27,4,3.3,0.1,2,1.4,No,No,No,Grazing,,,
141,SL18-UCONN-141,-,33.2,8.4,8.4,0.19,1,1.7,No,No,No,,,,
141,SL18-UCONN-141,3,51,8.2,8.2,0.4,3.1,2.2,No,No,No,,,,
141,SL18-UCONN-141,3,59.5,10.8,9.7,0.4,2.6,2.2,No,No,No,,,,
141,SL18-UCONN-141,4,69.1,8.7,8.6,0.4,4,2.4,No,No,No,,,,
141,SL18-UCONN-141,1,70.1,8.6,7.2,0.45,2.5,2.02,No,No,No,,,,
141,SL18-UCONN-141,-,79.6,12,10,0.96,2.8,2.5,No,No,No,,,,
141,SL18-UCONN-141,-,81,11,10.3,0.31,3,1.88,No,No,No,,,,
141,SL18-UCONN-141,5,82.4,7.4,6.1,0.6,4.2,2.4,No,No,Yes,,,,
141,SL18-UCONN-141,-,87.6,12.6,11.2,0.46,3.2,2.17,No,No,No,,,,
141,SL18-UCONN-141,2,88.9,11.8,8.6,0.4,2.7,2,No,No,Yes,,,,
141,SL18-UCONN-141,2,91.7,10.7,9.8,0.5,2.5,2.2,No,No,No,,,,
141,SL18-UCONN-141,1,111.5,12.1,8.7,0.31,2.5,1.69,No,No,No,,,,
142,SL18-UCONN-142,2,5,1.4,-,0.3,2.6,1.9,No,No,No,,,,
142,SL18-UCONN-142,2,8,1.7,-,0.5,4.1,1.7,No,No,Yes,Grazing,,,
142,SL18-UCONN-142,2,8.9,1.4,-,0.4,2.7,1.3,No,No,Yes,Grazing,,,
142,SL18-UCONN-142,2,9.2,1.5,-,0.5,2.6,1.1,No,No,Yes,Grazing,,,
142,SL18-UCONN-142,1,19,1.9,1.8,0.5,3.5,1.9,No,No,Yes,Grazing,,,
142,SL18-UCONN-142,1,19.3,3,3,0.5,4,1.9,No,No,Yes,Grazing,,,
142,SL18-UCONN-142,1,20.2,2,2,0.4,6.1,2.1,No,No,Yes,Grazing,,,
142,SL18-UCONN-142,1,20.5,2.6,2.1,0.5,4.1,2.3,No,No,No,,,,
142,SL18-UCONN-142,1,25,2.4,2.02,0.4,6.7,2.5,No,No,Yes,Grazing,,,
142,SL18-UCONN-142,1,31.7,3.8,3.4,0.6,11.4,3.4,No,No,No,,,,
142,SL18-UCONN-142,1,42.8,3.5,2.8,0.6,9.2,2.8,No,No,No,,,,
142,SL18-UCONN-142,1,65.7,5.8,6.2,0.7,18.3,4.7,No,No,No,,,,
142,SL18-UCONN-142,1,78.5,5.8,6.5,0.7,32.2,4.5,No,No,No,,,,
142,SL18-UCONN-142,2,109.6,10.8,8.8,0.6,38.2,5.1,Yes,No,Yes,Grazing,,,
142,SL18-UCONN-142,1,160.2,12.7,7.6,0.8,44.9,4.9,Yes,No,No,,,,
143,SL18-UCONN-143,4,12.4,4.6,4.2,0.4,4.1,2.2,No,No,No,Grazing,No,,
143,SL18-UCONN-143,3,12.6,3.2,3.2,0.1,2.5,1.5,No,No,No,Grazing,No,,
143,SL18-UCONN-143,3,15.3,3.5,3,0.2,4.3,2.3,No,No,No,Grazing,No,,
143,SL18-UCONN-143,1,15.9,4.9,4.6,0.5,8.2,3.4,No,No,No,Broken,No,,
143,SL18-UCONN-143,5,16.3,4.4,3.8,0.3,7.6,2.48,No,No,Yes,,No,,
143,SL18-UCONN-143,5,17.6,5.1,5.1,0.37,8.4,3.24,No,No,No,Grazing,No,,
143,SL18-UCONN-143,3,18.9,6.2,4.2,0.3,3.3,2,No,No,Yes,Grazing,No,,
143,SL18-UCONN-143,5,29,8.3,7.8,0.42,15,3.04,No,No,No,,No,,
143,SL18-UCONN-143,5,29.6,4.9,4.7,0.3,6.7,2.94,No,No,Yes,,No,,
143,SL18-UCONN-143,5,29.6,7.9,6.6,0.4,12.7,3.71,No,No,No,Bryozoan/Horse's Mane,No,,
143,SL18-UCONN-143,5,32.7,5.7,5.2,0.42,14.5,3.2,No,No,No,,No,,
143,SL18-UCONN-143,-,35,6,5.2,0.17,13,3.38,No,No,No,,No,,
143,SL18-UCONN-143,5,35.1,5.4,5.4,0.38,11.5,3.26,No,No,No,,No,,
143,SL18-UCONN-143,4,44.5,7.8,7.2,0.5,11.3,3.6,No,No,Yes,Grazing,No,,
143,SL18-UCONN-143,2,49.5,9.4,9.3,0.5,15.3,4.5,No,No,Yes,Grazing,No,,
143,SL18-UCONN-143,-,51.5,7.8,7.8,0.28,17,4.34,No,No,No,,No,,
143,SL18-UCONN-143,3,57.8,8.8,8.6,0.7,17.7,4.8,No,No,No,Horse's Mane,No,,
143,SL18-UCONN-143,-,63,10.9,10.9,0.9,17,4.58,No,No,No,,No,,
143,SL18-UCONN-143,-,69,10.2,10.2,0.59,23,4.76,Yes,No,No,,No,,
143,SL18-UCONN-143,2,78,15.4,13.3,0.7,12.1,5.3,No,No,No,Grazing,No,,
143,SL18-UCONN-143,-,78,13,12.2,0.34,21,5.32,Yes,No,No,,No,,
143,SL18-UCONN-143,-,86,17.5,15.2,0.34,10,4.75,No,Yes,No,,No,,
143,SL18-UCONN-143,-,94.5,15,14.5,0.62,8,4.55,No,Yes,No,,No,,
143,SL18-UCONN-143,-,98,15,13.5,0.47,60,5.27,No,Yes,No,,No,,
143,SL18-UCONN-143,5,99.1,14.4,12,0.6,27,5.45,Yes,Yes,No,,No,,
143,SL18-UCONN-143,2,99.5,15.4,12,0.5,21.2,5.7,Yes,No,No,,No,,
143,SL18-UCONN-143,2,103.1,16.8,13.8,0.7,25.4,6.2,Yes,Yes,No,Grazing,No,,
143,SL18-UCONN-143,-,122,15.5,12,0.56,13,4.87,No,Yes,No,,No,,
143,SL18-UCONN-143,-,134.5,20,15,0.41,22,6.18,Yes,Yes,No,DNA/Grazing,No,,
143,SL18-UCONN-143,1,136.2,21,13.8,0.8,17.3,6.2,No,Yes,No,,No,,
145,SL18-UCONN-145,5,21,5.5,4.8,0.1,1.5,1.3,No,No,,,No,,
145,SL18-UCONN-145,5,29,7.5,7.5,0.3,4.8,2.7,No,No,,,No,,
145,SL18-UCONN-145,-,30,6.5,7,0.1,0.7,2.7,No,No,,,No,,
145,SL18-UCONN-145,2,31,7,6.8,0.2,2,1.2,No,No,,Spliting Maristem,No,,
145,SL18-UCONN-145,5,37,6.5,6.5,0.4,6.5,2.6,No,No,,,No,,
145,SL18-UCONN-145,-,49.5,12,10,0.1,4,2.8,No,No,,,No,,
145,SL18-UCONN-145,5,51,10.8,8.5,0.2,13,4.9,No,No,,,No,,
145,SL18-UCONN-145,-,53.5,11.5,11,0.1,5.5,3,No,No,,,No,,
145,SL18-UCONN-145,4,55,9,8,0.2,6.8,3.9,No,No,,Spliting Maristem,No,,
145,SL18-UCONN-145,-,57,3.5,13,0.2,12.5,4.6,No,No,,,No,,
145,SL18-UCONN-145,4,65.5,14,11.5,0.2,10.8,4.8,Yes,No,,Crinkle,No,,
145,SL18-UCONN-145,1,66.5,14.8,8.5,0.1,6,3,No,No,,,No,,
145,SL18-UCONN-145,-,71,10,8.5,0.2,16,5.6,Yes,No,,,No,,
145,SL18-UCONN-145,-,74,9.5,7,0.2,16,5,Yes,No,,Spliting Maristem,No,,
145,SL18-UCONN-145,3,114,21,13.5,0.2,14,5,Yes,Yes,,Crinkle,No,,
146,SL18-UCONN-146,1,7,1.5,N/A,0.3,1.4,1.1,No,No,Yes,,,,
146,SL18-UCONN-146,1,11.1,3.5,3.7,0.5,3.6,1.1,No,No,Yes,Spliting Maristem,,,
146,SL18-UCONN-146,1,11.6,1.9,1.2,0.5,2.2,1.1,No,No,Yes,,,,
146,SL18-UCONN-146,1,18.5,2.9,3.5,0.5,3.4,1.7,No,No,Yes,,,,
146,SL18-UCONN-146,2,18.8,3.3,2.3,0.4,3.1,1.7,No,No,No,,,,
146,SL18-UCONN-146,1,19,2.4,2,0.3,3.6,1.4,No,No,Yes,,,,
146,SL18-UCONN-146,1,20,3.1,3.4,0.6,5.2,2.2,No,No,Yes,,,,
146,SL18-UCONN-146,3,26.1,3.7,3.3,0.6,3.6,2,No,No,Yes,,,,
146,SL18-UCONN-146,2,28.2,6.9,6.6,0.6,4.6,2.1,No,No,Yes,Spliting Maristem,,,
146,SL18-UCONN-146,4,31.1,6.1,5.3,0.7,4.6,3,No,No,,,,,
146,SL18-UCONN-146,2,40.1,7,6.8,0.7,6.3,2.9,No,No,No,,,,
146,SL18-UCONN-146,5,55.1,7.9,8.6,0.7,4.8,3.3,No,No,,Spliting Maristem,,,
146,SL18-UCONN-146,3,59,6.8,6.7,0.7,6.6,3.5,No,No,No,,,,
146,SL18-UCONN-146,1,87.5,8.3,6.8,0.6,5.9,3.1,No,No,Yes,,,,
146,SL18-UCONN-146,5,114,11.3,6.9,1,6.84,3.6,No,No,,,,,
147,SL18-UCONN-147,4,26.1,2.6,2.6,0.6,3.6,1.5,No,No,Yes,,No,,
147,SL18-UCONN-147,4,33,4.5,4.5,0.8,3.9,1.1,No,No,No,,No,,
147,SL18-UCONN-147,5,36.5,3.5,3.5,0.5,3.9,1.6,No,No,Yes,,No,,
147,SL18-UCONN-147,2,41,3.9,3.9,0.6,3.9,1.9,No,No,Yes,Spliting Maristem,No,,
147,SL18-UCONN-147,-,74.1,5.2,4.8,0.8,5.8,2.4,No,No,Yes,,No,,
147,SL18-UCONN-147,2,83.1,5.1,5,0.9,7.6,2.7,No,No,Yes,,No,,
147,SL18-UCONN-147,-,89.1,5.1,4.4,0.8,5.2,2.4,No,No,Yes,Spliting Maristem,No,,
147,SL18-UCONN-147,-,92.5,5.6,4.9,0.7,7.4,2.9,No,No,No,,No,,
147,SL18-UCONN-147,4,104.8,5.8,3.4,0.5,6,3,No,No,Yes,,No,,
147,SL18-UCONN-147,-,124,6.7,4.5,0.9,6.1,2.6,No,No,No,,No,,
147,SL18-UCONN-147,3,127.4,5.7,3.5,0.6,6.2,2.3,No,No,Yes,,No,,
147,SL18-UCONN-147,4,130.7,8.5,3.9,0.5,8.9,2.9,No,No,No,DNA,No,,
147,SL18-UCONN-147,-,136.2,6.3,4.5,0.8,5.3,2.8,No,No,No,,No,,
147,SL18-UCONN-147,5,141.9,7.7,5.1,0.9,5.6,2.5,No,No,No,,No,,
147,SL18-UCONN-147,1,157.3,6.9,4.2,0.7,3.8,2.8,No,No,Yes,,No,,
148,SL18-UCONN-148,1,13,2.5,1.5,0.26,2.5,1.68,No,No,No,,,,
148,SL18-UCONN-148,5,13,6,6,0.11,7,2.73,No,No,No,,,,
148,SL18-UCONN-148,4,16,2.6,2.6,0.25,4,1.78,No,No,No,,,,
148,SL18-UCONN-148,1,17.9,3.5,3,0.39,5.5,2.65,No,No,No,,,,
148,SL18-UCONN-148,3,19.2,3.3,3.4,0.5,4.2,2.2,No,No,No,,,,
148,SL18-UCONN-148,5,24,4.2,4,0.25,5,2.46,No,No,No,,,,
148,SL18-UCONN-148,4,26.5,5.5,5,0.28,5,2.92,No,No,No,,,,
148,SL18-UCONN-148,4,28,6,5.5,0.1,7,2.9,No,No,No,,,,
148,SL18-UCONN-148,5,36.4,7.9,7.9,0.11,13,3.72,No,No,No,,,,
148,SL18-UCONN-148,4,40,9,8.5,0.17,11,4.33,No,No,No,,,,
148,SL18-UCONN-148,2,47,10.5,10.5,0.6,10.1,4,No,No,No,,,,
148,SL18-UCONN-148,4,52,11.5,11,0.12,16.5,4.43,No,No,No,,,,
148,SL18-UCONN-148,3,84,9.5,9.2,0.7,9.7,4.1,No,No,No,,,,
148,SL18-UCONN-148,3,102.9,17.5,12.5,0.7,14.2,4.6,No,Yes,No,,,DNA,
148,SL18-UCONN-148,1,106,14,10.5,0.42,18,4.15,Yes,No,No,Crinkle,,,
149,SL18-UCONN-149,5,8.5,2.6,-,0.2,0.4,0.6,No,No,No,,,,
149,SL18-UCONN-149,5,10.5,3,0.9,0.2,1,1,No,No,No,,,,
149,SL18-UCONN-149,1,20,5,4.5,0.4,2.1,1.4,No,No,No,,,,
149,SL18-UCONN-149,3,26.5,7.3,6.8,0.5,2.6,2,No,No,No,,,,
149,SL18-UCONN-149,3,27,6.8,6,0.3,2.6,2,No,No,No,,,,
149,SL18-UCONN-149,1,27.5,7.4,7.3,0.4,3,1.9,No,No,No,Splitting Meristem,,,
149,SL18-UCONN-149,3,37,10.5,10.5,0.6,2.6,2.3,No,No,No,,,,
149,SL18-UCONN-149,4,49.5,9,9,0.4,4,2.7,No,No,No,,,,
149,SL18-UCONN-149,-,57,12.2,10.5,0.6,4.5,2.6,No,No,No,,,,
149,SL18-UCONN-149,2,57,10.5,9.5,1,4.8,3.2,No,No,No,Splitting Meristem,,,
149,SL18-UCONN-149,-,66,13.5,9.8,0.9,11.3,5.3,No,No,No,,,,
149,SL18-UCONN-149,1,109,19.5,13.6,0.7,10.8,5.2,No,No,No,,,,
149,SL18-UCONN-149,-,119,18.9,12.5,0.9,12,3.6,No,No,No,Splitting Meristem,,,
149,SL18-UCONN-149,-,124.5,18.3,8.2,1,14,4.6,No,No,No,,,,
149,SL18-UCONN-149,1,127,16,11,0.9,11,5.4,No,No,No,Crinkle,,,DNA
150,SL18-UCONN-150,2,8.2,1.6,,0.2,0.6,0.8,No,No,No,Grazing,,,
150,SL18-UCONN-150,2,10.4,1.8,,0.3,1.1,1,No,No,No,,,,
150,SL18-UCONN-150,2,14.4,2.6,2.1,0.3,1.1,1,No,No,No,Grazing,,,
150,SL18-UCONN-150,2,15.8,2.3,1.4,0.3,1.4,1.2,No,No,No,Grazing,,,
150,SL18-UCONN-150,1,17.3,2.9,2.6,0.2,2,1.2,No,No,No,Grazing,No,,
150,SL18-UCONN-150,1,18.6,3.8,3.4,0.3,1.8,1.9,No,No,No,,,,
150,SL18-UCONN-150,1,20.1,2.8,2.4,0.3,2.1,1.4,No,No,No,Grazing,No,,
150,SL18-UCONN-150,4,24,3.7,3.3,0.3,2.2,1.6,No,No,No,,,,
150,SL18-UCONN-150,2,33.3,4.2,3.7,0.1,4.1,1.9,No,No,No,Grazing,,,
150,SL18-UCONN-150,3,45.3,11.3,11.2,0.4,4.2,2.6,No,No,No,,,,
150,SL18-UCONN-150,3,47.4,8.1,7.2,0.4,3.5,2.5,No,No,No,,,,
150,SL18-UCONN-150,4,48.8,6.1,6.4,0.4,4.2,2.6,No,No,No,,,,
150,SL18-UCONN-150,2,51.7,8.6,8.2,0.7,1.8,2.6,No,No,No,,,,
151,SL18-UCONN-151,3,11.5,9,5.5,0.4,3.5,2.5,No,No,No,,,,
151,SL18-UCONN-151,5,12.5,8.5,n/a,0.5,5,3.3,No,No,No,Broken End,,,
151,SL18-UCONN-151,5,19.5,3.5,2.3,0.2,3,1.6,No,No,No,,,,
151,SL18-UCONN-151,2,21,4.5,5,0.2,2,1,No,No,No,,,,
151,SL18-UCONN-151,2,27.5,6.5,6.5,0.3,2,1.4,No,No,No,,,,
151,SL18-UCONN-151,2,31,7.5,6,0.3,3.7,2,No,No,No,,,,
151,SL18-UCONN-151,4,43.5,12.5,12,0.2,4,2.8,No,Yes,No,,,,
151,SL18-UCONN-151,2,44.5,11.5,12,0.3,4,2.5,No,No,No,,,,
151,SL18-UCONN-151,2,56,12,10,0.3,6.5,1.7,No,No,No,,,,
151,SL18-UCONN-151,2,60,14.5,12,0.2,5,2.6,No,No,No,Crinkle,,,
151,SL18-UCONN-151,1,60,16.5,16,0.2,6.5,3.1,No,No,No,,,,
151,SL18-UCONN-151,2,63,18,16.5,0.3,4,3.1,No,No,No,,,,
151,SL18-UCONN-151,2,68,11.5,9,0.3,4.5,2.9,No,No,No,Crinkle,,,
151,SL18-UCONN-151,5,91,24.5,24,0.4,6,4.1,No,Yes,No,,,,
151,SL18-UCONN-151,1,98,29,18.5,0.2,6.5,3.8,No,Yes,No,,,,
152,SL18-UCONN-152,1,6,5,N/A,0.1,1,1.1,No,No,No,,No,,
152,SL18-UCONN-152,5,17,4,3,0.3,1,1.1,No,No,No,,No,,
152,SL18-UCONN-152,2,18,7,5,0.1,1.8,2.1,No,No,Yes,Snail Egg/Bryozoan,No,,
152,SL18-UCONN-152,4,19,15,12,0.2,3,2.4,No,Yes,No,Grazing,No,,
152,SL18-UCONN-152,-,44,16,13.5,0.1,2,1.9,No,No,No,,No,,
152,SL18-UCONN-152,-,57,15,12,0.1,3.5,2.4,No,No,No,,No,,
152,SL18-UCONN-152,-,57,16,13,0.2,10.5,4.4,No,No,No,,No,,
152,SL18-UCONN-152,-,60,16,12.5,0.1,3.5,2.1,No,No,No,,No,,
152,SL18-UCONN-152,-,64,18,13,0.2,6.5,3.4,No,No,No,,No,,
152,SL18-UCONN-152,-,65,18,11,0.2,10.5,4.2,No,No,No,,No,,
152,SL18-UCONN-152,1,77,19.5,14,0.2,8,4.2,No,No,No,,No,,
152,SL18-UCONN-152,-,84,22,15,0.2,4,3,No,Yes,No,,No,,
152,SL18-UCONN-152,3,87,22,12,0.6,8,3.9,No,No,Yes,Snail Egg,No,,DNA
152,SL18-UCONN-152,2,90,22,13.8,0.3,10.5,4.6,No,No,No,Crinkle,No,,
152,SL18-UCONN-152,3,101,21.5,11,0.3,8.5,3.7,No,No,No,,No,,
153,SL18-UCONN-153,4,7,1.4,NA,0.1,0.7,0.6,No,No,No,Grazing,No,,
153,SL18-UCONN-153,1,16,5.5,3.2,0.3,0.8,1,No,No,No,Grazing/Splitting Meristem,No,,DNA
153,SL18-UCONN-153,4,23,3.8,3.8,0.3,2.5,1.3,No,No,No,Grazing,No,,
153,SL18-UCONN-153,2,29,10.2,8,0.3,1.7,2.4,No,No,No,Grazing,No,,
153,SL18-UCONN-153,4,31,4.9,4.9,0.4,2.6,1.5,No,No,No,Grazing,No,,
153,SL18-UCONN-153,-,37,6,6,0.4,3,2,No,No,No,,No,,
153,SL18-UCONN-153,-,41,6.7,6.6,0.4,4.2,2.1,No,No,No,Grazing,No,,
153,SL18-UCONN-153,4,45,7.6,7.3,0.5,4.1,2.6,No,No,No,,No,,
153,SL18-UCONN-153,5,48.5,7.7,7.7,0.3,3.2,2.2,No,No,No,,No,,
153,SL18-UCONN-153,5,63.5,11.6,10.9,0.5,3,2.4,No,Yes,No,Bryozoan,No,,
153,SL18-UCONN-153,-,80,11,8.8,0.5,8.5,3.4,No,No,No,Grazing,No,,
153,SL18-UCONN-153,5,92,11.5,8.9,0.7,4,2.6,No,Yes,No,,No,,
153,SL18-UCONN-153,3,117,16.1,12.2,0.2,5.5,3.1,No,No,No,Crinkle,No,,
153,SL18-UCONN-153,-,138,15.8,7.7,0.9,6.1,3.5,No,Yes,No,Crinkle,No,,
153,SL18-UCONN-153,2,139,13.7,9,0.7,4.9,3.3,No,No,No,Grazing,No,,
154,SL18-UCONN-154,2,22.6,2.7,2.7,0.3,1.24,0.8,No,No,No,,,,
154,SL18-UCONN-154,-,26.9,9.1,4.9,0.35,2,1.55,No,No,No,,,,
154,SL18-UCONN-154,-,31.3,3.3,3.1,0.3,2,0.8,No,No,No,,,,
154,SL18-UCONN-154,4,39.1,12.3,12.3,0.5,1.9,1.8,No,No,No,,,,
154,SL18-UCONN-154,-,75.6,7.6,5,0.39,3,1.15,No,No,No,,,,
154,SL18-UCONN-154,1,78.1,6.2,5.6,0.5,2.5,1.5,No,No,Yes,,,,
154,SL18-UCONN-154,-,87,8.3,6.1,0.5,3.8,1.6,No,No,No,,,,
154,SL18-UCONN-154,-,88,5.1,4,0.33,2,1.54,No,No,No,,,,
154,SL18-UCONN-154,-,88.7,7.3,4.1,0.23,2.6,1.52,No,No,No,,,,
154,SL18-UCONN-154,-,103.2,9.3,7.5,0.17,3,1.48,No,No,No,,,,
154,SL18-UCONN-154,-,112,9.2,6.6,0.42,2.5,1.66,No,No,No,,,,
154,SL18-UCONN-154,1,115.5,8.1,5,0.5,3.1,2.2,No,No,No,,,,
154,SL18-UCONN-154,1,116.6,9.3,6,0.5,2.8,2.2,No,No,Yes,Horse's Mane,,,
154,SL18-UCONN-154,3,184.5,12,4.6,0.7,3.5,2.8,No,No,Yes,,,,DNA
154,SL18-UCONN-154,3,184.9,9.8,5.3,1,3.6,2.6,No,No,Yes,,,,
155,SL18-UCONN-155,2,5,1.3,-,0.2,1.2,0.7,No,No,No,Grazing,,,
155,SL18-UCONN-155,3,11.5,2.3,0.7,0.3,1.6,1,No,No,No,Grazing,,,
155,SL18-UCONN-155,1,11.5,1.8,1.4,0.2,1.6,1.1,No,No,No,Grazing,,,
155,SL18-UCONN-155,3,18,3.8,3.3,0.4,8.5,2,No,No,No,Grazing,,,
155,SL18-UCONN-155,2,19,3.4,2.7,0.3,2.5,1.7,No,No,No,Grazing,,,
155,SL18-UCONN-155,1,20,3.3,3.2,0.3,3,1.8,No,No,No,,,,
155,SL18-UCONN-155,1,22.5,3,3,0.3,3.2,2,No,No,No,Bryozoan/Grazing,,,
155,SL18-UCONN-155,1,23.4,3.5,3.5,0.4,2.6,1.6,No,No,No,Bryozoan/Grazing,,,
155,SL18-UCONN-155,2,28.6,4.4,4.2,0.4,3.6,2.1,No,No,No,,,,
