Plot #,Plot ID,Sub Plot,Blade Length (cm),Blade Max Width (cm) ,Blade Width @ 10cm (cm),Blade thickness (mm),Stipe Length (cm),Stipe diamter (mm),Stipe Hollow (Y/N),Bullations (Y/N),Fouling ,Crinkle,Sorrus Tissue (Y/N),Sorus Area (cm^2),Other Comments
155,SL18-UCONN-155,2,35.5,5.2,5.2,0.5,4.5,2.3,No,No,No,Grazing,,,
155,SL18-UCONN-155,-,46.5,6,6,0.4,4.4,2.5,No,No,No,Splitting Meristem,,,
155,SL18-UCONN-155,3,47,7,6.9,0.5,8.4,3.2,No,No,No,,,,
155,SL18-UCONN-155,3,89,14.5,8.6,0.5,17,4.5,Yes,No,No,Grazing/Splitting Meristem,,,
155,SL18-UCONN-155,-,98,17.6,11.2,0.3,14.2,3.8,No,No,No,Crinkle,,,
155,SL18-UCONN-155,3,100.5,14.9,8.2,0.2,15.4,4.1,No,No,No,,,,DNA
156,SL18-UCONN-156,5,7.6,2.2,-,0.3,0.6,0.5,No,No,Yes,Bryozoan,,,
156,SL18-UCONN-156,-,12,3.3,2.6,0.3,1,1,No,No,No,Grazing,,,
156,SL18-UCONN-156,1,31,4.9,4.9,0.3,1.5,1.3,No,No,No,,,,
156,SL18-UCONN-156,1,49.5,7.4,5.2,0.4,2.1,1.5,No,No,No,Grazing,,,
156,SL18-UCONN-156,4,56,8.2,6.1,0.4,1.6,1.5,No,No,No,,,,
156,SL18-UCONN-156,2,67,10.4,10.4,0.5,2.8,1.9,No,No,No,,,,DNA
156,SL18-UCONN-156,2,71,10.3,8.7,0.4,3,2,No,No,No,,,,
156,SL18-UCONN-156,1,72.5,8.9,6,0.6,2,1.4,No,No,No,,,,
156,SL18-UCONN-156,3,74,11.1,8.8,0.4,2,1.8,No,No,No,,,,
156,SL18-UCONN-156,1,75,8.7,6.3,0.6,2.6,2,No,No,No,Grazing,,,
156,SL18-UCONN-156,-,78,10.3,5.8,0.5,2,1.8,No,No,No,Grazing,,,
156,SL18-UCONN-156,3,79.5,10.8,7.3,0.4,1.5,1.5,No,No,No,Snail,,,
156,SL18-UCONN-156,-,84,10.8,7.9,0.6,1.6,1.2,No,No,No,,,,
156,SL18-UCONN-156,5,85,9,6.2,0.5,2.6,1.7,No,No,No,,,,
156,SL18-UCONN-156,-,90.5,9.3,6.1,0.6,2,1.9,No,No,No,Grazing,,,
157,SL18-UCONN-157,1,15,3.5,3,0.3,5,2.5,No,No,,Snail Egg/Grazing,,,
157,SL18-UCONN-157,3,24,3.5,3,0.4,4.5,2.5,No,No,No,Grazing,,,
157,SL18-UCONN-157,4,31,5.5,5.5,0.5,11,3.4,No,No,No,,,,
157,SL18-UCONN-157,4,32,4.2,3.5,0.5,8.5,3,No,No,No,Grazing,,,
157,SL18-UCONN-157,1,32,4,4,0.5,16,3.1,No,No,,Snail Egg/Grazing,,,
157,SL18-UCONN-157,1,39,5.5,5.5,0.5,16,3.8,No,No,,,,,
157,SL18-UCONN-157,5,45,7.5,7,0.5,12,3.7,No,No,Yes,Splitting Meristem/Bryozoan,,,
157,SL18-UCONN-157,2,51,6.5,6.5,0.4,16,3.4,No,No,,,,,
157,SL18-UCONN-157,,58,9,9,0.4,24.8,4.6,No,Yes,No,,,,
157,SL18-UCONN-157,3,75,11.8,10.5,0.4,25.3,4.2,Yes,Yes,No,,,,
157,SL18-UCONN-157,5,82,11.5,10,0.5,33,5.2,Yes,Yes,No,,,,
157,SL18-UCONN-157,,88,7.5,7.5,0.2,30,5.5,Yes,Yes,No,,,,
157,SL18-UCONN-157,1,104,9.5,9,0.4,35,4.7,Yes,No,,Splitting Meristem,,,
157,SL18-UCONN-157,,119,14.5,12,0.4,38.5,5.4,Yes,Yes,No,,,,
157,SL18-UCONN-157,,168,10.8,10.8,0.3,40.3,7.8,Yes,Yes,No,,Yes,99,DNA
158,SL18-UCONN-158,5,25.5,2,2,0.2,3,1.2,No,No,No,Grazing,No,,
158,SL18-UCONN-158,1,29.5,2.88,2.8,0.32,3,1.93,No,No,No,,No,,
158,SL18-UCONN-158,3,44.3,3.4,2.6,0.4,2.4,1.8,No,No,No,Grazing,No,,
158,SL18-UCONN-158,1,46.8,3.8,3.8,0.45,3.5,1.87,No,No,No,,No,,
158,SL18-UCONN-158,2,50,3.5,3.5,0.39,4.5,2.12,No,No,No,,No,,
158,SL18-UCONN-158,3,62.9,4,4,0.5,4,2.3,No,No,Yes,Grazing,No,,hole punch=42.6
158,SL18-UCONN-158,RANDOM,80,4.6,4,0.58,5.4,2.46,No,No,No,,No,,
158,SL18-UCONN-158,3,83.8,4.5,3.9,0.6,4.3,1.3,No,No,Yes,,No,,
158,SL18-UCONN-158,5,100.5,5.9,4.1,0.6,5.4,2.2,No,No,No,Grazing,No,,
158,SL18-UCONN-158,4,119.6,4.5,4,0.72,3.2,2.27,No,No,No,,No,,
158,SL18-UCONN-158,2,134.2,6,3.5,0.65,6.5,2.61,No,No,No,Grazing,No,,
158,SL18-UCONN-158,4,172,6.6,3.5,0.78,6,2.69,No,No,No,,No,,
158,SL18-UCONN-158,5,176.6,7.4,3.9,0.8,3.4,2.5,No,No,No,,No,,
158,SL18-UCONN-158,4,189,6.6,3.6,0.81,5,2.64,No,No,No,,No,,
158,SL18-UCONN-158,4,199.6,6.6,3.2,0.84,6,3.35,No,No,No,,No,,hole punch = 183
159,SL18-UCONN-159,1,46,11.5,7.5,0.1,1,1.8,No,No,No,,,,
159,SL18-UCONN-159,2,48,12.4,11,0.2,1.5,2,No,Yes,No,,,,
159,SL18-UCONN-159,3,49,9.5,8.5,0.2,1.5,1.7,No,No,No,,,,
159,SL18-UCONN-159,3,55,10.5,9.8,0.2,1.8,2,No,No,No,,,,
159,SL18-UCONN-159,1,66,13,10,0.2,1.8,2.2,No,No,No,,,,
159,SL18-UCONN-159,1,70,13,12,0.1,1.5,2,No,No,No,,,,
159,SL18-UCONN-159,3,74,13.2,10.5,0.2,1,2.3,No,No,No,,,,
159,SL18-UCONN-159,2,75,15,9.6,0.2,1.5,2.1,No,No,No,Snail Egg Casing,,,
159,SL18-UCONN-159,5,78,14.6,8.5,0.2,1.5,2,No,Yes,No,Grazing,,,
159,SL18-UCONN-159,2,78,15,11.5,0.2,1.8,2.3,No,No,No,Snail Egg Casing,,,
159,SL18-UCONN-159,2,79,13,6,0.4,1.4,2.1,No,No,No,,,,
159,SL18-UCONN-159,4,86,14.3,7,0.2,1.5,2.1,No,Yes,No,,,,
159,SL18-UCONN-159,2,90,15,11,0.2,2,2.5,No,No,No,,,,
159,SL18-UCONN-159,3,98,17,9.5,0.2,1.8,2.5,No,No,No,,,,
159,SL18-UCONN-159,1,102,18,9.5,0.2,1,2.4,No,Yes,No,,,,DNA
160,SL18-UCONN-160,-,5,2.5,N/A,0.5,3,2.6,No,No,No,,No,,
160,SL18-UCONN-160,-,8,3,N/A,0.2,1.3,1.2,No,No,No,,No,,
160,SL18-UCONN-160,-,15,4,3.5,0.2,1.3,1.2,No,No,No,,No,,
160,SL18-UCONN-160,-,21,7,7,0.4,4,2.6,No,No,No,,No,,
160,SL18-UCONN-160,-,21.5,2,1,0.4,3.9,1.2,No,No,No,,No,,
160,SL18-UCONN-160,-,21.5,11,7.8,0.3,6,4.5,No,No,No,,No,,
160,SL18-UCONN-160,-,23,7,5,0.4,3,2.3,No,No,No,,No,,
160,SL18-UCONN-160,2,24,8,7.5,0.2,2,1.8,No,No,No,,No,,
160,SL18-UCONN-160,-,25,6,6.5,0.5,2,2.8,No,No,No,,No,,
160,SL18-UCONN-160,-,27,6.5,6.5,0.3,1,1.3,No,No,No,,No,,
160,SL18-UCONN-160,-,28,12,11.5,0.4,5.5,3.4,No,Yes,No,,No,,
160,SL18-UCONN-160,-,32,7.5,7,0.3,3.5,1.8,No,Yes,No,,No,,
160,SL18-UCONN-160,-,36,6,5,0.2,3.5,1.7,No,No,No,,No,,
160,SL18-UCONN-160,-,40,9,8.5,0.4,6,2.9,No,No,No,,No,,
160,SL18-UCONN-160,3,41,10,10.5,0.2,4,3,No,No,No,,No,,
160,SL18-UCONN-160,1,44,9,9,0.5,5,2.6,No,No,No,,No,,
160,SL18-UCONN-160,-,44.5,7.5,7,0.4,5,2.5,No,No,No,,No,,
160,SL18-UCONN-160,-,50,7.5,7.5,0.2,6,3.1,No,No,No,,No,,
160,SL18-UCONN-160,-,67.5,14,10,0.6,6.3,3.7,No,Yes,Yes,,No,,
160,SL18-UCONN-160,-,68,12,6.5,0.4,3,2.2,No,No,No,,No,,
160,SL18-UCONN-160,-,69,11.5,9,0.5,7,3.8,No,No,No,,No,,
160,SL18-UCONN-160,-,72,12,8,0.5,7,3.7,No,No,No,,No,,
160,SL18-UCONN-160,4,75,10.5,8.3,0.3,14.5,4.4,No,No,No,,No,,
160,SL18-UCONN-160,-,77,11,3,0.4,6,3.1,No,Yes,No,,No,,
160,SL18-UCONN-160,5,79,15,10,0.3,4,2.6,No,Yes,No,,No,,
160,SL18-UCONN-160,-,80.5,12,9,0.5,11.5,4,No,No,No,,No,,
160,SL18-UCONN-160,-,84,13.5,10,0.3,11.5,4.2,No,No,No,,No,,
160,SL18-UCONN-160,-,91,14.5,8,0.6,8,4.1,No,Yes,No,,No,,
160,SL18-UCONN-160,-,103.5,15,10,0.5,5,3.1,No,Yes,No,,No,,
160,SL18-UCONN-160,-,121,14.8,7,0.6,10,4.4,No,No,Yes,,No,,
161,SL18-UCONN-161,1,43.5,8.8,7.1,0.3,1.7,1.5,No,No,No,Grazing,,,
162,SL18-UCONN-162,-,28,10.5,9.3,0.2,4.5,2.8,No,No,No,,No,,
162,SL18-UCONN-162,-,50,12.5,12,0.3,4.5,2.9,No,No,No,,No,,
162,SL18-UCONN-162,4,50.5,8.5,8.8,0.4,7,2.8,No,No,Yes,,No,,
162,SL18-UCONN-162,3,65,17,16,0.2,5.5,2.7,No,No,No,,No,,
162,SL18-UCONN-162,4,72,15,11.5,0.3,13.5,3.5,No,No,No,,No,,
162,SL18-UCONN-162,-,73,14,11.3,0.2,8.5,3.9,No,No,No,Spliting Maristem,No,,
162,SL18-UCONN-162,5,84.5,24,18,0.3,8.5,3.4,No,No,Yes,Horse's Mane/Crinkle,No,,
162,SL18-UCONN-162,1,85,20.5,14,0.3,8.5,4.5,No,Yes,Yes,,No,,
162,SL18-UCONN-162,2,92,19,14.5,0.4,13.5,4.9,No,No,No,,No,,
162,SL18-UCONN-162,1,99,20.5,15,0.3,7,3.7,No,Yes,No,,No,,
162,SL18-UCONN-162,-,103,28.5,12.5,0.4,9,4.1,No,Yes,No,DNA/Crinkle,No,,
162,SL18-UCONN-162,2,104.5,2.5,14.5,0.3,13,4.9,Yes,No,No,Spliting Maristem,No,,
162,SL18-UCONN-162,2,107,21,13.5,0.4,15.5,5.1,No,No,No,,No,,
162,SL18-UCONN-162,-,119,25,15.5,0.3,11.8,4.6,No,No,Yes,Crinkle,No,,
162,SL18-UCONN-162,-,119.5,32,17.5,0.3,7,3.5,No,Yes,No,Crinkle,No,,
163,SL18-UCONN-163,4,5.3,1.9,-,0.1,0.3,0.43,No,No,No,,No,,
163,SL18-UCONN-163,-,5.6,2.1,-,0.2,0.3,2.3,No,No,No,,No,,
163,SL18-UCONN-163,-,7.8,3.2,-,0.2,0.3,2.8,No,No,No,,No,,
163,SL18-UCONN-163,4,8.6,4.3,4.3,0.13,0.6,0.75,No,No,No,,No,,
163,SL18-UCONN-163,4,12,0.8,3.3,0.11,0.5,0.64,No,No,No,,No,,
163,SL18-UCONN-163,4,12.2,4.8,2.4,0.21,0.8,0.75,No,No,No,,No,,
163,SL18-UCONN-163,3,32,4.9,4.9,0.14,1.2,0.63,No,No,No,,No,,
163,SL18-UCONN-163,-,34.8,4.5,4.5,0.3,1.2,0.79,No,No,Yes,,No,,
163,SL18-UCONN-163,5,35.1,7.8,7.5,0.4,2.3,1.2,No,No,No,,No,,
163,SL18-UCONN-163,5,35.7,8,7.5,0.4,3.4,1.5,No,No,No,,No,,
163,SL18-UCONN-163,-,38.4,4.1,4.1,0.2,1.8,1.18,No,No,No,,No,,
163,SL18-UCONN-163,5,41.1,11.5,11,0.3,2.8,2,No,No,No,,No,,
163,SL18-UCONN-163,2,72.3,17,14.8,0.17,1.8,1.13,No,No,No,Crinkle,No,,
163,SL18-UCONN-163,5,90.5,15.2,10.4,0.7,4.5,2.6,No,No,Yes,Snail Egg,No,,
163,SL18-UCONN-163,4,95.2,16.8,11.2,0.5,5.4,2.6,No,No,No,Crinkle,No,,
164,SL18-UCONN-164,-,3.5,1.5,N/A,0.3,0.5,0.4,No,No,No,,No,,
164,SL18-UCONN-164,-,4.2,2.1,N/A,0.2,0.3,0.4,No,No,No,,No,,
164,SL18-UCONN-164,-,5,1.4,N/A,0.3,0.4,0.4,No,No,No,Spliting Maristem,No,,
164,SL18-UCONN-164,3,5.5,1.3,N/A,0.3,0.6,0.4,No,No,No,,No,,
164,SL18-UCONN-164,-,8,2,N/A,0.4,0.4,0.5,No,No,No,,No,,
164,SL18-UCONN-164,2,8,2.5,N/A,0.2,0.5,0.5,No,No,No,,No,,
164,SL18-UCONN-164,-,8,2,N/A,0.2,0.5,0.6,No,No,No,,No,,
164,SL18-UCONN-164,5,15.5,2.6,2.6,0.2,1,0.6,No,No,No,,No,,
164,SL18-UCONN-164,4,26,3,3,0.2,1.1,0.7,No,No,No,,No,,
164,SL18-UCONN-164,1,116,10.9,5.8,0.6,6.6,2.4,No,No,No,,No,,DNA
165,SL18-UCONN-165,,,,,,,,,,,,,,No Kelp Growth
166,SL18-UCONN-166,1,29,9,9,0.2,5,1.69,No,No,No,Horse's Mane,No,,
166,SL18-UCONN-166,2,48.5,11.5,11.5,0.9,4.5,2.51,No,Yes,No,,No,,
166,SL18-UCONN-166,1,49,13.5,13.5,1.1,3,1.89,No,Yes,No,,No,,
166,SL18-UCONN-166,3,63,17.6,16,0.9,4.5,2.5,No,Yes,No,,No,,
167,SL18-UCONN-167,4,2,1.5,-,0.2,1,0.6,No,No,No,,,,
167,SL18-UCONN-167,4,4,1,-,0.1,0.5,0.2,No,No,No,,,,
167,SL18-UCONN-167,4,7,3,-,0.3,2.5,1,No,No,No,,,,
167,SL18-UCONN-167,4,10,2,0.2,0.2,1,0.6,No,No,No,,,,
167,SL18-UCONN-167,2,14,5,3,0.4,1.8,1.3,No,No,No,,,,
167,SL18-UCONN-167,1,15,3.5,3,0.2,1,1,No,No,No,,,,
167,SL18-UCONN-167,2,16,12,12,0.3,5,2.5,No,No,No,,,,
167,SL18-UCONN-167,3,18,6.5,5.5,0.4,1,1.3,No,No,No,,,,
167,SL18-UCONN-167,5,20,14.6,14,0.3,8.5,4.7,Yes,No,No,,,,
167,SL18-UCONN-167,1,24.5,2.5,2.5,0.3,1.3,1.2,No,No,No,,,,
167,SL18-UCONN-167,5,29.5,5,5.5,0.3,5.2,2.6,No,No,No,,,,
167,SL18-UCONN-167,-,42,8.3,7,0.4,2.5,1.2,No,No,No,,,,
167,SL18-UCONN-167,2,45.5,9,9,0.3,2.5,1.7,No,No,No,,,,
167,SL18-UCONN-167,-,59,10.3,10,0.3,5,2,No,No,No,Crinkle/Grazing,,,
167,SL18-UCONN-167,-,60,12,6.5,0.5,4,1.5,No,No,No,,,,
167,SL18-UCONN-167,2,61,5,5,0.4,2.5,2,No,No,No,,,,
167,SL18-UCONN-167,5,63,16,11,0.2,5.3,3.3,Yes,No,No,,,,
167,SL18-UCONN-167,-,64,7.8,6.5,0.2,10.5,2.6,No,No,No,,,,
167,SL18-UCONN-167,3,73,14.5,10,0.4,5,2.8,No,No,No,,,,
167,SL18-UCONN-167,-,74,4.3,4,0.5,8.5,2.5,No,No,No,,,,
167,SL18-UCONN-167,-,77,14,9,0.3,5.5,2.3,No,No,No,,,,
167,SL18-UCONN-167,2,82,6,4.5,0.3,3.5,1.9,No,No,No,,,,
167,SL18-UCONN-167,5,97,23.5,15,0.2,3.5,3,Yes,No,No,Crinkle,,,DNA
167,SL18-UCONN-167,-,102,8,4,0.6,6,3,No,No,No,,,,
167,SL18-UCONN-167,3,106,8,5.5,0.5,4.5,2.5,No,No,Yes,,,,
167,SL18-UCONN-167,1,136.5,7,4.5,0.5,3.5,2.2,No,No,No,,,,
168,SL18-UCONN-168,3,2.5,1.5,N/A,0.2,4,0.9,No,No,No,,,,
168,SL18-UCONN-168,3,3,1.5,N/A,0.1,N/A,N/A,,No,No,No Stipe,,,
168,SL18-UCONN-168,1,3.5,4.5,N/A,0.4,7.5,2.5,No,No,No,,,,
168,SL18-UCONN-168,4,5,5.5,N/A,0.3,6,2.1,No,No,No,Spliting Maristem,,,
168,SL18-UCONN-168,2,7,3.2,N/A,0.4,N/A,N/A,,No,No,No Stipe,,,
168,SL18-UCONN-168,2,8.2,2,N/A,0.4,0.3,0.5,No,No,No,,,,
168,SL18-UCONN-168,3,9,1.5,N/A,0.2,0.3,0.8,No,No,No,,,,
168,SL18-UCONN-168,1,15,5.5,4,0.2,1.7,1.2,No,No,No,,,,
168,SL18-UCONN-168,4,17.5,4,1,0.2,N/A,N/A,,No,No,No Stipe,,,
168,SL18-UCONN-168,2,18.4,2.3,2,0.3,1.5,0.8,No,No,No,,,,
168,SL18-UCONN-168,4,64,16.5,12.5,0.4,13,4.3,Yes,No,No,,,,
169,SL18-UCONN-169,5,5.5,0.8,N/A,0.1,0.8,0.4,No,No,No,,No,,
169,SL18-UCONN-169,-,15.2,3,3,0.3,2,1.2,No,No,No,,,,
169,SL18-UCONN-169,-,16,6,4,0.4,3.6,1.3,No,No,No,,,,
169,SL18-UCONN-169,2,18,3.5,3,0.4,3,1.5,No,No,No,,No,,
169,SL18-UCONN-169,-,19,3.4,3.3,0.4,0.8,0.6,No,No,No,,,,
169,SL18-UCONN-169,3,22,4,3.5,0.4,1.5,1.1,No,No,No,,No,,
169,SL18-UCONN-169,-,23.3,3.7,3.6,0.3,2.5,1.1,No,,,,,,
169,SL18-UCONN-169,-,30.2,3.7,3,0.6,3,1.1,No,No,Yes,,,,
169,SL18-UCONN-169,-,30.4,5,5,0.3,2.6,1.6,No,No,No,,,,
169,SL18-UCONN-169,-,31,7,7,0.3,2.7,0.7,No,No,No,,,,
169,SL18-UCONN-169,-,34.3,5.8,5.5,0.2,1.2,1,No,No,No,,,,
169,SL18-UCONN-169,3,35,5,3.5,0.3,2,1.3,No,No,No,,No,,
169,SL18-UCONN-169,3,39,10.5,9,0.6,5,2.4,No,No,No,,No,,
169,SL18-UCONN-169,2,47.5,8.5,7,0.4,5.5,2.9,No,No,Yes,,No,,
169,SL18-UCONN-169,3,48,10,9,0.5,2.5,1.9,No,No,No,,No,,
169,SL18-UCONN-169,4,48,7.5,6,0.5,3.5,2.1,No,No,No,,No,,
169,SL18-UCONN-169,5,49,6,7,0.3,3.5,2.1,No,No,Yes,Spliting Maristem,No,,
169,SL18-UCONN-169,-,49,7.7,7.4,0.3,5.2,2.4,No,No,No,Spliting Maristem,,,
169,SL18-UCONN-169,-,51,10,6.6,0.4,4.4,2.2,No,No,No,,,,
169,SL18-UCONN-169,-,51.1,8.2,7.7,0.4,3,1.7,No,,,,,,
169,SL18-UCONN-169,-,53,10.5,8.2,0.4,2.5,1.8,No,No,No,,,,
169,SL18-UCONN-169,-,53,11.6,7.3,0.6,5.2,2.6,No,No,No,,,,
169,SL18-UCONN-169,-,55,4.8,4,0.6,4.5,2,No,No,Yes,,,,
169,SL18-UCONN-169,4,55,8,5.5,0.3,7.5,2.8,No,No,No,,No,,
169,SL18-UCONN-169,-,62.5,13.5,11.2,0.2,4,2.1,No,Yes,No,Crinkle,,,
169,SL18-UCONN-169,-,62.5,11,9,0.2,4.5,2,No,Yes,No,,,,
169,SL18-UCONN-169,-,66,15,13,0.4,4,2.2,No,Yes,No,Crinkle,,,
169,SL18-UCONN-169,3,68,11,10,0.5,3.5,2.4,No,No,Yes,,No,,
169,SL18-UCONN-169,1,68.5,12.5,7,0.6,5.5,2.5,No,No,Yes,,No,,
169,SL18-UCONN-169,4,71.5,9,6.5,0.4,8,2.7,No,No,No,,No,,
170,SL18-UCONN-170,1,4.5,2,-,0.6,3.5,2.2,No,No,No,,,,
170,SL18-UCONN-170,2,6.5,2.5,-,0.1,1.1,0.9,No,No,No,,,,
170,SL18-UCONN-170,3,8.5,3,-,0.2,1,1,No,No,No,,,,
170,SL18-UCONN-170,2,10,6,3,0.23,3,2.1,No,No,No,,,,
170,SL18-UCONN-170,2,23,4,3.2,0.1,3,1.1,No,No,No,,,,
170,SL18-UCONN-170,3,24,4.2,3.4,0.1,2.4,1.5,No,No,No,,,,
170,SL18-UCONN-170,4,39,6.4,6,0.2,8.5,2.1,No,No,No,,,,
170,SL18-UCONN-170,-,53,10.8,9.5,0.2,7.3,2.7,No,Yes,No,,,,
170,SL18-UCONN-170,2,56,11,9,0.2,4,2.8,No,Yes,No,,,,
170,SL18-UCONN-170,3,56,9.8,9.8,0.1,6.5,2,No,Yes,No,,,,
170,SL18-UCONN-170,5,58,10.3,10,0.1,6.5,2.6,No,No,No,,,,
170,SL18-UCONN-170,4,59,11.8,10.5,0.2,5,3,No,No,No,,,,
170,SL18-UCONN-170,2,69,12.8,12,0.2,6.5,3,No,Yes,Yes,,,,
170,SL18-UCONN-170,5,70,18,12,0.1,7.5,3.3,No,Yes,No,,,,
170,SL18-UCONN-170,-,73,13,11.5,0.5,7,2.6,No,Yes,No,,,,
171,SL18-UCONN-171,-,4.5,2.5,-,0.4,2.5,1,No,No,No,,No,,
171,SL18-UCONN-171,-,7.5,7,-,0.5,6.5,2.4,No,No,No,,No,,
171,SL18-UCONN-171,-,9,1.5,-,0.2,1.6,0.5,No,No,No,weight=.52g,No,,
171,SL18-UCONN-171,-,10.5,2.5,1,0.1,1.6,0.6,No,No,No,weight=.41g,No,,
171,SL18-UCONN-171,-,12.5,2.8,0.7,0.2,1.4,0.8,No,No,No,weight=.37g,No,,
171,SL18-UCONN-171,-,17,3.5,2,0.3,3.5,0.12,No,No,No,,No,,
171,SL18-UCONN-171,-,22,5,4,0.5,3,1.5,No,No,No,weight=1.23g,No,,
171,SL18-UCONN-171,-,54,12,11,0.2,5,0.24,No,Yes,No,weight=9.64g,No,,
171,SL18-UCONN-171,-,84,10,6.5,0.5,8.5,3.2,No,No,No,,No,,
171,SL18-UCONN-171,-,97,9.5,5,0.4,12,3.6,No,No,No,,No,,
172,SL18-UCONN-172,3,9.2,2,-,0.2,1.4,0.7,No,No,No,Grazing,,,
172,SL18-UCONN-172,1,12.2,2.9,2.9,0.2,2.1,1,No,No,No,Grazing,,,
172,SL18-UCONN-172,2,12.6,2.6,1.1,0.2,0.7,0.5,No,No,No,Grazing,,,
172,SL18-UCONN-172,1,14.5,4.9,4.1,0.3,3.2,1.7,No,No,No,Spliting Maristem/Grazing/Snail,,,
172,SL18-UCONN-172,2,23,4,3,0.2,1.5,1,No,No,No,Grazing,,,
172,SL18-UCONN-172,2,25,3.4,3.2,0.2,2.2,1.5,No,No,No,Grazing,,,
172,SL18-UCONN-172,4,34,7.3,7.2,0.4,4.2,2.3,No,No,No,Grazing,,,
172,SL18-UCONN-172,2,47.5,11.1,10.4,0.2,5.4,2.7,No,No,No,Splitting Meristem,,,
172,SL18-UCONN-172,1,49,8.8,8.6,0.4,6.4,3.1,No,No,No,Snail,,,
172,SL18-UCONN-172,4,53,8.6,8.4,0.3,7.3,2.8,No,No,No,Snail,,,
172,SL18-UCONN-172,2,55,9.5,7.9,0.4,4.3,2.3,No,No,Yes,Grazing/Snail,,,
172,SL18-UCONN-172,1,61,12.4,10.5,0.3,7.1,3.1,No,No,No,Grazing/Splitting Maristem/Snail,,,
172,SL18-UCONN-172,-,64.5,9.6,7.3,0.3,6.5,2.7,No,No,No,Grazing/Crinkle,,,
172,SL18-UCONN-172,5,70,11.5,10.7,0.2,7.6,3.2,No,Yes,No,Spliting Maristem/Bryozoan,,,DNA
172,SL18-UCONN-172,-,73,10.7,7,0.6,0.19,0.41,Yes,No,No,Grazing,,,
173,SL18-UCONN-173,5,19.6,3.5,3,0.3,2.2,1.1,No,No,No,,,,
173,SL18-UCONN-173,5,25,7.5,6.5,0.4,2.3,1.2,No,No,No,,,,
173,SL18-UCONN-173,1,37.4,6.2,6.7,0.3,2.7,1.6,No,No,No,,,,
173,SL18-UCONN-173,4,39.3,7.4,6.5,0.3,3.1,1.9,No,No,No,,,,
173,SL18-UCONN-173,4,42.2,6.5,5.3,0.3,3.7,1.7,No,No,No,,,,
173,SL18-UCONN-173,5,49,9.5,9.1,0.5,3.2,2.2,No,No,No,,,,
173,SL18-UCONN-173,2,63,13.2,10.9,0.4,5.5,2.8,No,No,No,,,,
173,SL18-UCONN-173,4,93.3,15.2,11.3,0.4,7.7,3.4,No,No,No,Crinkle/Grazing,,,
173,SL18-UCONN-173,3,101.4,21,15.2,0.6,9.2,3.9,No,No,No,Crinkle,,,DNA
174,SL18-UCONN-174,4,47,6,5,0.2,2.5,1.5,No,Yes,No,,No,,
174,SL18-UCONN-174,-,62,31,26.5,0.4,6.3,4.4,Yes,No,No,Grazing,No,,
174,SL18-UCONN-174,-,62.5,15,12,0.3,2,1.5,No,No,No,Grazing/Horse's Mane,No,,
174,SL18-UCONN-174,-,66,8,6.5,0.4,3.8,2.3,No,Yes,No,,No,,
174,SL18-UCONN-174,-,69.5,6.8,5.5,0.5,5.5,2.8,No,No,No,,No,,
174,SL18-UCONN-174,-,72,7,5.8,0.3,5.5,3.1,No,No,No,,No,,
174,SL18-UCONN-174,-,74,8,6.5,0.4,4.5,2.4,No,No,No,,No,,
174,SL18-UCONN-174,2,75,7,5,0.3,3,2,No,Yes,No,,No,,
174,SL18-UCONN-174,5,81,8,7,0.6,4,2.4,No,No,No,,No,,
174,SL18-UCONN-174,1,92,6.5,4,0.3,4.5,2.7,No,Yes,No,,No,,DNA
174,SL18-UCONN-174,3,92,9.5,6,0.7,6,3.2,No,No,No,Grazing,No,,
174,SL18-UCONN-174,-,101,9,5.8,0.7,5,3.3,No,No,No,,No,,
174,SL18-UCONN-174,-,101,7.5,5,0.8,5.5,3,No,No,No,,No,,
174,SL18-UCONN-174,-,107.5,9.5,7,0.7,7.5,3.5,No,No,No,Grazing,No,,
174,SL18-UCONN-174,-,111,7.5,5.3,0.4,6,3.1,No,No,No,,No,,
175,SL18-UCONN-175,4,6,1.3,-,0.2,0.5,0.6,No,No,,Grazing/Splitting Meristem,No,,
175,SL18-UCONN-175,4,8,4.8,-,0.2,1,0.8,No,No,,Grazing/Splitting Meristem,No,,
175,SL18-UCONN-175,5,19,1.3,1.3,0.2,2,1,No,No,,Grazing/Splitting Meristem,No,,
175,SL18-UCONN-175,2,25,3,2,0.2,28,1.9,No,No,,Grazing/Splitting Meristem,No,,
175,SL18-UCONN-175,3,40,4,4.5,0.2,4,1.7,No,No,,Grazing,No,,
175,SL18-UCONN-175,-,40,4,4,0.4,4,2.1,No,No,,Snail Egg/Grazing,No,,
175,SL18-UCONN-175,3,49,4.5,3.5,0.2,4,1.9,No,No,,Grazing,No,,
175,SL18-UCONN-175,2,51,3.5,4,0.2,5.5,2.2,No,No,,Grazing,No,,
175,SL18-UCONN-175,5,60,5,4.8,0.3,6.5,2.5,No,No,No,,No,,
175,SL18-UCONN-175,-,97,4.5,1.8,0.3,11.5,3.2,No,No,,Grazing,No,,
175,SL18-UCONN-175,-,101,5,3,0.6,12,3.4,No,No,,Grazing,No,,
175,SL18-UCONN-175,-,106,5,4,0.6,10,3.4,No,No,,Spliting Maristem,No,,
175,SL18-UCONN-175,-,110,8,5,0.6,5,3.1,No,No,,Grazing,No,,
175,SL18-UCONN-175,1,152,7.5,4,0.5,10,3.1,No,No,No,,No,,DNA
