"","wetWgtPerM","percDryWgt","dryWgtPerM","densityBlades","bladeLength","bladeMaxWidth","bladeThickness","stipeLength","stipeDiameter"
"corMean",0.240378717428011,0.0295925429399892,0.21500835339038,-0.0211324527447962,0.239421408540162,0.303746788255227,0.0783719816893105,0.382979129536068,0.523695437375054
"StdErr",0.000978496585090366,0.00315278242372337,0.000990876922725654,0.00197765408925862,0.00165841174318223,0.00154560686618921,0.000773645464246054,0.00163669460293775,0.00126992774908359
