"","dryWgtPerM","wetWgtPerM","percDryWgt","plotDensity"
"h2hMat",0.0880500557531245,0.134262158394312,0.165932942089117,0.0201479248410767
"Vus",0.0297524094271557,3.47966535872577,0.184553572662231,207.027569689575
"ErrVars",0.308150947619837,22.4372825016416,0.927664232546777,10068.3517223503
