"","DWpM","WWpM","PDW","BDns","BLen","BMax","BThk","SLen","SDia"
"SL18-OI-4",-0.000926852089851531,-0.261772227947127,0.057229486563471,-18.4683073596076,-13.4895537472077,2.02104598891969,-0.139014651831168,-3.04682792614606,-0.155198424838765
"SL18-OI-5",0.00406894353527894,-0.0108527493698451,0.0249796394636686,-3.92831926467381,2.38300298894266,0.0237418348886946,-0.00374097668547193,-1.16342321640271,-0.106198885183428
"SL18-OI-6",-0.021323211105425,-0.0615493892479681,-0.00847081585922364,-70.259825072143,-2.43486817020406,1.29626988852677,-0.0322273101193187,2.0789013017575,-0.117654050748211
"SL18-OI-11",-0.0112754864577165,-0.320497794579805,0.021379707638125,10.9059240488045,12.4098911373378,-1.546316753989,-0.0641192415552577,3.02084776561584,0.230014621068377
"SL18-OI-15",0.0928400231710463,1.3667417372454,-0.00585850408362059,74.8136272575638,9.36923346903767,-0.195969398590257,0.0168802860859054,0.772779486702622,0.265250725202387
"SL18-OI-16",0.0175340179584562,0.257476352757498,0.00937084846878172,35.8648488560304,1.76619502146235,-0.674697304266982,-0.0534006939771073,-1.62458152219496,-0.41980657430493
"SL18-OI-17",-0.00938126127686211,-0.115425541440409,-0.00460744659309942,-15.1568844252851,-14.3051895247913,-1.44483415717897,-0.118965629184521,-14.5026823944368,-1.51560599671695
"SL18-OI-18",0.0273731035084756,-0.106823475776436,0.0776071396250276,-53.3426071253721,21.1226823938287,4.78099875712676,-0.0201867648229238,-1.09047398256114,0.100855983456066
"SL18-LD-1",-0.0599073051867588,-1.2126553829973,0.084218744475572,-30.2312201577483,-21.5158864331587,0.446288599198216,0.0105471998081218,1.18357378618987,-0.0362570942531502
"SL18-LD-3",-0.0247299378911748,-0.411302024657137,0.053463352125856,-25.0519279533952,-7.22023633403603,-0.671178113961871,-0.0289656293174522,-2.76359400480751,-0.533049685406791
"SL18-LD-4",-0.0422463615286481,-0.623982307165532,0.0524336500640677,-26.7101986002357,-7.21009974918387,4.72035463709482,0.00440617315325488,2.21464814412154,0.581729226207196
"SL18-LD-5",-0.0389820292184857,-0.384940985187641,0.0107402317851686,-34.2116300272655,11.6502365103171,0.248137710561928,0.00295009249875653,-1.55261452104119,0.601651555993754
"SL18-LD-9",-0.0348155388322667,-0.853731529661419,0.0800482019468368,-71.5442985403676,-20.9090870995575,-3.20297757929516,0.0528731919999372,-12.5232426412437,-0.705163219514726
"SL18-LD-10",-0.0043480704111533,-0.245267922721683,0.0501230132989168,3.58081119977543,7.92583163329757,-3.05061595773259,0.2562901592662,0.0609316550858775,0.0596703212996844
"SL18-LD-13",0.0145313307602224,0.0405805512887841,0.0674606697968596,43.8700143751685,-6.0800282228946,0.665601394409205,-0.0876541020464334,-0.309152650934532,-0.276656691700762
"SL18-FW-2",0.0144500427294587,0.290321511091973,-0.0103213907961901,10.7072202035078,-2.75505502625776,-0.143147604319831,0.0129414925257701,-0.21625948181113,0.0416601626405761
"SL18-FI-1",0.0202729905139245,0.383253424706407,-0.0166827441353777,16.6428674034281,0.224245193011118,-0.0973669916830166,0.0325656699069589,-0.370963415965909,0.0106946425875323
"SL18-FI-2",0.0188052254275984,0.351731568684128,-0.0143974495642219,10.6785266382744,-0.645610337862997,-0.0501370891366928,0.032149580958696,-0.12888622994511,0.0882737649492157
"SL18-CC-1",-0.00227850712499323,-0.0112900533610637,0.00668805708064215,-0.595177301623187,1.41234981551509,0.593961208272519,-0.00311305912285938,-0.386006134262203,0.0923872115448936
