"","dryWgtPerM","wetWgtPerM","percDryWgt","plotDensity"
"h2hMat",0.258284048591417,0.263222831872563,0.27295467246964,0.273500696198839
"Vus",0.0559358309382209,3.63170324012202,2.55469649158611,3798.81166159966
"ErrVars",0.160631282839319,10.165364492514,6.80472010484624,10090.7751452941
