"","x"
"wetWgtPerM",0.669610183543279
"percDryWgt",-0.325673967500253
"dryWgtPerM",0.524471353429013
"densityBlades",-0.985726448015293
"bladeLength",0.571505664582229
"bladeMaxWidth",0.972826444591801
"bladeThickness",-0.292200251737527
"stipeLength",0.70450645914651
"stipeDiameter",0.966527103123554
