"","x"
"dryWgtPerM",0.357229318380996
"wetWgtPerM",0.429954720700663
"percDryWgt",0.0595438946491292
"plotDensity",0.266867869488677
"bladeLength",0.670229689379198
"bladeMaxWidth",0.627189416333809
"bladeThickness",0.592771325676465
"stipeLength",0.81737055507901
"stipeDiameter",0.768865148333818
