,wetWgtPerM,percDryWgt,dryWgtPerM,densityBlades,Year.x,plotNo.x,Crosses.x,bladeLength,bladeMaxWidth,bladeThickness,stipeLength,stipeDiameter,Year.y,plotNo.y,Crosses.y,Order
2020_46,-1.543095506,1.151024363,-0.165867245,-107.1870196,2020,2020_46,SL18-JS-19-FG3xSL18-LD-13-MG3,-17.13018214,3.266851217,-0.031619317,1.278237494,0.870140881,2020,2020_46,SL18-JS-19-FG3xSL18-LD-13-MG3,
2019_170,-2.073946463,3.045440872,-0.167968584,-102.0519864,2020,2019_170,SL18-OI-2-FG3xSL18-NL-9-MG1,-26.66134821,-0.64270455,-0.350298389,-6.062963676,-1.215461132,2020,2019_170,SL18-OI-2-FG3xSL18-NL-9-MG1,
2019_58,-2.363422914,3.207754327,-0.178140375,-143.1885235,2020,2019_58,SL18-NL-10-FG1xSL18-LD-2-MG1,-27.31925033,-0.242767473,-0.27527248,-6.929644734,-0.994253455,2019,2019_58,SL18-NL-10-FG1xSL18-LD-2-MG1,
2019_190,-2.256038452,0.764719606,-0.178156867,-179.3030177,2020,2019_190,SL18-SF-17-FG1xSL18-LL-9-MG1,-14.51496714,1.439122033,-0.071373,3.005463294,0.920889625,2020,2019_190,SL18-SF-17-FG1xSL18-LL-9-MG1,
2019_18,-1.962203518,0.893018226,-0.18697172,68.12433249,2020,2019_18,SL18-LD-1-FG1xSL18-OI-18-MG1,-32.70478437,0.059310811,-0.16906609,-4.205407907,-0.224196206,2020,2019_18,SL18-LD-1-FG1xSL18-OI-18-MG1,
2019_195,-2.359779187,1.494992047,-0.188312165,-91.24248535,2020,2019_195,SL18-SF-17-FG3xSL18-NL-10-MG2,-17.27792898,-1.961437397,-0.05853164,-5.167781582,-0.349774286,2020,2019_195,SL18-SF-17-FG3xSL18-NL-10-MG2,
2019_23,-2.624852332,0.813092173,-0.188567824,-77.27858431,2020,2019_23,SL18-LD-1-FG3xSL18-NL-5-MG1,-22.77980042,-1.041904375,0.026649128,-4.400208172,-0.469942089,2020,2019_23,SL18-LD-1-FG3xSL18-NL-5-MG1,
2020_85,-1.718609483,1.209356173,-0.195646921,-54.68939802,2020,2020_85,SL18-NL-5-FG1xSL18-OI-14-MG1,-32.73083026,-2.355205482,-0.025622445,-5.990414194,-0.915445101,2019,2020_85,SL18-NL-5-FG1xSL18-OI-14-MG1,
2019_77,-2.180945684,0.376567397,-0.197172892,-137.0590845,2020,2019_77,SL18-NL-2-FG3xSA18-CB-2-MG3,2.820890185,-3.471903806,0.038613851,-6.357168496,-1.420398772,2019,2019_77,SL18-NL-2-FG3xSA18-CB-2-MG3,
2020_159,-1.351008555,-0.265267799,-0.20066906,-103.1144095,2020,2020_159,SL18-CC-5-FG3xSL18-JS-19-MG2,26.12130234,6.107479458,0.27690162,-4.226750879,0.201178902,2020,2020_159,SL18-CC-5-FG3xSL18-JS-19-MG2,
2020_153,-1.971212231,1.21487648,-0.201244685,-38.16443415,2020,2020_153,SL18-JS-16-FG1xSL18-LD-2-MG2,-31.16373337,7.648566308,-0.276068845,-4.297778859,-0.134380053,2020,2020_153,SL18-JS-16-FG1xSL18-LD-2-MG2,
2019_9,-2.529358006,2.730958554,-0.207374064,-185.0337066,2020,2019_9,SL18-LD-10-FG1xSL18-OI-18-MG1,0.706679824,8.018529275,-0.094125409,-7.309809873,-0.503290352,2020,2019_9,SL18-LD-10-FG1xSL18-OI-18-MG1,
2020_91,-1.807361907,-1.471597204,-0.223361212,57.31934877,2020,2020_91,SL18-NC-5-FG3xSL18-OI-2-MG2,-39.40184157,-2.694962051,-0.229419872,-6.508591599,-1.859818618,2019,2020_91,SL18-NC-5-FG3xSL18-OI-2-MG2,
2020_246,-2.001285237,0.910642327,-0.23137343,60.9867944,2020,2020_246,SL18-CC-5-FG2xSL18-NC-9-MG2,-12.22906569,10.41581246,0.253144476,-6.245763281,-0.463822121,2020,2020_246,SL18-CC-5-FG2xSL18-NC-9-MG2,
2020_101,-1.349165192,-2.68005725,-0.232006525,-81.20884993,2020,2020_101,SL18-JS-16-FG3xSL18-NC-10-MG3,14.32079542,3.623027338,-0.079711,-4.615663864,-0.445286952,2020,2020_101,SL18-JS-16-FG3xSL18-NC-10-MG3,
2020_67,-2.234435859,0.803151116,-0.237442463,-97.6540231,2020,2020_67,SL18-JS-19-FG2xSA18-CB-10-MG3,-11.8548558,-2.027936923,-0.093815201,-7.585623752,-1.764911724,2020,2020_67,SL18-JS-19-FG2xSA18-CB-10-MG3,
2019_34,-2.790609179,0.974248395,-0.240598657,-247.7189448,2020,2019_34,SL18-LD-2-FG2xSL18-NL-9-MG1,6.31766131,5.142788015,0.244350453,-4.845711039,-0.091039218,2020,2019_34,SL18-LD-2-FG2xSL18-NL-9-MG1,
2020_221,-2.264652215,3.116385216,-0.245639532,-40.4546706,2020,2020_221,SL18-NC-9-FG2xSL18-JS-11-MG3,13.69232928,3.454485958,0.108031166,-1.996625419,0.633346366,2019,2020_221,SL18-NC-9-FG2xSL18-JS-11-MG3,
2019_72,-3.219794361,0.490867441,-0.249785765,-162.7098313,2020,2019_72,SL18-NL-10-FG3xSL18-NL-3-MG2,-41.81924005,-5.536942397,-0.245261871,-9.060468626,-2.399038634,2019,2019_72,SL18-NL-10-FG3xSL18-NL-3-MG2,
2020_14,-2.084171848,-0.149555659,-0.250632582,-46.92913837,2020,2020_14,SL18-SF-17-FG2xSL18-NC-1-MG1,-16.79561581,-1.57399642,-0.034589114,0.633088869,-0.040547566,2020,2020_14,SL18-SF-17-FG2xSL18-NC-1-MG1,
2020_12,-2.359121522,0.602342166,-0.275983401,-98.38564187,2020,2020_12,SL18-CC-11-FG3xSL18-CC-3-MG1,13.89088713,5.578640952,-0.136217044,-5.556159084,-0.679239868,2020,2020_12,SL18-CC-11-FG3xSL18-CC-3-MG1,
2020_43,-2.142864107,-0.129234097,-0.285941236,NA,2020,2020_43,SL18-JS-9-FG3xSA18-CB-10-MG1,-21.85502326,1.315662806,-0.117177011,-4.903229822,-1.201609095,2020,2020_43,SL18-JS-9-FG3xSA18-CB-10-MG1,
2020_20,-2.228757431,-2.019139441,-0.287326247,-24.9048887,2020,2020_20,SL18-NC-10-FG3xSL18-NL-5-MG2,-52.31793083,-3.939497466,-0.20448173,-6.356054325,-1.271032925,2020,2020_20,SL18-NC-10-FG3xSL18-NL-5-MG2,
2020_215,-2.253392269,0.872838293,-0.294396741,-87.62745473,2020,2020_215,SL18-CC-9-FG3xSL18-JS-9-MG3,-14.39719945,0.90810075,-0.16409548,-4.591953061,-0.259919388,2020,2020_215,SL18-CC-9-FG3xSL18-JS-9-MG3,
2020_157,-2.235333092,0.231492952,-0.300366457,-82.59038763,2020,2020_157,SL18-CC-1-FG2xSL18-OI-16-MG3,-38.37454308,-1.514441563,-0.268490981,-6.749539002,-1.871649607,2020,2020_157,SL18-CC-1-FG2xSL18-OI-16-MG3,
2020_210,-2.726889608,0.5987398,-0.302763335,-76.96488257,2020,2020_210,SL18-NC-10-FG1xSL18-OI-11-MG4,27.25627372,2.629700724,0.1437917,-0.870456957,-0.555685513,2020,2020_210,SL18-NC-10-FG1xSL18-OI-11-MG4,
2020_2,-2.389349068,-1.51110037,-0.304088513,NA,2020,2020_2,SL18-SF-17-FG2xSL18-OI-4-MG3,-16.9852989,1.303885347,-0.221549143,3.172771425,0.658265482,2020,2020_2,SL18-SF-17-FG2xSL18-OI-4-MG3,
2019_56,-3.09784206,-9.65180535,-0.309061685,-36.87001993,2020,2019_56,SL18-LL-9-FG3xSL18-NL-9-MG1,-15.25152087,-0.546759083,0.133406235,-5.051720451,-0.201305492,2020,2019_56,SL18-LL-9-FG3xSL18-NL-9-MG1,
2020_235,-2.440699223,-1.39026426,-0.316095972,-32.20041547,2020,2020_235,SL18-CC-6-FG3xSL18-JS-9-MG2,-38.73518656,-5.000839957,-0.137123154,-7.465164679,-1.34237165,2020,2020_235,SL18-CC-6-FG3xSL18-JS-9-MG2,
2020_271,-2.656933764,-1.858590379,-0.319364631,-62.88317464,2020,2020_271,SL18-NC-15-FG3xSL18-CC-1-MG2,-49.48550194,-6.714923679,-0.30702404,-7.436712805,-1.572321607,2019,2020_271,SL18-NC-15-FG3xSL18-CC-1-MG2,
2020_268,-2.636551101,-2.092753439,-0.320103494,19.58866216,2020,2020_268,SL18-NC-1-FG1xSL18-NC-12-MG3,-31.08761657,-1.199782627,-0.136985117,-7.390156874,-1.409652998,2020,2020_268,SL18-NC-1-FG1xSL18-NC-12-MG3,
2020_207,-2.534586378,-3.035603179,-0.335521302,-85.08097417,2020,2020_207,SL18-CC-8-FG1xSL18-OI-7-MG1,-6.455069369,2.943840523,0.310393324,-1.4482508,0.313115922,2020,2020_207,SL18-CC-8-FG1xSL18-OI-7-MG1,
2020_263,-2.553667224,-2.825785626,-0.337988311,-19.88865189,2020,2020_263,SL18-JS-5-FG1xSA18-CB-1-MG12,-59.20443524,-2.073867281,-0.280669626,-6.255643625,-1.511361482,2020,2020_263,SL18-JS-5-FG1xSA18-CB-1-MG12,
2020_283,-2.929333077,-0.545241044,-0.364175645,NA,2020,2020_283,SL18-CC-3-FG1xSL18-JS-11-MG2,-24.34081946,-1.277315794,-0.179569609,-7.866619084,-1.44951738,2020,2020_283,SL18-CC-3-FG1xSL18-JS-11-MG2,
2020_132,-3.055241614,-1.248651327,-0.381254838,-11.25867108,2020,2020_132,SL18-OD-5-FG1xSL18-CC-8-MG2,-38.24844852,0.216307953,-0.251155661,-3.739488579,-1.180988988,2020,2020_132,SL18-OD-5-FG1xSL18-CC-8-MG2,
2020_208,-3.175820644,-1.076306545,-0.392048938,-126.1880965,2020,2020_208,SL18-JS-5-FG1xSL18-OI-14-MG1,-53.62641973,-4.447105279,-0.153604079,-7.563101018,-1.601316926,2020,2020_208,SL18-JS-5-FG1xSL18-OI-14-MG1,
2020_58,-3.625735112,0.356325553,-0.432644622,-71.52353297,2020,2020_58,SL18-CC-8-FG1xSL18-NC-8-MG2,-47.43852541,-6.679390862,-0.313028733,-9.571036323,-2.057713842,2020,2020_58,SL18-CC-8-FG1xSL18-NC-8-MG2,
2020_261,NA,NA,NA,90.22869008,2020,2020_261,SL18-NC-12-FG2xSL18-NL-5-MG2,NA,NA,NA,NA,NA,NA,NA,NA,
2021_18,17.1410464,3.965229717,2.9625308,392.9080671,2021,2021_18,SA18-CB-10-FG6xSL18-NC-2-MG1,145.9813304,-2.372934054,-0.108906326,6.296313266,-0.073909845,2021,2021_18,SA18-CB-10-FG6xSL18-NC-2-MG1,1
2021_144,12.8292494,1.377442198,1.624029025,238.2160872,2021,2021_144,SL18-SF-13-FG2xSL18-UCONN-S5-MG1,74.01540195,4.876466866,-0.167464281,76.89743669,5.783514396,2021,2021_144,SL18-SF-13-FG2xSL18-UCONN-S5-MG1,2
2021_78,11.52961201,0.877917985,1.383662597,45.88222202,2021,2021_78,SL18-CC-1-FG2xSL18-OI-11-MG2,72.81176555,4.740079835,0.115308341,10.08026834,1.261049916,2021,2021_78,SL18-CC-1-FG2xSL18-OI-11-MG2,3
2021_54,8.807257926,1.848905752,1.282404409,79.35653333,2021,2021_54,SA18-CB-10-FG6xSL18-OI-15-MG2,89.21046506,3.009342199,-0.030901616,-0.037608854,-0.457037734,2021,2021_54,SA18-CB-10-FG6xSL18-OI-15-MG2,4
2021_72,10.64083512,0.761005094,1.257313105,436.0288578,2021,2021_72,SA18-CB-4-FG6xSL18-NC-2-MG1,189.9475405,-11.62187167,0.30476558,-4.835724618,-0.347173991,2021,2021_72,SA18-CB-4-FG6xSL18-NC-2-MG1,5
2021_21,11.19427929,-0.403215556,1.07413445,156.144664,2021,2021_21,SL18-CC-12-FG2xSA18-CB-7-MG1,127.1661083,-5.981038923,0.041422094,-10.10306473,-1.728099753,2021,2021_21,SL18-CC-12-FG2xSA18-CB-7-MG1,6
2021_127,7.341380531,1.565317803,0.943977188,-75.63886125,2021,2021_127,SL18-CC-6-FG1xSL18-OD-10-MG1,-6.177411958,-10.64451626,-0.097334893,-1.009394034,-0.792321582,2021,2021_127,SL18-CC-6-FG1xSL18-OD-10-MG1,7
2021_311,9.732264255,-0.550017029,0.891539483,88.67541823,2021,2021_311,SL18-CC-3-FG3xSL18-UCONN-S157-MG2,62.35232955,7.442946429,0.252092994,10.54662656,2.679708983,2021,2021_311,SL18-CC-3-FG3xSL18-UCONN-S157-MG2,8
2021_6,9.104060628,-0.217230031,0.864514303,-48.62368454,2021,2021_6,SL18-CC-3-FG1xSL18-OI-7-MG2,62.74080096,0.492094893,0.193288048,9.486107433,0.833844395,2021,2021_6,SL18-CC-3-FG1xSL18-OI-7-MG2,9
2021_80,10.86362916,-1.427643262,0.792257745,90.95087254,2021,2021_80,SL18-CC-3-FG2xSL18-OI-11-MG3,NA,NA,NA,NA,NA,NA,NA,NA,10
2021_183,5.935165207,0.932774016,0.752238699,32.54723232,2021,2021_183,SA18-CB-4-FG6xSL18-OI-15-MG2,82.64939586,-5.551652906,0.087910343,-5.645083144,-0.760881025,2021,2021_183,SA18-CB-4-FG6xSL18-OI-15-MG2,11
2021_160,5.621885261,0.463881921,0.670287011,32.54723232,2021,2021_160,SA18-CB-10-FG6xSL18-NC-2-MG3,34.20418126,-4.207417805,-0.231865179,-4.625774575,-0.726145668,2021,2021_160,SA18-CB-10-FG6xSL18-NC-2-MG3,12
2021_105,5.40344236,0.610482292,0.657903521,122.6323799,2021,2021_105,SA18-CB-2-FG3xSL18-JS-19-MG1,149.2897417,-6.425749784,0.503086182,1.043044907,-0.245070301,2021,2021_105,SA18-CB-2-FG3xSL18-JS-19-MG1,13
2021_285,6.18188406,-0.103122251,0.635654215,66.41737481,2021,2021_285,SL18-CC-12-FG2xSL18-OI-15-MG2,19.08791813,-0.574509835,0.116463095,-11.70786293,-0.241141605,2021,2021_285,SL18-CC-12-FG2xSL18-OI-15-MG2,14
2021_28,6.383327475,-0.464629489,0.552254377,175.3416967,2021,2021_28,SL18-CC-5-FG2xSL18-NC-9-MG2,15.83408635,3.928266462,0.374090931,-2.663476952,0.18799322,2021,2021_28,SL18-CC-5-FG2xSL18-NC-9-MG2,15
2021_253,3.432898528,1.244877646,0.498876905,20.80098887,2021,2021_253,SL18-CC-6-FG2xSL18-OI-18-MG1,53.0065442,1.706961692,-0.022869718,-18.72737586,-3.026763789,2021,2021_253,SL18-CC-6-FG2xSL18-OI-18-MG1,16
2021_3,4.315788102,0.107323191,0.478020617,24.32341165,2021,2021_3,SA18-CB-7-FG1xSL18-LD-1-MG1,NA,NA,NA,NA,NA,NA,NA,NA,17
2021_265,5.975544418,-1.204107527,0.453217352,103.9469932,2021,2021_265,SL18-OI-17-FG1xSL18-NC-2-MG3,9.270688948,7.148531117,0.180006383,10.54217558,2.212349399,2021,2021_265,SL18-OI-17-FG1xSL18-NC-2-MG3,18
2021_69,4.037179605,0.415640577,0.451904483,60.15950065,2021,2021_69,SL18-UCONN-S94-FG3xSL18-OI-17-MG3,-20.70632061,-1.050744228,-0.13421198,3.204690441,1.994891346,2021,2021_69,SL18-UCONN-S94-FG3xSL18-OI-17-MG3,19
2021_26,6.267309059,-1.060706443,0.43900091,21.76543529,2021,2021_26,SL18-CC-12-FG3xSL18-JS-6-MG1,2.420763485,-1.239985972,-0.05213533,1.985584085,0.969778562,2021,2021_26,SL18-CC-12-FG3xSL18-JS-6-MG1,20
2021_38,5.574113855,-1.147347557,0.403660932,34.56345708,2021,2021_38,SL18-JS-5-FG2xSL18-CC-2-MG6,14.1237389,-0.928071145,0.118905134,-2.924526439,-0.019766236,2021,2021_38,SL18-JS-5-FG2xSL18-CC-2-MG6,21
2021_339,3.592278435,-0.400633237,0.325107507,37.15032556,2021,2021_339,SL18-UCONN-S94-FG2xSL18-OI-15-MG1,63.46112141,-4.508610787,-0.043260713,0.876681275,-0.181276744,2021,2021_339,SL18-UCONN-S94-FG2xSL18-OI-15-MG1,22
2021_63,3.167237225,-0.045389422,0.308992928,68.56616018,2021,2021_63,SL18-CC-3-FG2xSL18-OD-6-MG1,NA,NA,NA,NA,NA,NA,NA,NA,23
2021_109,3.387984137,-0.459744255,0.307060037,84.25730094,2021,2021_109,SL18-JS-5-FG1xSL18-OI-18-MG4,-15.84080085,6.45797529,-0.046360154,-7.826074246,0.263747624,2021,2021_109,SL18-JS-5-FG1xSL18-OI-18-MG4,24
2021_279,4.424380247,-1.000811725,0.303843751,148.7179186,2021,2021_279,SL18-UCONN-S57-FG2xSL18-OI-11-MG1,-11.46650107,2.10314396,0.004302227,3.361187,2.118823763,2021,2021_279,SL18-UCONN-S57-FG2xSL18-OI-11-MG1,25
2021_140,2.472584553,0.646045737,0.289657596,-82.03470774,2021,2021_140,SL18-UCONN-S142-FG1xSL18-OI-15-MG1,74.26629593,7.687964114,-0.23084835,-3.523821492,0.243338633,2021,2021_140,SL18-UCONN-S142-FG1xSL18-OI-15-MG1,26
2021_247,1.987485159,0.249869937,0.27203261,27.19683536,2021,2021_247,SL18-SF-13-FG2xSL18-UCONN-S2-MG3,-44.79852452,-1.51573956,0.072984692,26.77870468,1.975663932,2021,2021_247,SL18-SF-13-FG2xSL18-UCONN-S2-MG3,27
2021_10,2.840608802,-0.073638314,0.253601446,-74.21972811,2021,2021_10,SL18-UCONN-S142-FG3xSL18-OI-15-MG1,-40.45540391,6.752357874,-0.000121052,15.97537679,1.937770113,2021,2021_10,SL18-UCONN-S142-FG3xSL18-OI-15-MG1,28
2021_274,2.218449503,0.276309577,0.22951838,-36.76162952,2021,2021_274,SL18-CC-1-FG2xSL18-CC-7-MG2,5.3136135,-1.432216837,0.12635757,-2.159861067,0.146833154,2021,2021_274,SL18-CC-1-FG2xSL18-CC-7-MG2,29
2021_133,3.800493339,-0.584454152,0.20521833,231.3617702,2021,2021_133,SL18-UCONN-S2-FG1xSL18-NC-2-MG3,17.14978579,-3.804596932,0.148007639,9.920963039,0.847744893,2021,2021_133,SL18-UCONN-S2-FG1xSL18-NC-2-MG3,30
2021_4,0.0123027,1.494638417,0.173655316,60.15950065,2021,2021_4,SL18-UCONN-S157-FG2xSL18-OI-17-MG3,3.339744938,6.22145218,0.015263763,42.81932101,3.236125019,2021,2021_4,SL18-UCONN-S157-FG2xSL18-OI-17-MG3,31
2021_96,2.003127527,-0.362208751,0.172672874,-24.47208935,2021,2021_96,SL18-NC-15-FG2xSL18-OI-11-MG2,-10.68719098,8.944071241,-0.033161143,19.00853861,2.972461909,2021,2021_96,SL18-NC-15-FG2xSL18-OI-11-MG2,32
2021_216,2.182590418,-1.086306619,0.156745542,1.613449407,2021,2021_216,SL18-JS-16-FG1xSL18-CC-2-MG6,-39.78884316,9.055772295,0.233368849,-10.82781528,-0.590848593,2021,2021_216,SL18-JS-16-FG1xSL18-CC-2-MG6,33
2021_296,3.274447999,-0.852483465,0.154927305,30.70968898,2021,2021_296,SL18-CC-3-FG3xSL18-JS-19-MG1,10.19935928,1.431919452,0.034337951,32.6694741,2.368615832,2021,2021_296,SL18-CC-3-FG3xSL18-JS-19-MG1,34
2021_223,1.217798853,0.031835808,0.144916367,-55.94916898,2021,2021_223,SA18-CB-5-FG3xSL18-NL-5-MG1,49.78133338,-7.108548924,-0.063420588,-10.45543409,-1.237313609,2021,2021_223,SA18-CB-5-FG3xSL18-NL-5-MG1,35
2021_212,2.334240203,-1.392925404,0.133547855,-17.57409006,2021,2021_212,SL18-CC-12-FG3xSL18-OI-15-MG2,7.384084166,-2.732257049,0.209000777,-4.765431352,-0.384706651,2021,2021_212,SL18-CC-12-FG3xSL18-OI-15-MG2,36
2021_107,2.229930794,-1.061138438,0.124128972,13.90298958,2021,2021_107,SL18-CC-5-FG3xSL18-NC-2-MG1,-8.106244508,0.112982866,-0.032271786,-2.495291343,0.277624477,2021,2021_107,SL18-CC-5-FG3xSL18-NC-2-MG1,37
2021_44,1.526131488,-0.41357045,0.11048829,-67.82071722,2021,2021_44,SL18-UCONN-S142-FG2xSL18-OI-15-MG1,-47.10273424,7.02851811,-0.14130455,13.99058575,0.898121037,2021,2021_44,SL18-UCONN-S142-FG2xSL18-OI-15-MG1,38
2021_232,0.545142544,0.515442697,0.109778385,148.7179186,2021,2021_232,SL18-JS-9-FG3xSL18-JS-5-MG2,-23.12359694,-1.33799168,0.308259329,5.2040303,1.06915706,2021,2021_232,SL18-JS-9-FG3xSL18-JS-5-MG2,39
2021_272,1.111676009,-0.515194011,0.07743606,-43.15747601,2021,2021_272,SL18-CC-5-FG3xSL18-NC-2-MG3,-32.09385621,-5.275481877,-0.111294499,-3.863517599,-0.301884128,2021,2021_272,SL18-CC-5-FG3xSL18-NC-2-MG3,40
2021_119,0.911323765,-0.200104088,0.077030225,-0.185226559,2021,2021_119,SL18-CC-8-FG2xSL18-JS-5-MG3,-39.38466944,-3.133190383,-0.085833664,-9.768814093,-1.233247398,2021,2021_119,SL18-CC-8-FG2xSL18-JS-5-MG3,41
2021_317,1.980519935,-1.409927347,0.059074266,50.03159873,2021,2021_317,SL18-CC-5-FG2xSL18-JS-6-MG2,-23.91650149,2.510747025,0.210269714,-11.59242554,-0.873638823,2021,2021_317,SL18-CC-5-FG2xSL18-JS-6-MG2,42
2021_135,1.149765372,-0.652674045,0.039712045,-75.63886125,2021,2021_135,SL18-JS-19-FG3xSL18-OI-7-MG2,-4.782747889,2.366030383,0.095293722,16.83332726,1.274073811,2021,2021_135,SL18-JS-19-FG3xSL18-OI-7-MG2,43
2021_199,0.231314409,0.436467131,0.038470248,-44.57858826,2021,2021_199,SL18-CC-3-FG3xSL18-UCONN-S157-MG1,50.87459535,5.509739018,-0.038062134,5.260941508,1.145270353,2021,2021_199,SL18-CC-3-FG3xSL18-UCONN-S157-MG1,44
2021_156,0.807043556,-0.800245722,-0.005978446,-18.8699814,2021,2021_156,SL18-UCONN-S57-FG3xSL18-OI-11-MG3,5.261852086,-2.342826698,0.694978211,-6.288810089,0.841147119,2021,2021_156,SL18-UCONN-S57-FG3xSL18-OI-11-MG3,45
2021_240,-0.26844175,-0.488925038,-0.062307019,-11.17824357,2021,2021_240,SL18-CC-6-FG3xSL18-OI-18-MG1,66.93900598,-0.32460885,-0.107873738,-7.428266862,-1.159709125,2021,2021_240,SL18-CC-6-FG3xSL18-OI-18-MG1,46
2021_141,-0.469273578,-0.538868494,-0.109797014,128.9545081,2021,2021_141,SL18-CC-6-FG3xSL18-CC-7-MG1,8.275062363,-3.741661759,-0.315665128,-32.58038621,-2.294232035,2021,2021_141,SL18-CC-6-FG3xSL18-CC-7-MG1,47
2021_142,-0.771512737,-0.44803218,-0.129609479,-89.56865026,2021,2021_142,SL18-LD-13-FG2xSL18-OD-3-MG1,-9.944276524,8.895032461,0.387700795,26.99984741,2.021684071,2021,2021_142,SL18-LD-13-FG2xSL18-OD-3-MG1,48
2021_205,-0.634843898,-0.843823332,-0.138981876,-83.14149855,2021,2021_205,SL18-NL-10-FG2xSL18-OI-11-MG1,-51.89765987,-3.319980432,-0.245179243,-11.59157074,-2.138404499,2021,2021_205,SL18-NL-10-FG2xSL18-OI-11-MG1,49
2021_182,-2.509091015,1.777469858,-0.14271444,-6.015677967,2021,2021_182,SA18-CB-10-FG6xSL18-JS-6-MG1,0.405207107,-4.614518642,0.312202792,-9.718211601,-1.904091662,2021,2021_182,SA18-CB-10-FG6xSL18-JS-6-MG1,50
2021_1,-1.125521593,-0.06584011,-0.1528814,-87.0177499,2021,2021_1,SL18-JS-19-FG5xSL18-OI-4-MG1,-3.777234709,4.518129743,0.061418207,3.018468978,0.617811965,2021,2021_1,SL18-JS-19-FG5xSL18-OI-4-MG1,51
2021_308,-2.071444213,0.199041914,-0.180415241,-85.22176952,2021,2021_308,SL18-UCONN-S78-FG1xSL18-OI-11-MG2,-15.3982273,-1.813262743,0.028585498,0.714803934,-0.244971896,2021,2021_308,SL18-UCONN-S78-FG1xSL18-OI-11-MG2,52
2021_68,-2.256849858,0.968989457,-0.182074987,-55.02269543,2021,2021_68,SA18-CB-4-FG6xSL18-NC-2-MG3,69.54381904,-5.772630224,0.07718736,-7.906418793,-2.251314446,2021,2021_68,SA18-CB-4-FG6xSL18-NC-2-MG3,53
2021_43,-1.350129923,-0.636006147,-0.20161696,175.3416967,2021,2021_43,SL18-UCONN-S94-FG3xSL18-OI-15-MG1,-1.24849576,-6.074093824,0.001578117,-5.58952277,-0.580299997,2021,2021_43,SL18-UCONN-S94-FG3xSL18-OI-15-MG1,54
2021_75,-1.628621436,-0.227479191,-0.215109153,33.09052904,2021,2021_75,SL18-CC-9-FG1xSL18-OI-18-MG1,-59.29575179,0.533353466,-0.080757872,-5.094383456,0.194657151,2021,2021_75,SL18-CC-9-FG1xSL18-OI-18-MG1,55
2021_20,0.812446611,-1.915652741,-0.2289079,2.568402608,2021,2021_20,SL18-UCONN-S57-FG2xSL18-OI-11-MG3,-64.94814978,1.525756442,0.295101303,-1.626203144,2.407375016,2021,2021_20,SL18-UCONN-S57-FG2xSL18-OI-11-MG3,56
2021_263,-2.219740708,-0.401987055,-0.237737842,1.613449407,2021,2021_263,SL18-NC-1-FG1xSL18-NL-6-MG3,15.4076674,-2.588588124,-0.194845915,-6.883344585,-1.679576922,2021,2021_263,SL18-NC-1-FG1xSL18-NL-6-MG3,57
2021_342,-2.831225544,0.696370226,-0.242458171,-59.45922319,2021,2021_342,SL18-JS-5-FG2xSL18-CC-7-MG1,-17.75324756,0.454843106,-0.095050403,-5.392219087,-0.733779058,2021,2021_342,SL18-JS-5-FG2xSL18-CC-7-MG1,58
2021_309,-2.879008148,0.007460866,-0.274312834,95.11605481,2021,2021_309,SL18-JS-6-FG2xSL18-NC-2-MG1,-38.36454563,-0.167714445,0.294988372,2.60638502,1.721661753,2021,2021_309,SL18-JS-6-FG2xSL18-NC-2-MG1,59
2021_100,-2.608445721,-0.197091083,-0.280084254,-56.45132179,2021,2021_100,SL18-CC-1-FG2xSL18-CC-2-MG6,-60.53850277,-6.81876175,-0.507469518,-10.12563062,-2.755776379,2021,2021_100,SL18-CC-1-FG2xSL18-CC-2-MG6,60
2021_334,-3.000265123,0.12733669,-0.293565353,-123.865589,2021,2021_334,SL18-CC-9-FG1xSL18-OI-11-MG2,NA,NA,NA,NA,NA,NA,NA,NA,61
2021_214,-3.807108731,0.11161946,-0.29363696,-33.67393696,2021,2021_214,SL18-CC-5-FG2xSA18-CB-10-MG1,-60.92969946,-2.947602562,-0.410048946,-26.14673604,-3.09227045,2021,2021_214,SL18-CC-5-FG2xSA18-CB-10-MG1,62
2021_163,-3.129285672,0.122689541,-0.32353425,-41.53014065,2021,2021_163,SL18-CC-5-FG3xSL18-JS-5-MG2,-37.6744319,-1.876355232,0.063567124,-8.131883737,-1.659997513,2021,2021_163,SL18-CC-5-FG3xSL18-JS-5-MG2,63
2021_213,-2.962670136,-1.637105528,-0.323672734,-11.17824357,2021,2021_213,SL18-CC-5-FG1xSL18-OI-15-MG2,-67.36553848,-4.451344661,0.153618794,-12.45748838,0.209850108,2021,2021_213,SL18-CC-5-FG1xSL18-OI-15-MG2,64
2021_184,-1.89718839,-1.800654696,-0.331884265,19.69292889,2021,2021_184,SL18-JS-5-FG2xSL18-OI-11-MG2,-83.83211644,-3.311673446,-0.516999594,1.224192958,-0.007551471,2021,2021_184,SL18-JS-5-FG2xSL18-OI-11-MG2,65
2021_260,-3.138766609,-0.47095406,-0.349264381,-34.98374046,2021,2021_260,SL18-OI-11-FG3xSL18-NC-2-MG1,-56.93845638,-3.554455129,-0.308584816,-0.454546067,-0.560185163,2021,2021_260,SL18-OI-11-FG3xSL18-NC-2-MG1,66
