,wetWgtPerM,percDryWgt,dryWgtPerM,densityBlades,Year.x,plotNo.x,Crosses.x,bladeLength,bladeMaxWidth,bladeThickness,stipeLength,stipeDiameter,Year.y,plotNo.y,Crosses.y,Order
2020_162,-2.277217855,2.299639752,-0.26096619,-122.2400471,2019,2020_162,SL18-CC-1-FG1xSL18-OI-16-MG3,-31.81536596,3.175215835,0.158457767,-7.39247824,-1.048366049,2019,2020_162,SL18-CC-1-FG1xSL18-OI-16-MG3,
2020_141,-2.052530476,-0.934374117,-0.2658496,-40.8859172,2019,2020_141,SL18-OD-5-FG3xSA18-CB-1-MG12,-21.90292348,-4.191889798,-0.018110076,-3.279845529,-0.448346386,2019,2020_141,SL18-OD-5-FG3xSA18-CB-1-MG12,
2019_78,-2.521786961,-1.001228563,-0.287926393,-155.6956631,2019,2019_78,SL18-NL-2-FG3xSA18-CB-4-MG1,-0.179456387,-3.027120539,0.097159542,-8.548190179,-1.616924678,2020,2019_78,SL18-NL-2-FG3xSA18-CB-4-MG1,
2020_92,-2.490248853,-0.720117849,-0.288181171,-35.13768391,2019,2020_92,SL18-OI-16-FG2xSL18-OI-18-MG1,-45.95113045,-5.041871518,-0.05121171,-6.183426298,-1.223925068,2019,2020_92,SL18-OI-16-FG2xSL18-OI-18-MG1,
2020_137,-2.336145148,-2.779485479,-0.303480968,-120.8729542,2019,2020_137,SL18-CC-5-FG1xSL18-JS-9-MG1,-26.89068921,-3.508460484,0.052639339,-6.540554112,-1.092923744,2019,2020_137,SL18-CC-5-FG1xSL18-JS-9-MG1,
2020_24,-2.523705369,0.754753887,-0.304092216,-19.42580099,2019,2020_24,SL18-NL-7-FG4xSA18-CB-1-MG12,-20.17079909,-0.557728456,-0.07052043,-7.225610467,-1.023036342,2020,2020_24,SL18-NL-7-FG4xSA18-CB-1-MG12,
2020_264,-2.329762327,-2.194563465,-0.311312495,-30.19763149,2019,2020_264,SL18-JS-16-FG3xSA18-CB-4-MG3,-9.791398606,-5.753922189,-0.007657605,0.036683797,-0.467113875,2019,2020_264,SL18-JS-16-FG3xSA18-CB-4-MG3,
2020_104,-2.787906329,4.794115803,-0.317017257,-75.73473749,2019,2020_104,SL18-OI-5-FG5xSA18-CB-7-MG3,-2.002166796,-2.04152524,-0.086871599,-5.279163601,-0.939169518,2019,2020_104,SL18-OI-5-FG5xSA18-CB-7-MG3,
2020_249,-2.836274268,0.37104919,-0.343389716,-31.7217225,2019,2020_249,SL18-NL-3-FG1xSL18-OD-3-MG1,-55.61303632,-6.55926739,-0.211211587,-4.604301096,-1.43689606,2020,2020_249,SL18-NL-3-FG1xSL18-OD-3-MG1,
2020_88,-2.829180997,0.681289599,-0.344335708,-89.36218592,2019,2020_88,SL18-JS-5-FG2xSL18-OI-5-MG3,-19.46275857,-1.382947289,-0.164444831,-6.326834924,-1.467249346,2019,2020_88,SL18-JS-5-FG2xSL18-OI-5-MG3,
2020_260,-2.777893645,-1.532798296,-0.346681291,-22.98323024,2019,2020_260,SL18-JS-19-FG3xSA18-CB-3-MG2,-33.70297076,-3.124265487,-0.080689729,-5.105137775,-0.853022211,2019,2020_260,SL18-JS-19-FG3xSA18-CB-3-MG2,
2020_277,-2.605384387,-1.013567164,-0.348209904,-88.51236118,2019,2020_277,SL18-LL-9-FG2xSA18-CB-5-MG3,-17.97672322,-2.69201668,-0.122866773,-6.433586608,-1.238963349,2019,2020_277,SL18-LL-9-FG2xSA18-CB-5-MG3,
2020_99,-2.294425087,-11.81967104,-0.376807602,-9.222775048,2019,2020_99,SL18-NC-10-FG3xSA18-CB-3-MG2,-54.64060764,-7.652994248,-0.402403969,-7.145257361,-2.108120838,2019,2020_99,SL18-NC-10-FG3xSA18-CB-3-MG2,
2020_68,-3.294244206,-1.339580561,-0.383102048,15.51012255,2019,2020_68,SL18-CC-6-FG1xSL18-JS-5-MG2,-45.22937164,-6.400021406,-0.352775741,-6.376532475,-1.881899052,2019,2020_68,SL18-CC-6-FG1xSL18-JS-5-MG2,
2020_232,-3.178258463,-1.868146636,-0.383468294,-130.3128797,2019,2020_232,SL18-NC-5-FG2xSL18-JS-11-MG3,-51.60634428,-6.880578355,-0.170050604,-7.614117016,-1.282961781,2020,2020_232,SL18-NC-5-FG2xSL18-JS-11-MG3,
2020_145,-3.118794581,-1.765688027,-0.387391138,102.1192697,2019,2020_145,SL18-LL-9-FG6xSA18-CB-10-MG3,-31.8715711,-5.568796012,-0.056262694,-3.641273614,-1.139332446,2019,2020_145,SL18-LL-9-FG6xSA18-CB-10-MG3,
2020_133,-3.238538445,0.495080289,-0.394763259,-42.0755446,2019,2020_133,SL18-CC-1-FG3xSL18-OI-9-MG2,-34.43049327,-2.740492896,-0.22922992,-7.894432433,-1.878806157,2019,2020_133,SL18-CC-1-FG3xSL18-OI-9-MG2,
2020_128,-3.25890476,-0.924236143,-0.401567869,-62.62012694,2019,2020_128,SL18-JS-16-FG1xSL18-CC-4-MG11,-59.21323269,-1.675600681,-0.259719664,-7.806471004,-2.001829197,2019,2020_128,SL18-JS-16-FG1xSL18-CC-4-MG11,
2020_154,-3.449077954,-2.353690549,-0.402615135,-68.98292427,2019,2020_154,SL18-NC-10-FG1xSL18-NC-5-MG1,-51.70182386,-5.202726689,-0.37614698,-6.907317845,-1.545995896,2019,2020_154,SL18-NC-10-FG1xSL18-NC-5-MG1,
2020_250,-3.294499956,-3.182120717,-0.411740709,-31.7217225,2019,2020_250,SL18-CC-8-FG2xSL18-NC-5-MG3,-45.56220441,-4.049717173,-0.316971027,-5.939900762,-1.111445966,2019,2020_250,SL18-CC-8-FG2xSL18-NC-5-MG3,
2020_160,12.73719613,1.721775205,1.743145923,112.3878199,2020,2020_160,SL18-CC-3-FG2xSA18-CB-10-MG3,165.1037082,-6.194842518,0.256119004,7.98597999,0.458609169,2020,2020_160,SL18-CC-3-FG2xSA18-CB-10-MG3,
2020_176,11.85941567,1.400731686,1.690201537,58.77051006,2020,2020_176,SL18-OI-6-FG2xSA18-CB-4-MG2,98.07162253,-3.743053199,0.155436857,13.64882032,1.441476791,2020,2020_176,SL18-OI-6-FG2xSA18-CB-4-MG2,
2020_265,8.967257478,4.728518301,1.64206181,485.2513485,2020,2020_265,SL18-OI-4-FG2xSA18-CB-7-MG2,136.0217483,0.578424545,0.404007919,7.03269127,2.514878763,2020,2020_265,SL18-OI-4-FG2xSA18-CB-7-MG2,
2020_113,11.34337318,1.026563897,1.537315913,-33.0580048,2020,2020_113,SL18-CC-5-FG2xSA18-CB-10-MG1,81.16997242,-4.360089373,0.174321974,4.713433918,0.659246952,2020,2020_113,SL18-CC-5-FG2xSA18-CB-10-MG1,
2020_119,9.975393293,-1.106719684,1.024145612,-65.34483813,2020,2020_119,SL18-CC-5-FG3xSL18-OI-14-MG1,-25.82567183,-0.614161689,-0.041933061,13.14179426,2.07279938,2020,2020_119,SL18-CC-5-FG3xSL18-OI-14-MG1,
2020_56,3.790415205,3.254306117,0.719504258,10.82964022,2020,2020_56,SA18-CB-9-FG1xSL18-OI-7-MG3,92.56865658,-4.621656605,0.081191351,-2.562732222,-0.314719077,2020,2020_56,SA18-CB-9-FG1xSL18-OI-7-MG3,
2020_206,5.974490548,-1.289494262,0.617144312,171.8385406,2020,2020_206,SL18-OI-6-FG3xSL18-CC-11-MG5,64.39021426,3.732348254,0.359458372,39.90316986,3.28396668,2020,2020_206,SL18-OI-6-FG3xSL18-CC-11-MG5,
2020_190,5.345448032,-0.609323928,0.607720426,-54.42877959,2020,2020_190,SL18-CC-12-FG2xSL18-OI-15-MG2,52.29305701,4.800405682,0.317069906,24.0100296,1.990408995,2020,2020_190,SL18-CC-12-FG2xSL18-OI-15-MG2,
2020_220,4.66142554,0.162212571,0.585033172,31.50342647,2020,2020_220,SL18-OI-11-FG3xSL18-NC-2-MG1,27.43074503,5.838489954,0.30825637,17.64737363,4.162828912,2020,2020_220,SL18-OI-11-FG3xSL18-NC-2-MG1,
2020_169,4.761797038,-0.194301978,0.534011969,157.5484294,2020,2020_169,SL18-OI-4-FG2xSL18-NC-15-MG1,65.46339017,13.13694419,0.349903005,21.3960801,5.601334171,2020,2020_169,SL18-OI-4-FG2xSL18-NC-15-MG1,
2020_180,3.252853057,0.344944899,0.45162184,57.69597001,2020,2020_180,SL18-CC-3-FG2xSL18-OD-6-MG1,2.94850699,-1.17132195,0.452285438,3.784995302,1.634663862,2020,2020_180,SL18-CC-3-FG2xSL18-OD-6-MG1,
2020_248,2.83554147,1.531683486,0.431869282,-0.818883534,2020,2020_248,SA18-CB-9-FG1xSL18-JS-19-MG1,80.93196799,-3.951088562,0.154261625,-1.168445468,0.500514902,2020,2020_248,SA18-CB-9-FG1xSL18-JS-19-MG1,
2020_45,3.584974462,-0.373092851,0.431686482,88.34339555,2020,2020_45,SL18-SF-13-FG2xSL18-JS-11-MG3,41.31653447,8.591427669,0.210675714,39.89760334,5.170747994,2020,2020_45,SL18-SF-13-FG2xSL18-JS-11-MG3,
2020_228,1.35532358,4.4361187,0.411752789,-28.78959505,2020,2020_228,SL18-OI-9-FG4xSA18-CB-1-MG12,95.86708421,1.21440003,0.339788553,-0.704817973,0.676051159,2020,2020_228,SL18-OI-9-FG4xSA18-CB-1-MG12,
2020_152,2.656036308,0.647149907,0.367980895,33.74537613,2020,2020_152,SL18-CC-3-FG1xSL18-JS-6-MG3,46.11368749,2.158897777,0.406134789,-3.135163241,0.724006934,2020,2020_152,SL18-CC-3-FG1xSL18-JS-6-MG3,
2020_34,3.325790565,-1.775280687,0.331555907,64.25916507,2020,2020_34,SL18-OI-17-FG4xSL18-CC-7-MG1,-16.39861025,-0.213889169,0.165664341,15.86106139,3.187801826,2020,2020_34,SL18-OI-17-FG4xSL18-CC-7-MG1,
2020_189,4.887192373,-3.269094488,0.330109734,109.9997099,2020,2020_189,SL18-CC-11-FG3xSL18-NC-2-MG3,-14.53722637,1.284932655,0.173539014,9.854397475,2.097680399,2020,2020_189,SL18-CC-11-FG3xSL18-NC-2-MG3,
2020_240,2.307270606,0.513583226,0.32573032,737.6515405,2020,2020_240,SL18-CC-1-FG1xSL18-NC-15-MG3,1.386451224,6.186144025,0.247571328,14.08367623,1.745683963,2020,2020_240,SL18-CC-1-FG1xSL18-NC-15-MG3,
2020_90,1.628877652,2.539677735,0.320384436,-17.39551273,2020,2020_90,SL18-CC-10-FG4xSL18-NC-2-MG2,24.75010645,11.61285988,0.110747342,-1.975778315,0.800005326,2020,2020_90,SL18-CC-10-FG4xSL18-NC-2-MG2,
2019_157,2.09225035,1.481936948,0.240017309,-40.19649964,2020,2019_157,SL18-OI-18-FG5xSL18-SF-15-MG2,6.74664046,-0.401833531,-0.04503342,11.27450606,1.327603785,2020,2019_157,SL18-OI-18-FG5xSL18-SF-15-MG2,
2020_213,1.798321464,-0.416439803,0.226038979,25.98324333,2020,2020_213,SL18-SF-17-FG2xSA18-CB-7-MG2,-8.589539436,-4.979564771,0.025855988,9.312710576,0.815929345,2020,2020_213,SL18-SF-17-FG2xSA18-CB-7-MG2,
2020_146,1.288373345,1.468325842,0.207104101,50.75806467,2020,2020_146,SL18-OI-15-FG2xSA18-CB-2-MG3,98.46341261,-1.820828785,0.099401091,-4.260588983,-0.848075729,2020,2020_146,SL18-OI-15-FG2xSA18-CB-2-MG3,
2020_139,1.587097239,0.47480434,0.198035245,41.23882116,2020,2020_139,SL18-CC-12-FG3xSL18-OI-15-MG2,25.10416377,2.735220434,0.206977769,6.120651354,1.986597128,2020,2020_139,SL18-CC-12-FG3xSL18-OI-15-MG2,
2020_259,1.809658914,-0.311077984,0.19457015,-22.98323024,2020,2020_259,SL18-CC-3-FG3xSL18-OD-6-MG3,-27.08496005,-1.16804056,0.322011474,1.856686957,1.720603099,2020,2020_259,SL18-CC-3-FG3xSL18-OD-6-MG3,
2019_101,2.107832873,-0.340831728,0.191588516,76.77110486,2020,2019_101,SL18-NL-6-FG1xSL18-OI-14-MG2,-3.67957851,-2.418322123,0.009946066,9.270170764,0.540958136,2019,2019_101,SL18-NL-6-FG1xSL18-OI-14-MG2,
2019_95,2.665352635,-0.434153816,0.187226647,136.510935,2020,2019_95,SL18-NL-6-FG1xSA18-CB-7-MG2,29.10706804,-3.339443323,-0.063512936,0.769361191,-0.074824292,2019,2019_95,SL18-NL-6-FG1xSA18-CB-7-MG2,
2019_62,2.068379059,-1.174708954,0.135526148,311.7266897,2020,2019_62,SL18-NL-10-FG1xSL18-OI-7-MG1,-11.35862163,-2.326718701,0.153330261,-3.653390506,-0.178764681,2019,2019_62,SL18-NL-10-FG1xSL18-OI-7-MG1,
2019_136,2.331138819,-0.112205109,0.130509352,221.8199249,2020,2019_136,SL18-OI-16-FG3xSA18-CB-4-MG3,-16.51680641,-6.170250486,-0.089013213,-5.656674233,-1.49156423,2020,2019_136,SL18-OI-16-FG3xSA18-CB-4-MG3,
2019_143,2.868354733,-1.194998136,0.127746116,179.4902628,2020,2019_143,SL18-OI-17-FG1xSL18-SF-13-MG2,-13.29218365,1.973423051,-0.029121455,3.122461154,0.581782587,2020,2019_143,SL18-OI-17-FG1xSL18-SF-13-MG2,
2019_11,1.484114614,-1.032684681,0.105736113,115.9544947,2020,2019_11,SL18-LD-10-FG2xSA18-CB-7-MG2,20.0392706,-3.470367183,0.18454996,7.604650859,0.650641973,2020,2019_11,SL18-LD-10-FG2xSA18-CB-7-MG2,
2019_103,1.14400398,-0.026408872,0.098498748,309.1548222,2020,2019_103,SL18-NL-6-FG1xSL18-OI-16-MG1,-14.5879834,-3.180207042,-0.037853399,-1.456726222,-0.092508664,2019,2019_103,SL18-NL-6-FG1xSL18-OI-16-MG1,
2020_224,0.544597612,0.284034123,0.077060097,72.62233909,2020,2020_224,SL18-LD-9-FG4xSL18-OI-6-MG2,-14.59386509,2.278237291,-0.033272663,0.214365478,0.362565959,2020,2020_224,SL18-LD-9-FG4xSL18-OI-6-MG2,
2020_151,0.311835506,0.545770162,0.070230204,-89.52858435,2020,2020_151,SA18-CB-5-FG4xSL18-CC-1-MG3,45.2986015,-2.321176541,0.215212615,-5.577163731,-0.319135656,2020,2020_151,SA18-CB-5-FG4xSL18-CC-1-MG3,
2019_142,1.338404448,-0.462543802,0.049070466,364.9492407,2020,2019_142,SL18-OI-16-FG3xSL18-SF-17-MG2,-17.99946174,-5.18136639,0.105073336,2.58014418,-0.501003796,2020,2019_142,SL18-OI-16-FG3xSL18-SF-17-MG2,
2019_189,-0.56750318,3.20807803,0.043730711,-182.9875321,2020,2019_189,SL18-SF-13-FG1xSL18-LL-9-MG3,11.30603541,6.833055382,0.105424343,-6.007715514,-0.652892228,2020,2019_189,SL18-SF-13-FG1xSL18-LL-9-MG3,
2019_148,0.686138017,-0.851793021,0.036029906,41.52064683,2020,2019_148,SL18-OI-18-FG2xSL18-LD-10-MG1,-13.15612532,0.593300835,-0.008882553,-1.266820346,0.58634187,2020,2019_148,SL18-OI-18-FG2xSL18-LD-10-MG1,
2020_42,0.652277431,-0.850649578,0.035219225,-19.03306523,2020,2020_42,SL18-CC-6-FG2xSL18-OI-11-MG4,10.71707164,1.943276644,0.033482016,-5.689589169,-0.155406847,2020,2020_42,SL18-CC-6-FG2xSL18-OI-11-MG4,
2019_97,0.831172644,-1.529769636,0.027184448,150.950037,2020,2019_97,SL18-NL-6-FG1xSL18-LD-2-MG1,-15.73791972,-1.278600575,-0.024731439,3.704182331,0.15474099,2019,2019_97,SL18-NL-6-FG1xSL18-LD-2-MG1,
2019_75,0.182082985,0.517328697,0.025694969,260.0387981,2020,2019_75,SL18-NL-2-FG1xSL18-LD-13-MG2,-26.23177963,-2.36350237,-0.186799319,-3.703038083,0.398392034,2019,2019_75,SL18-NL-2-FG1xSL18-LD-13-MG2,
2019_124,1.639457834,-3.802158004,0.023331725,44.41116997,2020,2019_124,SL18-OI-11-FG1xSL18-SF-15-MG2,-12.91295925,2.450169721,0.036990389,8.659256494,1.119948474,2020,2019_124,SL18-OI-11-FG1xSL18-SF-15-MG2,
2020_201,0.485329259,-1.238735282,0.017025068,0.038793239,2020,2020_201,SL18-CC-8-FG2xSL18-LD-9-MG1,-16.78751585,0.901264417,0.146375445,6.272012234,1.592617082,2020,2020_201,SL18-CC-8-FG2xSL18-LD-9-MG1,
2020_147,-0.452101748,2.907918223,0.016901312,-21.14762242,2020,2020_147,SA18-CB-2-FG3xSL18-NC-9-MG1,55.21963258,-2.127000755,0.329715845,0.267520112,-0.243639747,2020,2020_147,SA18-CB-2-FG3xSL18-NC-9-MG1,
2020_258,-0.290420702,1.796389553,0.006811661,79.93669732,2020,2020_258,SL18-NC-12-FG2xSA18-CB-3-MG1,17.55519766,5.555814518,0.163786307,-4.168751992,-0.41008996,2020,2020_258,SL18-NC-12-FG2xSA18-CB-3-MG1,
2019_24,-0.446271521,2.162861462,-0.004312057,35.57640394,2020,2019_24,SL18-LD-1-FG3xSL18-OI-11-MG2,-9.868386253,2.831448605,0.006418466,8.323968957,-0.043806359,2020,2019_24,SL18-LD-1-FG3xSL18-OI-11-MG2,
2019_199,0.286505022,-0.018225588,-0.014966945,109.2292179,2020,2019_199,SL18-SF-17-FG3xSL18-OI-9-MG3,-8.059506577,0.222959156,-0.094816461,3.778308142,0.679889388,2020,2019_199,SL18-SF-17-FG3xSL18-OI-9-MG3,
2019_46,0.476712517,-0.271840361,-0.022188559,-67.08605274,2020,2019_46,SL18-LD-4-FG2xSL18-SF-15-MG2,-40.11469226,-1.939518534,-0.034088045,7.403369937,-0.189760236,2020,2019_46,SL18-LD-4-FG2xSL18-SF-15-MG2,
2019_39,-0.325844227,-1.101532188,-0.02766574,-45.7024242,2020,2019_39,SL18-LD-3-FG2xSA18-CB-2-MG3,8.301288634,-0.948071429,0.03009427,-0.883922691,0.266989188,2020,2019_39,SL18-LD-3-FG2xSA18-CB-2-MG3,
2019_154,-1.069864318,5.035756822,-0.02766574,-162.4121782,2020,2019_154,SL18-OI-18-FG5xSA18-CB-4-MG3,44.20554461,1.759202423,0.034094039,-7.456250022,-1.410393814,2020,2019_154,SL18-OI-18-FG5xSA18-CB-4-MG3,
2019_84,-1.498609004,0.478084787,-0.03236842,26.57982583,2020,2019_84,SL18-NL-3-FG1xSL18-OI-11-MG2,-11.05463331,-0.144936365,0.111636855,-3.05512327,0.25127552,2019,2019_84,SL18-NL-3-FG1xSL18-OI-11-MG2,
2019_197,-0.231593994,-0.740123892,-0.035365685,0.39280794,2020,2019_197,SL18-SF-17-FG3xSL18-NL-9-MG1,-3.650190738,-0.78034729,0.148768396,-1.165211837,0.43289814,2020,2019_197,SL18-SF-17-FG3xSL18-NL-9-MG1,
2019_99,-0.487031409,-0.432115783,-0.036872322,162.908791,2020,2019_99,SL18-NL-6-FG1xSL18-NL-2-MG1,-10.27613262,-2.332941699,0.177236314,-2.849829453,-0.0774671,2019,2019_99,SL18-NL-6-FG1xSL18-NL-2-MG1,
2019_193,-0.378698632,-0.695825276,-0.037865233,-230.8292277,2020,2019_193,SL18-SF-17-FG3xSA18-CB-3-MG3,6.317077871,-2.547104675,0.077144403,1.159680869,0.322989081,2020,2019_193,SL18-SF-17-FG3xSA18-CB-3-MG3,
2019_85,-1.271706685,2.823136493,-0.044129852,-103.371469,2020,2019_85,SL18-NL-3-FG1xSL18-SF-13-MG2,3.023438173,1.83594568,-0.219116564,-5.768823928,-0.464942797,2019,2019_85,SL18-NL-3-FG1xSL18-SF-13-MG2,
2019_146,0.042022843,-1.466668408,-0.044155317,29.68570576,2020,2019_146,SL18-OI-18-FG1xSL18-OI-9-MG3,-27.03120246,-3.974568725,0.117460293,-5.75160727,-0.42928472,2020,2019_146,SL18-OI-18-FG1xSL18-OI-9-MG3,
2019_3,-0.539703556,-1.233386934,-0.055764426,-97.06310109,2020,2019_3,SA18-CB-4-FG3xSA18-CB-4-MG3,39.12317299,-5.175892954,0.090140887,-6.673158835,-1.137366428,2020,2019_3,SA18-CB-4-FG3xSA18-CB-4-MG3,
2019_120,2.328457802,-5.288102958,-0.057244955,130.5654436,2020,2019_120,SL18-NL-9-FG2xSA18-CB-7-MG1,NA,NA,NA,NA,NA,NA,NA,NA,
2019_20,-0.471977324,0.304099504,-0.057244955,122.5461322,2020,2019_20,SL18-LD-1-FG2xSL18-SF-13-MG3,-10.71179191,1.960791557,0.119488359,0.475807938,-0.272449005,2020,2019_20,SL18-LD-1-FG2xSL18-SF-13-MG3,
2019_181,-0.34007634,-0.476178678,-0.065261982,-54.74444195,2020,2019_181,SL18-OI-6-FG1xSL18-SF-15-MG1,-13.06442581,0.182145857,-0.12791849,2.784709389,0.093372373,2020,2019_181,SL18-OI-6-FG1xSL18-SF-15-MG1,
2019_32,-0.246209695,-2.138445092,-0.076334933,-55.9578314,2020,2019_32,SL18-LD-2-FG2xSA18-CB-3-MG3,10.46327864,-1.725505171,-0.085247808,0.040779167,-0.495595337,2020,2019_32,SL18-LD-2-FG2xSA18-CB-3-MG3,
2019_88,-1.228733199,0.214139573,-0.07642247,-118.78872,2020,2019_88,SL18-NL-3-FG3xSA18-CB-2-MG2,-11.91190502,0.886040474,0.091683027,-5.157116278,0.34519585,2019,2019_88,SL18-NL-3-FG3xSA18-CB-2-MG2,
2019_2,-0.844277137,-0.181778248,-0.077617589,-157.4170364,2020,2019_2,SA18-CB-10-FG2xSL18-LL-9-MG1,-30.48333911,-4.177783124,-0.105078735,-7.901447355,-1.905735131,2020,2019_2,SA18-CB-10-FG2xSL18-LL-9-MG1,
2019_48,-1.476355175,0.785004951,-0.078663205,-210.2595829,2020,2019_48,SL18-LD-5-FG1xSA18-CB-10-MG1,5.345537151,1.879475504,0.078608024,-4.451524341,-0.4474717,2020,2019_48,SL18-LD-5-FG1xSA18-CB-10-MG1,
2019_183,-0.862863211,0.862556913,-0.08488088,-10.3759477,2020,2019_183,SL18-OI-7-FG3xSA18-CB-2-MG3,7.142854953,-1.235285084,0.005260097,-5.136148958,-0.426350389,2020,2019_183,SL18-OI-7-FG3xSA18-CB-2-MG3,
2019_149,-1.379443018,2.060701899,-0.084960003,-55.36900521,2020,2019_149,SL18-OI-18-FG2xSL18-LD-9-MG1,-9.561285925,3.333317405,0.081233751,-4.388103965,-0.258537268,2020,2019_149,SL18-OI-18-FG2xSL18-LD-9-MG1,
2019_29,-1.178743695,-0.56397053,-0.086537923,63.95304161,2020,2019_29,SL18-LD-1-FG3xSL18-OI-9-MG3,-31.76911413,-3.395542303,0.025784867,-3.900828113,-0.831674817,2020,2019_29,SL18-LD-1-FG3xSL18-OI-9-MG3,
2019_79,-0.969373321,0.102470444,-0.088862698,NA,2020,2019_79,SL18-NL-2-FG3xSL18-LD-3-MG2,-31.95809419,-2.518511827,0.068840243,-5.655435705,-0.508814067,2019,2019_79,SL18-NL-2-FG3xSL18-LD-3-MG2,
2019_105,0.87816639,-3.98205126,-0.095161175,358.9159699,2020,2019_105,SL18-NL-6-FG1xSL18-SF-19-MG2,1.112463044,-1.323883286,0.128822617,7.073579416,1.930682853,2019,2019_105,SL18-NL-6-FG1xSL18-SF-19-MG2,
2019_82,-0.462226653,-1.71350065,-0.100654471,37.09891382,2020,2019_82,SL18-NL-3-FG1xSA18-CB-7-MG2,-8.68787334,-6.415449679,-2.14E-06,-5.058936645,-1.309870109,2019,2019_82,SL18-NL-3-FG1xSA18-CB-7-MG2,
2019_159,-1.247757528,0.882864455,-0.106937841,-21.30841623,2020,2019_159,SL18-OI-18-FG6xSL18-NL-6-MG1,-1.775281656,6.114136683,-0.277987117,-8.477074316,-0.870191021,2020,2019_159,SL18-OI-18-FG6xSL18-NL-6-MG1,
2019_44,-1.093944852,-0.030974941,-0.106937841,-21.30841623,2020,2019_44,SL18-LD-4-FG1xSL18-NL-3-MG2,-19.03081414,-2.377968824,-0.187690738,-3.42793691,-0.142076358,2020,2019_44,SL18-LD-4-FG1xSL18-NL-3-MG2,
2019_41,-1.652858772,1.838234552,-0.109261684,-243.467082,2020,2019_41,SL18-LD-3-FG2xSL18-SF-17-MG3,0.798555996,4.384669857,-0.004460045,3.404642371,-0.204202683,2020,2019_41,SL18-LD-3-FG2xSL18-SF-17-MG3,
2020_96,-1.064570816,2.255334195,-0.11508855,-81.20884993,2020,2020_96,SA18-CB-7-FG1xSL18-LD-1-MG1,48.04402142,0.554436189,-0.088531018,2.678505335,0.196817961,2020,2020_96,SA18-CB-7-FG1xSL18-LD-1-MG1,
2019_140,-1.251881821,-1.36524168,-0.116053587,-57.43051464,2020,2019_140,SL18-OI-16-FG3xSL18-LD-3-MG2,-19.1324253,0.258975047,-0.26179897,1.34276338,-0.552373434,2020,2019_140,SL18-OI-16-FG3xSL18-LD-3-MG2,
2019_178,0.568393097,-4.640787005,-0.116960646,1.00316791,2020,2019_178,SL18-OI-6-FG1xSL18-LD-5-MG1,-11.46420073,1.978963768,-0.107401375,2.742516068,-0.236492851,2020,2019_178,SL18-OI-6-FG1xSL18-LD-5-MG1,
2020_182,-1.628742832,2.598643618,-0.117753,-86.2726335,2020,2020_182,SL18-LD-13-FG2xSA18-CB-7-MG1,56.30167744,1.560886966,0.175129917,10.23240642,2.253511601,2020,2020_182,SL18-LD-13-FG2xSA18-CB-7-MG1,
2019_27,-1.352088586,0.501010113,-0.118362856,-186.8983646,2020,2019_27,SL18-LD-1-FG3xSL18-OI-6-MG2,-14.06671297,0.969989052,-0.111683648,1.900490671,0.203696715,2020,2019_27,SL18-LD-1-FG3xSL18-OI-6-MG2,
2019_31,-1.45496885,0.359012694,-0.12576469,132.5701633,2020,2019_31,SL18-LD-1-FG3xSL18-OI-15-MG2,-17.10880096,-0.756891748,-0.120438369,3.197426619,0.324119057,2020,2019_31,SL18-LD-1-FG3xSL18-OI-15-MG2,
2019_37,-0.92697609,-1.734994312,-0.12966067,-179.6161962,2020,2019_37,SL18-LD-3-FG1xSL18-NL-9-MG1,-9.23963928,3.376563454,0.061770119,-2.381885307,0.976934799,2020,2019_37,SL18-LD-3-FG1xSL18-NL-9-MG1,
2020_93,-1.022551537,-1.146633159,-0.130811891,16.22733425,2020,2020_93,SL18-CC-1-FG2xSL18-NC-11-MG2,-32.60305596,-3.757912078,-0.067029003,-3.978399105,-0.770161422,2020,2020_93,SL18-CC-1-FG2xSL18-NC-11-MG2,
2019_174,-2.21913852,3.351101167,-0.139860163,-189.689938,2020,2019_174,SL18-OI-6-FG1xSA18-CB-2-MG1,19.65112224,2.918477208,0.05592189,-5.102885526,0.015379739,2020,2019_174,SL18-OI-6-FG1xSA18-CB-2-MG1,
2019_176,-1.181965939,0.732474141,-0.14652855,-87.77833227,2020,2019_176,SL18-OI-6-FG1xSL18-LD-13-MG2,2.711839241,2.64462046,-0.024635834,-9.04163638,-1.477675346,2020,2019_176,SL18-OI-6-FG1xSL18-LD-13-MG2,
2019_127,-1.573872871,-0.208976982,-0.157796794,-50.1233033,2020,2019_127,SL18-OI-15-FG1xSL18-NL-5-MG1,5.78370193,0.428633832,0.241450284,-4.767011017,-0.078802582,2020,2019_127,SL18-OI-15-FG1xSL18-NL-5-MG1,
2019_152,-2.114512733,0.896574352,-0.157796794,-214.6000315,2020,2019_152,SL18-OI-18-FG3xSL18-LL-9-MG1,-5.674418504,7.472685404,-0.201513678,-4.245738492,0.114748635,2020,2019_152,SL18-OI-18-FG3xSL18-LL-9-MG1,
2019_53,-1.714162555,1.02501725,-0.159108123,-247.7189448,2020,2019_53,SL18-LD-9-FG3xSL18-NL-7-MG1,-1.903694898,2.642647941,0.065976032,-3.277763483,0.585380217,2020,2019_53,SL18-LD-9-FG3xSL18-NL-7-MG1,
