"","wetWgtPerM","percDryWgt","dryWgtPerM","densityBlades","bladeLength","bladeMaxWidth","bladeThickness","stipeLength","stipeDiameter"
"corMean",0.242605311494363,-0.0551495418401543,0.176212466433062,-0.0565152459836402,0.39478523849171,0.347969405722789,0.0624799965210711,0.359808240288665,0.44984631182525
"StdErr",0.00159849209740237,0.000969964026896658,0.00148455199862725,0.00157950721775463,0.0011031272115371,0.000876733810774348,0.00153803077551704,0.00131049521402367,0.00103319400028811
