Sample ID,Name_InPheno,Name_InGeno,Chosen Reason,Plate,Location,Region,Parent
SL-NC-12-FG-2,SL18-NC-12-FG2,SL18-NC-12-FG2,Diversity,1_2,NC,GOM,SL18-NC-12
SL-NC-1-FG-3,SL18-NC-1-FG3,SL18-NC-1-FG3,Diversity,1_2,NC,GOM,SL18-NC-1
SL-NC-5-FG-2,SL18-NC-5-FG2,SL18-NC-5-FG2,Diversity,1_2,NC,GOM,SL18-NC-5
SL-NC-8-FG-1,SL18-NC-8-FG1,SL18-NC-8-FG1,Diversity,1_2,NC,GOM,SL18-NC-8
SL-NC-8-FG-2,SL18-NC-8-FG2,SL18-NC-8-FG2,Diversity,1_2,NC,GOM,SL18-NC-8
SL-NC-10-MG-1,SL18-NC-10-MG1,SL18-NC-10-MG1,Diversity,1_2,NC,GOM,SL18-NC-10
SL-NC-11-FG-3,SL18-NC-11-FG3,SL18-NC-11-FG3,Diversity,1_2,NC,GOM,SL18-NC-11
SL-NL-2-FG-1,SL18-NL-2-FG1,SL18-NL-2-FG1,Diversity,1_2,NL,GOM,SL18-NL-2
SL-NL-2-FG-3,SL18-NL-2-FG3,SL18-NL-2-FG3,Diversity,1_2,NL,GOM,SL18-NL-2
SL-NL-2-MG-3,SL18-NL-2-MG3,SL18-NL-2-MG3,Diversity,1_2,NL,GOM,SL18-NL-2
SL-NL-3-FG-1,SL18-NL-3-FG1,SL18-NL-3-FG1,Diversity,1_2,NL,GOM,SL18-NL-3
SL-NL-3-FG-3,SL18-NL-3-FG3,SL18-NL-3-FG3,Diversity,1_2,NL,GOM,SL18-NL-3
SL-NL-3-MG-2,SL18-NL-3-MG2,SL18-NL-3-MG2,Diversity,1_2,NL,GOM,SL18-NL-3
SL-NL-5-MG-2,SL18-NL-5-MG2,SL18-NL-5-MG2,Diversity,1_2,NL,GOM,SL18-NL-5
SL-NL-6-FG-1,SL18-NL-6-FG1,SL18-NL-6-FG1,Diversity,1_2,NL,GOM,SL18-NL-6
SL-NL-6-FG-3,SL18-NL-6-FG3,SL18-NL-6-FG3,Diversity,1_2,NL,GOM,SL18-NL-6
SL-NL-6-MG-1,SL18-NL-6-MG1,SL18-NL-6-MG1,Diversity,1_2,NL,GOM,SL18-NL-6
SL-NL-7-MG-2,SL18-NL-7-MG2,SL18-NL-7-MG2,Diversity,1_2,NL,GOM,SL18-NL-7
SL-NL-9-MG-3,SL18-NL-9-MG3,SL18-NL-9-MG3,Diversity,1_2,NL,GOM,SL18-NL-9
SL-NL-9-MG-1,SL18-NL-9-MG1,SL18-NL-9-MG1,Diversity,1_2,NL,GOM,SL18-NL-9
SL-NL-6-MG-2,SL18-NL-6-MG2,SL18-NL-6-MG2,Diversity,1_2,NL,GOM,SL18-NL-6
SL-OD-3-MG-1,SL18-OD-3-MG1,SL18-OD-3-MG1,Diversity,1_2,OD,GOM,SL18-OD-3
SL-OD-5-MG-1,SL18-OD-5-MG1,SL18-OD-5-MG1,Diversity,1_2,OD,GOM,SL18-OD-5
SL-OD-6-MG-1,SL18-OD-6-MG1,SL18-OD-6-MG1,Diversity,1_2,OD,GOM,SL18-OD-6
SL-OI-11-FG-3,SL18-OI-11-FG3,SL18-OI-11-FG3,Diversity,1_2,OI,GOM,SL18-OI-11
SL-OI-15-FG-1,SL18-OI-15-FG1,SL18-OI-15-FG1,Diversity,1_2,OI,GOM,SL18-OI-15
SL-OI-15-MG-2,SL18-OI-15-MG2,SL18-OI-15-MG2,Diversity,1_2,OI,GOM,SL18-OI-15
SL-OI-16-FG-1,SL18-OI-16-FG1,SL18-OI-16-FG1,Diversity,1_2,OI,GOM,SL18-OI-16
SL-OI-16-FG-3,SL18-OI-16-FG3,SL18-OI-16-FG3,Diversity,1_2,OI,GOM,SL18-OI-16
SL-OI-16-MG-1,SL18-OI-16-MG1,SL18-OI-16-MG1,Diversity,1_2,OI,GOM,SL18-OI-16
SL-OI-17-FG-1,SL18-OI-17-FG1,SL18-OI-17-FG1,Diversity,1_2,OI,GOM,SL18-OI-17
SL-OI-17-FG-4,SL18-OI-17-FG4,SL18-OI-17-FG4,Diversity,1_2,OI,GOM,SL18-OI-17
SL-OI-18-FG-1,SL18-OI-18-FG1,SL18-OI-18-FG1,Diversity,1_2,OI,GOM,SL18-OI-18
SL-OI-18-FG-2,SL18-OI-18-FG2,SL18-OI-18-FG2,Diversity,1_2,OI,GOM,SL18-OI-18
SL-OI-18-MG-1,SL18-OI-18-MG1,SL18-OI-18-MG1,Diversity,1_2,OI,GOM,SL18-OI-18
SL-OI-2-FG-2,SL18-OI-2-FG2,SL18-OI-2-FG2,Diversity,1_2,OI,GOM,SL18-OI-2
SL-OI-2-FG-3,SL18-OI-2-FG3,SL18-OI-2-FG3,Diversity,1_2,OI,GOM,SL18-OI-2
SL-OI-4-FG-3,SL18-OI-4-FG3,SL18-OI-4-FG3,Diversity,1_2,OI,GOM,SL18-OI-4
SL-OI-4-MG-1,SL18-OI-4-MG1,SL18-OI-4-MG1,Diversity,1_2,OI,GOM,SL18-OI-4
SL-OI-5-MG-2,SL18-OI-5-MG2,SL18-OI-5-MG2,Diversity,1_2,OI,GOM,SL18-OI-5
SL-OI-6-FG-1,SL18-OI-6-FG1,SL18-OI-6-FG1,Diversity,1_2,OI,GOM,SL18-OI-6
SL-OI-6-MG-2,SL18-OI-6-MG2,SL18-OI-6-MG2,Diversity,1_2,OI,GOM,SL18-OI-6
SL-OI-7-FG-1,SL18-OI-7-FG1,SL18-OI-7-FG1,Diversity,1_2,OI,GOM,SL18-OI-7
SL-OI-7-MG-1,SL18-OI-7-MG1,SL18-OI-7-MG1,Diversity,1_2,OI,GOM,SL18-OI-7
SL-OI-9-FG-1,SL18-OI-9-FG1,SL18-OI-9-FG1,Diversity,1_2,OI,GOM,SL18-OI-9
SL-OI-9-MG-3,SL18-OI-9-MG3,SL18-OI-9-MG3,Diversity,1_2,OI,GOM,SL18-OI-9
SL-PI-1-FG-10,SL18-PI-1-FG10,SL18-PI-1-FG10,Diversity,1_2,PI,SNE,SL18-PI-1
SA-CB-10-FG-1,SA18-CB-10-FG1,SA18-CB-10-FG1,Diversity,1_2,CB,GOM,SA18-CB-10
SL-PI-1-MG-11,SL18-PI-1-MG11,SL18-PI-1-MG11,Diversity,1_2,PI,SNE,SL18-PI-1
SL-PI-1-MG-3,SL18-PI-1-MG3,SL18-PI-1-MG3,Diversity,1_2,PI,SNE,SL18-PI-1
SL-SF-13-MG-11,SL18-SF-13-MG11,SL18-SF-13-MG11,Diversity,1_2,SF,GOM,SL18-SF-13
SA-CB-5-FG-3,SA18-CB-5-FG3,SA18-CB-5-FG3,Diversity,1_2,CB,GOM,SA18-CB-5
SL-SF-15-MG-1,SL18-SF-15-MG1,SL18-SF-15-MG1,Diversity,1_2,SF,GOM,SL18-SF-15
SL-SF-17-FG-2,SL18-SF-17-FG2,SL18-SF-17-FG2,Diversity,1_2,SF,GOM,SL18-SF-17
SL-SF-13-FG-2,SL18-SF-13-FG2,SL18-SF-13-FG2,Diversity,1_2,SF,GOM,SL18-SF-13
SL-OD-10-FG-2,SL18-OD-10-FG2,SL18-OD-10-FG2,Diversity,1_2,OD,GOM,SL18-OD-10
SL-TI-4-FG-1,SL18-TI-4-FG1,SL18-TI-4-FG1,Diversity,1_2,TI,SNE,SL18-TI-4
SL-TI-3-MG-1,SL18-TI-3-MG1,SL18-TI-3-MG1,Diversity,1_2,TI,SNE,SL18-TI-3
SL-TI-4-FG-2,SL18-TI-4-FG2,SL18-TI-4-FG2,Diversity,1_2,TI,SNE,SL18-TI-4
SL-TI-5-MG-3,SL18-TI-5-MG3,SL18-TI-5-MG3,Diversity,1_2,TI,SNE,SL18-TI-5
