crossID,Order_1,Year,plotNo,Region,plotNo_Numeric,date,GrowDays,Pain2Plant,femaPar,femaParLoc,malePar,maleParLoc,Crosses,crossID,PlantingDens,development,line,position,block,PhotoScore,wetWgtPlot,lengthPlot,wetWgtPerM,percDryWgt,dryWgtPerM,densityBlades
SL19-UCONN-S272,392,2020,S272,GOM,272,6_9_2020,185,,SL18-SF-17-FG2,SF,SL18-NC-12-MG1,NC,SL18-SF-17-FG2xSL18-NC-12-MG1,SL19-UCONN-S272,3,1,5,NA,7,3,4.21,0.97,4.34,11.69,0.507413109,200
SL19-UCONN-S273,393,2020,S273,GOM,273,6_9_2020,185,,SL18-CC-5-FG2,CC,SL18-NC-10-MG2,NC,SL18-CC-5-FG2xSL18-NC-10-MG2,SL19-UCONN-S273,3,1,5,NA,8,3,3.19,0.95,3.36,11.53,0.387601637,210
SL19-UCONN-S274,394,2020,S274,GOM,274,6_9_2020,185,,SL18-NC-11-FG1,NC,SL18-CC-1-MG11,CC,SL18-NC-11-FG1xSL18-CC-1-MG11,SL19-UCONN-S274,3,1,5,NA,8,1,0.33,0.965,0.34,10.11,0.03482049,0
SL19-UCONN-S275,395,2020,S275,GOM,275,6_9_2020,185,,SL18-NL-3-FG1,NL,SA18-CB-7-MG2,CB,SL18-NL-3-FG1xSA18-CB-7-MG2,SL19-UCONN-S275,3,1,5,NA,8,2,0.58,1,0.58,8.44,0.04892366,250
SL19-UCONN-S276,396,2020,S276,GOM,276,6_9_2020,185,,SL18-OI-18-FG1,OI,SL18-OI-9-MG3,OI,SL18-OI-18-FG1xSL18-OI-9-MG3,SL19-UCONN-S276,1,1,5,NA,8,1,0.2,0.95,0.21,10.97,0.023503138,40
SL19-UCONN-S277,397,2020,S277,GOM,277,6_9_2020,185,,SL18-LL-9-FG2,LL,SA18-CB-5-MG3,CB,SL18-LL-9-FG2xSA18-CB-5-MG3,SL19-UCONN-S277,1,1,5,NA,8,2,0.28,0.983,0.29,11.03,0.03154006,70
SL19-UCONN-S278,398,2020,S278,GOM,278,6_9_2020,185,,SL18-SF-17-FG2,SF,SA18-CB-7-MG3,CB,SL18-SF-17-FG2xSA18-CB-7-MG3,SL19-UCONN-S278,3,1,5,NA,8,3,15.75,1.06,14.85,11.64,1.729189987,310
SL19-UCONN-S279,399,2020,S279,GOM,279,6_9_2020,185,,SA18-CB-4-FG6,CB,SL18-JS-6-MG3,JS,SA18-CB-4-FG6xSL18-JS-6-MG3,SL19-UCONN-S279,3,1,5,NA,9,3,8.38,0.99,8.47,13.64,1.154265069,120
SL19-UCONN-S28,400,2020,S28,GOM,28,6_9_2020,185,,SL18-NC-1-FG1,NC,SL18-OD-5-MG1,OD,SL18-NC-1-FG1xSL18-OD-5-MG1,SL19-UCONN-S28,2,1,1,NA,6,1,0.45,0.95,0.48,10.43,0.049807422,10
SL19-UCONN-S280,401,2020,S280,GOM,280,6_9_2020,185,,SL18-NL-9-FG3,NL,SA18-CB-7-MG1,CB,SL18-NL-9-FG3xSA18-CB-7-MG1,SL19-UCONN-S280,3,1,5,NA,9,1,0.42,0.91,0.46,12.68,0.057986583,20
SL19-UCONN-S281,402,2020,S281,GOM,281,6_9_2020,185,,SL18-NL-9-FG3,NL,SL18-CC-4-MG11,CC,SL18-NL-9-FG3xSL18-CC-4-MG11,SL19-UCONN-S281,3,1,5,NA,9,0,0.02,0.98,NA,NA,NA,0
SL19-UCONN-S282,403,2020,S282,GOM,282,6_9_2020,185,,SL18-OI-15-FG1,OI,SL18-SF-15-MG1,SF,SL18-OI-15-FG1xSL18-SF-15-MG1,SL19-UCONN-S282,2,1,5,NA,9,1,0.19,0.98,0.2,8.23,0.016064424,50
SL19-UCONN-S283,404,2020,S283,GOM,283,6_9_2020,185,,SL18-CC-3-FG1,CC,SL18-JS-11-MG2,JS,SL18-CC-3-FG1xSL18-JS-11-MG2,SL19-UCONN-S283,3,1,5,NA,9,2,0.39,0.96,0.41,11.49,0.047017142,0
SL19-UCONN-S284,405,2020,S284,GOM,284,6_9_2020,185,,SL18-NL-9-FG3,NL,SL18-JS-11-MG2,JS,SL18-NL-9-FG3xSL18-JS-11-MG2,SL19-UCONN-S284,2,1,5,NA,10,0,0.02,1,NA,NA,NA,0
SL19-UCONN-S285,406,2020,S285,GOM,285,6_9_2020,185,,SL18-JS-16-FG1,JS,SL18-NC-5-MG1,NC,SL18-JS-16-FG1xSL18-NC-5-MG1,SL19-UCONN-S285,2,1,5,NA,10,1,0.49,0.935,0.53,10.65,0.056357188,110
SL19-UCONN-S286,407,2020,S286,GOM,286,6_9_2020,185,,SL18-NC-10-FG1,NC,SL18-OI-11-MG1,OI,SL18-NC-10-FG1xSL18-OI-11-MG1,SL19-UCONN-S286,1,1,5,NA,10,1,0.12,0.98,0.12,15.08,0.018677981,0
SL19-UCONN-S287,408,2020,S287,GOM,287,6_9_2020,185,,SL18-NC-2-FG2,NC,SL18-OI-6-MG2,OI,SL18-NC-2-FG2xSL18-OI-6-MG2,SL19-UCONN-S287,1,1,5,NA,10,1,0.02,1,0.02,12.32,0.002464142,0
SL19-UCONN-S288,409,2020,S288,GOM,288,6_9_2020,185,,SL18-NC-15-FG1,NC,SL18-CC-7-MG1,CC,SL18-NC-15-FG1xSL18-CC-7-MG1,SL19-UCONN-S288,1,1,5,NA,10,1,0.1,0.935,NA,NA,NA,10
SL19-UCONN-S289,410,2020,S289,GOM,289,6_9_2020,185,,SL18-CC-7-FG3,CC,SL18-NC-10-MG1,NC,SL18-CC-7-FG3xSL18-NC-10-MG1,SL19-UCONN-S289,2,1,5,NA,10,1,0.04,0.98,0.04,8.93,0.003772241,10
SL19-UCONN-S29,411,2020,S29,GOM,29,6_9_2020,185,,SL18-NC-1-FG3,NC,SL18-OI-9-MG1,OI,SL18-NC-1-FG3xSL18-OI-9-MG1,SL19-UCONN-S29,1,1,1,NA,6,1,0.59,0.93,0.64,11.18,0.071527962,80
SL19-UCONN-S290,412,2020,S290,GOM,290,6_9_2020,185,,SA18-CB-5-FG6,CB,SL18-CC-6-MG2,CC,SA18-CB-5-FG6xSL18-CC-6-MG2,SL19-UCONN-S290,3,1,5,NA,11,3,3.98,0.96,4.15,13.14,0.544987778,40
SL19-UCONN-S291,413,2020,S291,SNE,291,5_26_2020,174,,SL18-BL-18-FG10,BL,SL18-FW-12-MG10,FW,SL18-BL-18-FG10xSL18-FW-12-MG10,SL19-UCONN-S291,3,1,1,NA,1,0,0.02,0.93,NA,NA,NA,0
SL19-UCONN-S292,414,2020,S292,SNE,292,5_26_2020,174,,SL18-FW-14-FG12,FW,SL18-TI-1-MG1,TI,SL18-FW-14-FG12xSL18-TI-1-MG1,SL19-UCONN-S292,3,1,1,NA,1,1,0.05,1.04,NA,NA,NA,0
SL19-UCONN-S293,415,2020,S293,SNE,293,5_26_2020,174,,SL18-FI-1-FG11,FI,SL18-FW-12-MG2,FW,SL18-FI-1-FG11xSL18-FW-12-MG2,SL19-UCONN-S293,3,1,1,NA,1,0,0.03,1.04,NA,NA,NA,0
SL19-UCONN-S294,416,2020,S294,SNE,294,5_26_2020,174,,SL18-BL-11-FG2,BL,SL18-PI-1-MG3,PI,SL18-BL-11-FG2xSL18-PI-1-MG3,SL19-UCONN-S294,3,1,1,NA,1,2,0.24,0.98,0.25,16.89,0.04160216,20
SL19-UCONN-S295,417,2020,S295,SNE,295,5_26_2020,174,,SL18-FI-1-FG10,FI,SL18-BL-21-MG11,BL,SL18-FI-1-FG10xSL18-BL-21-MG11,SL19-UCONN-S295,2,1,1,NA,1,0,0.01,1.1,NA,NA,NA,0
SL19-UCONN-S296,418,2020,S296,SNE,296,5_26_2020,174,,SL18-BL-11-FG2,BL,SL18-FI-1-MG6,FI,SL18-BL-11-FG2xSL18-FI-1-MG6,SL19-UCONN-S296,1,1,1,NA,1,0,0.02,1.01,NA,NA,NA,0
SL19-UCONN-S297,419,2020,S297,SNE,297,5_26_2020,174,,SL18-BL-12-FG1,BL,SL18-FI-2-MG10,FI,SL18-BL-12-FG1xSL18-FI-2-MG10,SL19-UCONN-S297,3,1,1,NA,2,0,0.03,1.07,NA,NA,NA,0
SL19-UCONN-S298,420,2020,S298,SNE,298,5_26_2020,174,,SL18-FW-14-FG1,FW,SL18-TI-6-MG1,TI,SL18-FW-14-FG1xSL18-TI-6-MG1,SL19-UCONN-S298,2,1,1,NA,2,0,0.03,0.92,NA,NA,NA,0
SL19-UCONN-S299,421,2020,S299,SNE,299,5_26_2020,174,,SL18-TI-4-FG2,TI,SL18-BL-11-MG3,BL,SL18-TI-4-FG2xSL18-BL-11-MG3,SL19-UCONN-S299,2,1,1,NA,2,0,0.06,1.02,NA,NA,NA,0
SL19-UCONN-S3,422,2020,S3,GOM,3,6_9_2020,185,,SL18-JS-19-FG3,JS,SA18-CB-10-MG3,CB,SL18-JS-19-FG3xSA18-CB-10-MG3,SL19-UCONN-S3,1,1,1,NA,1,0,0.15,0.81,NA,NA,NA,0
SL19-UCONN-S30,423,2020,S30,GOM,30,6_9_2020,185,,SL18-JS-19-FG3,JS,SL18-OI-17-MG1,OI,SL18-JS-19-FG3xSL18-OI-17-MG1,SL19-UCONN-S30,1,1,1,NA,6,2,1.14,0.928,1.23,13.55,0.166598482,0
SL19-UCONN-S300,424,2020,S300,SNE,300,5_26_2020,174,,SL18-BL-17-FG3,BL,SL18-PI-1-MG4,PI,SL18-BL-17-FG3xSL18-PI-1-MG4,SL19-UCONN-S300,2,1,1,NA,2,0,0.03,1.12,NA,NA,NA,0
SL19-UCONN-S301,425,2020,S301,SNE,301,5_26_2020,174,,SL18-FW-14-FG13,FW,SL18-PI-1-MG4,PI,SL18-FW-14-FG13xSL18-PI-1-MG4,SL19-UCONN-S301,3,1,1,NA,2,0,0.02,1.09,NA,NA,NA,0
SL19-UCONN-S302,426,2020,S302,SNE,302,5_26_2020,174,,SL18-BL-12-FG1,BL,SL18-BL-11-MG2,BL,SL18-BL-12-FG1xSL18-BL-11-MG2,SL19-UCONN-S302,2,1,1,NA,2,0,0.03,1.07,NA,NA,NA,0
SL19-UCONN-S303,427,2020,S303,SNE,303,5_26_2020,174,,SL18-BL-18-FG10,BL,SL18-FI-2-MG13,FI,SL18-BL-18-FG10xSL18-FI-2-MG13,SL19-UCONN-S303,3,1,1,NA,3,0,0.01,0.93,NA,NA,NA,0
SL19-UCONN-S304,428,2020,S304,SNE,304,5_26_2020,174,,SL18-BL-17-FG3,BL,SL18-FW-21-MG2,FW,SL18-BL-17-FG3xSL18-FW-21-MG2,SL19-UCONN-S304,2,1,1,NA,3,2,0.2,0.94,0.22,16.74,0.036360481,30
SL19-UCONN-S305,429,2020,S305,SNE,305,5_26_2020,174,,SL18-PI-1-FG3,PI,SL18-TI-6-MG3,TI,SL18-PI-1-FG3xSL18-TI-6-MG3,SL19-UCONN-S305,3,1,1,NA,3,0,0.02,0.99,NA,NA,NA,0
SL19-UCONN-S306,430,2020,S306,SNE,306,5_26_2020,174,,SL18-FI-1-FG11,FI,SL18-TI-3-MG3,TI,SL18-FI-1-FG11xSL18-TI-3-MG3,SL19-UCONN-S306,3,1,1,NA,3,0,0.02,1.03,NA,NA,NA,0
SL19-UCONN-S307,431,2020,S307,SNE,307,5_26_2020,174,,SL18-PI-1-FG1,PI,SL18-FW-21-MG2,FW,SL18-PI-1-FG1xSL18-FW-21-MG2,SL19-UCONN-S307,3,1,1,NA,3,1,0.02,0.9,NA,NA,NA,40
SL19-UCONN-S308,432,2020,S308,SNE,308,5_26_2020,174,,SL18-TI-4-FG3,TI,SL18-FW-21-MG3,FW,SL18-TI-4-FG3xSL18-FW-21-MG3,SL19-UCONN-S308,3,1,2,NA,1,0,0.01,0.945,NA,NA,NA,0
SL19-UCONN-S309,433,2020,S309,SNE,309,5_26_2020,174,,SL18-BL-11-FG1,BL,SL18-FW-21-MG2,FW,SL18-BL-11-FG1xSL18-FW-21-MG2,SL19-UCONN-S309,3,1,2,NA,1,1,0.02,1.06,NA,NA,NA,0
SL19-UCONN-S31,434,2020,S31,GOM,31,6_9_2020,185,,SL18-OI-15-FG1,OI,SL18-OI-4-MG3,OI,SL18-OI-15-FG1xSL18-OI-4-MG3,SL19-UCONN-S31,3,1,1,NA,6,1,0.11,0.815,NA,NA,NA,0
SL19-UCONN-S310,435,2020,S310,SNE,310,5_26_2020,174,,SL18-BL-21-FG12,BL,SL18-PI-1-MG1,PI,SL18-BL-21-FG12xSL18-PI-1-MG1,SL19-UCONN-S310,3,1,2,NA,1,1,0.02,1.03,NA,NA,NA,0
SL19-UCONN-S311,436,2020,S311,SNE,311,5_26_2020,174,,SL18-PI-1-FG1,PI,SL18-BL-13-MG1,BL,SL18-PI-1-FG1xSL18-BL-13-MG1,SL19-UCONN-S311,3,1,2,NA,1,1,0.1,0.95,0.11,16.97,0.018484997,0
SL19-UCONN-S312,437,2020,S312,SNE,312,5_26_2020,174,,SL18-FI-1-FG13,FI,SL18-PI-1-MG10,PI,SL18-FI-1-FG13xSL18-PI-1-MG10,SL19-UCONN-S312,3,1,2,NA,1,0,0.04,1.07,NA,NA,NA,0
SL19-UCONN-S313,438,2020,S313,SNE,313,5_26_2020,174,,SL18-FW-14-FG2,FW,SL18-TI-2-MG1,TI,SL18-FW-14-FG2xSL18-TI-2-MG1,SL19-UCONN-S313,3,1,2,NA,2,0,0.02,1,NA,NA,NA,0
SL19-UCONN-S314,439,2020,S314,SNE,314,5_26_2020,174,,SL18-TI-4-FG3,TI,SL18-PI-1-MG1,PI,SL18-TI-4-FG3xSL18-PI-1-MG1,SL19-UCONN-S314,3,1,2,NA,2,2,0.34,1,0.34,15.89,0.054020441,0
SL19-UCONN-S315,440,2020,S315,SNE,315,5_26_2020,174,,SL18-BL-12-FG2,BL,SL18-FI-2-MG10,FI,SL18-BL-12-FG2xSL18-FI-2-MG10,SL19-UCONN-S315,3,1,2,NA,2,0,0.02,1.04,NA,NA,NA,0
SL19-UCONN-S316,441,2020,S316,SNE,316,5_26_2020,174,,SL18-FW-14-FG11,FW,SL18-BL-10-MG1,BL,SL18-FW-14-FG11xSL18-BL-10-MG1,SL19-UCONN-S316,3,1,2,NA,2,3,0.74,1.01,0.73,15,0.10979768,40
SL19-UCONN-S317,442,2020,S317,SNE,317,5_26_2020,174,,SL18-FW-14-FG11,FW,SL18-TI-5-MG1,TI,SL18-FW-14-FG11xSL18-TI-5-MG1,SL19-UCONN-S317,3,1,2,NA,2,1,0.01,0.97,NA,NA,NA,0
SL19-UCONN-S318,443,2020,S318,SNE,318,5_26_2020,174,,SL18-FW-2-FG6,FW,SL18-BL-11-MG1,BL,SL18-FW-2-FG6xSL18-BL-11-MG1,SL19-UCONN-S318,3,1,2,NA,2,1,0.04,0.9,NA,NA,NA,0
SL19-UCONN-S319,444,2020,S319,SNE,319,5_26_2020,174,,SL18-BL-14-FG3,BL,SL18-BL-12-MG1,BL,SL18-BL-14-FG3xSL18-BL-12-MG1,SL19-UCONN-S319,3,1,2,NA,3,2,0.27,0.94,0.29,18.28,0.053309681,40
SL19-UCONN-S32,445,2020,S32,GOM,32,6_9_2020,185,,SL18-NC-9-FG2,NC,SL18-OI-17-MG1,OI,SL18-NC-9-FG2xSL18-OI-17-MG1,SL19-UCONN-S32,1,1,1,NA,6,1,0.37,0.87,0.42,9.86,0.041814529,10
SL19-UCONN-S320,446,2020,S320,SNE,320,5_26_2020,174,,SL18-FI-2-FG6,FI,SL18-BL-12-MG3,BL,SL18-FI-2-FG6xSL18-BL-12-MG3,SL19-UCONN-S320,2,1,2,NA,3,1,0.02,0.97,NA,NA,NA,0
SL19-UCONN-S321,447,2020,S321,SNE,321,5_26_2020,174,,SL18-FW-14-FG12,FW,SL18-BL-18-MG10,BL,SL18-FW-14-FG12xSL18-BL-18-MG10,SL19-UCONN-S321,3,1,2,NA,3,0,0.02,0.97,NA,NA,NA,0
SL19-UCONN-S322,448,2020,S322,SNE,322,5_26_2020,174,,SL18-TI-1-FG4,TI,SL18-PI-1-MG3,PI,SL18-TI-1-FG4xSL18-PI-1-MG3,SL19-UCONN-S322,3,1,2,NA,3,3,1.32,0.96,1.38,11.73,0.161693184,90
SL19-UCONN-S323,449,2020,S323,SNE,323,5_26_2020,174,,SL18-BL-21-FG12,BL,SL18-PI-1-MG2,PI,SL18-BL-21-FG12xSL18-PI-1-MG2,SL19-UCONN-S323,3,1,2,NA,3,1,0.02,1.03,0.02,22.25,0.00386654,0
SL19-UCONN-S324,450,2020,S324,SNE,324,5_26_2020,174,,SL18-BL-11-FG1,BL,SL18-FW-21-MG2,FW,SL18-BL-11-FG1xSL18-FW-21-MG2,SL19-UCONN-S324,2,1,2,NA,3,0,0.01,0.88,NA,NA,NA,0
SL19-UCONN-S325,451,2020,S325,SNE,325,5_26_2020,174,,SL18-FI-1-FG11,FI,SL18-BL-11-MG4,BL,SL18-FI-1-FG11xSL18-BL-11-MG4,SL19-UCONN-S325,3,1,3,NA,1,1,0.06,0.9,0.06,16.59,0.010505236,0
SL19-UCONN-S326,452,2020,S326,SNE,326,5_26_2020,174,,SL18-FI-1-FG13,FI,SL18-BL-17-MG3,BL,SL18-FI-1-FG13xSL18-BL-17-MG3,SL19-UCONN-S326,2,1,3,NA,1,3,0.42,0.98,0.43,17.09,0.07350546,170
SL19-UCONN-S327,453,2020,S327,SNE,327,5_26_2020,174,,SL18-FW-12-FG10,FW,SL18-PI-1-MG11,PI,SL18-FW-12-FG10xSL18-PI-1-MG11,SL19-UCONN-S327,3,1,3,NA,1,3,0.6,0.99,0.61,13.23,0.080266305,220
SL19-UCONN-S328,454,2020,S328,SNE,328,5_26_2020,174,,SL18-BL-17-FG3,BL,SL18-FI-2-MG5,FI,SL18-BL-17-FG3xSL18-FI-2-MG5,SL19-UCONN-S328,1,1,3,NA,1,3,0.71,1.02,0.69,14.71,0.102223878,150
SL19-UCONN-S329,455,2020,S329,SNE,329,5_26_2020,174,,SL18-FW-12-FG10,FW,SL18-PI-1-MG11,PI,SL18-FW-12-FG10xSL18-PI-1-MG11,SL19-UCONN-S329,3,1,3,NA,1,3,0.33,1.02,0.32,14.51,0.046731691,250
SL19-UCONN-S33,456,2020,S33,GOM,33,6_9_2020,185,,SL18-LL-9-FG4,LL,SL18-OI-18-MG3,OI,SL18-LL-9-FG4xSL18-OI-18-MG3,SL19-UCONN-S33,3,1,1,NA,7,1,0.2,0.99,0.2,10.03,0.020329536,50
SL19-UCONN-S330,457,2020,S330,SNE,330,5_26_2020,174,,SL18-BL-14-FG3,BL,SL18-TI-4-MG1,TI,SL18-BL-14-FG3xSL18-TI-4-MG1,SL19-UCONN-S330,3,1,3,NA,1,2,0.22,0.97,0.23,14.06,0.032189966,20
SL19-UCONN-S331,458,2020,S331,SNE,331,5_26_2020,174,,SL18-FI-1-FG13,FI,SL18-TI-3-MG2,TI,SL18-FI-1-FG13xSL18-TI-3-MG2,SL19-UCONN-S331,3,1,3,NA,2,1,0.06,1.02,0.06,16.29,0.009359781,40
SL19-UCONN-S332,459,2020,S332,SNE,332,5_26_2020,174,,SL18-FW-14-FG2,FW,SL18-PI-1-MG10,PI,SL18-FW-14-FG2xSL18-PI-1-MG10,SL19-UCONN-S332,3,1,3,NA,2,1,0.05,1.03,NA,NA,NA,0
SL19-UCONN-S333,460,2020,S333,SNE,333,5_26_2020,174,,SL18-FI-1-FG3,FI,SL18-TI-1-MG11,TI,SL18-FI-1-FG3xSL18-TI-1-MG11,SL19-UCONN-S333,3,1,3,NA,2,1,0.03,1.05,NA,NA,NA,0
SL19-UCONN-S334,461,2020,S334,SNE,334,5_26_2020,174,,SL18-FW-14-FG13,FW,SL18-TI-1-MG2,TI,SL18-FW-14-FG13xSL18-TI-1-MG2,SL19-UCONN-S334,3,1,3,NA,2,1,0.07,0.91,0.07,15.61,0.011371194,0
SL19-UCONN-S335,462,2020,S335,SNE,335,5_26_2020,174,,SL18-BL-17-FG2,BL,SL18-FI-2-MG13,FI,SL18-BL-17-FG2xSL18-FI-2-MG13,SL19-UCONN-S335,3,1,3,NA,2,1,0.09,0.85,0.11,16.38,0.017438377,40
SL19-UCONN-S336,463,2020,S336,SNE,336,5_26_2020,174,,SL18-TI-4-FG3,TI,SL18-FW-2-MG2,FW,SL18-TI-4-FG3xSL18-FW-2-MG2,SL19-UCONN-S336,3,1,3,NA,3,3,0.89,1.03,0.86,15.35,0.132325253,320
SL19-UCONN-S337,464,2020,S337,SNE,337,5_26_2020,174,,SL18-FW-14-FG12,FW,SL18-BL-10-MG2,BL,SL18-FW-14-FG12xSL18-BL-10-MG2,SL19-UCONN-S337,3,1,3,NA,3,1,0.17,0.975,0.18,15.33,0.0269995,10
SL19-UCONN-S338,465,2020,S338,SNE,338,5_26_2020,174,,SL18-FI-1-FG3,FI,SL18-PI-1-MG2,PI,SL18-FI-1-FG3xSL18-PI-1-MG2,SL19-UCONN-S338,3,1,3,NA,3,1,0.09,0.99,0.09,14.24,0.013045349,50
SL19-UCONN-S339,466,2020,S339,SNE,339,5_26_2020,174,,SL18-PI-1-FG6,PI,SL18-TI-3-MG11,TI,SL18-PI-1-FG6xSL18-TI-3-MG11,SL19-UCONN-S339,3,1,3,NA,3,1,0.07,0.96,0.08,15.67,0.011882481,0
SL19-UCONN-S34,467,2020,S34,GOM,34,6_9_2020,185,,SL18-OI-17-FG4,OI,SL18-CC-7-MG1,CC,SL18-OI-17-FG4xSL18-CC-7-MG1,SL19-UCONN-S34,3,1,1,NA,7,3,7.11,1.037,6.85,10.79,0.739377608,200
SL19-UCONN-S340,468,2020,S340,SNE,340,5_26_2020,174,,SL18-FI-1-FG10,FI,SL18-FW-12-MG2,FW,SL18-FI-1-FG10xSL18-FW-12-MG2,SL19-UCONN-S340,3,1,3,NA,3,1,0.05,1.04,NA,NA,NA,0
SL19-UCONN-S341,469,2020,S341,SNE,341,5_26_2020,174,,SL18-PI-1-FG3,PI,SL18-TI-4-MG2,TI,SL18-PI-1-FG3xSL18-TI-4-MG2,SL19-UCONN-S341,3,1,3,NA,3,2,0.17,0.96,0.18,16.33,0.029402399,130
SL19-UCONN-S342,470,2020,S342,SNE,342,5_26_2020,174,,SL18-FI-1-FG12,FI,SL18-PI-1-MG11,PI,SL18-FI-1-FG12xSL18-PI-1-MG11,SL19-UCONN-S342,3,1,4,NA,1,2,0.42,0.91,0.46,13.66,0.062490521,10
SL19-UCONN-S343,471,2020,S343,SNE,343,5_26_2020,174,,SL18-PI-1-FG4,PI,SL18-TI-1-MG3,TI,SL18-PI-1-FG4xSL18-TI-1-MG3,SL19-UCONN-S343,3,1,4,NA,1,1,0.11,0.99,0.11,12.05,0.013468831,50
SL19-UCONN-S344,472,2020,S344,SNE,344,5_26_2020,174,,SL18-FI-1-FG3,FI,SL18-TI-1-MG4,TI,SL18-FI-1-FG3xSL18-TI-1-MG4,SL19-UCONN-S344,1,1,4,NA,1,1,0.12,1.05,0.11,13.81,0.015325717,20
SL19-UCONN-S345,473,2020,S345,SNE,345,5_26_2020,174,,SL18-FW-14-FG13,FW,SL18-PI-1-MG4,PI,SL18-FW-14-FG13xSL18-PI-1-MG4,SL19-UCONN-S345,3,1,4,NA,1,1,0.03,0.98,NA,NA,NA,0
SL19-UCONN-S346,474,2020,S346,SNE,346,5_26_2020,174,,SL18-TI-4-FG2,TI,SL18-BL-10-MG2,BL,SL18-TI-4-FG2xSL18-BL-10-MG2,SL19-UCONN-S346,3,1,4,NA,1,3,0.62,0.92,0.67,11.52,0.077097856,190
SL19-UCONN-S347,475,2020,S347,SNE,347,5_26_2020,174,,SL18-BL-17-FG2,BL,SL18-FW-2-MG5,FW,SL18-BL-17-FG2xSL18-FW-2-MG5,SL19-UCONN-S347,2,1,4,NA,1,2,0.18,0.97,0.19,9.84,0.018477032,10
SL19-UCONN-S348,476,2020,S348,SNE,348,5_26_2020,174,,SL18-TI-4-FG2,TI,SL18-PI-1-MG2,PI,SL18-TI-4-FG2xSL18-PI-1-MG2,SL19-UCONN-S348,3,1,4,NA,2,3,0.34,0.99,0.34,14.34,0.049356697,50
SL19-UCONN-S349,477,2020,S349,SNE,349,5_26_2020,174,,SL18-BL-11-FG3,BL,SL18-PI-1-MG1,PI,SL18-BL-11-FG3xSL18-PI-1-MG1,SL19-UCONN-S349,3,1,4,NA,2,1,0.07,0.9,0.07,22.81,0.016978401,40
SL19-UCONN-S35,478,2020,S35,GOM,35,6_9_2020,185,,SL18-OI-17-FG1,OI,SL18-OI-4-MG1,OI,SL18-OI-17-FG1xSL18-OI-4-MG1,SL19-UCONN-S35,3,1,1,NA,7,2,1.38,0.97,1.42,12.73,0.181415223,100
SL19-UCONN-S350,479,2020,S350,SNE,350,5_26_2020,174,,SL18-PI-1-FG11,PI,SL18-TI-3-MG11,TI,SL18-PI-1-FG11xSL18-TI-3-MG11,SL19-UCONN-S350,3,1,4,NA,2,1,0.03,0.95,0.04,11.67,0.004115544,20
SL19-UCONN-S351,480,2020,S351,SNE,351,5_26_2020,174,,SL18-PI-1-FG10,PI,SL18-TI-2-MG3,TI,SL18-PI-1-FG10xSL18-TI-2-MG3,SL19-UCONN-S351,3,1,4,NA,2,1,0.09,1.01,0.09,14.97,0.013234476,10
SL19-UCONN-S352,481,2020,S352,SNE,352,5_26_2020,174,,SL18-FI-1-FG12,FI,SL18-FW-12-MG10,FW,SL18-FI-1-FG12xSL18-FW-12-MG10,SL19-UCONN-S352,2,1,4,NA,2,2,0.17,0.98,0.17,14.01,0.024495483,50
SL19-UCONN-S353,482,2020,S353,SNE,353,5_26_2020,174,,SL18-FW-2-FG1,FW,SL18-PI-1-MG1,PI,SL18-FW-2-FG1xSL18-PI-1-MG1,SL19-UCONN-S353,1,1,4,NA,3,1,0.13,0.99,0.13,15.14,0.019990386,0
SL19-UCONN-S354,483,2020,S354,SNE,354,5_26_2020,174,,SL18-TI-2-FG5,TI,SL18-BL-17-MG2,BL,SL18-TI-2-FG5xSL18-BL-17-MG2,SL19-UCONN-S354,2,1,4,NA,3,3,0.5,0.95,0.53,8.95,0.047412706,210
SL19-UCONN-S355,484,2020,S355,SNE,355,5_26_2020,174,,SL18-PI-1-FG1,PI,SL18-BL-12-MG2,BL,SL18-PI-1-FG1xSL18-BL-12-MG2,SL19-UCONN-S355,3,1,4,NA,3,3,0.4,1.07,0.37,11.57,0.042738532,110
SL19-UCONN-S356,485,2020,S356,SNE,356,5_26_2020,174,,SL18-FI-2-FG4,FI,SL18-TI-2-MG11,TI,SL18-FI-2-FG4xSL18-TI-2-MG11,SL19-UCONN-S356,3,1,4,NA,3,3,0.35,1,0.35,8.9,0.031153085,40
SL19-UCONN-S357,486,2020,S357,SNE,357,5_26_2020,174,,SL18-FW-14-FG2,FW,SL18-BL-12-MG3,BL,SL18-FW-14-FG2xSL18-BL-12-MG3,SL19-UCONN-S357,3,1,4,NA,3,2,0.2,1.03,0.19,21.27,0.040862312,0
SL19-UCONN-S358,487,2020,S358,SNE,358,5_26_2020,174,,SL18-PI-1-FG3,PI,SL18-TI-2-MG6,TI,SL18-PI-1-FG3xSL18-TI-2-MG6,SL19-UCONN-S358,3,1,5,NA,1,3,0.35,0.9,0.39,15.38,0.059281155,50
SL19-UCONN-S359,488,2020,S359,SNE,359,5_26_2020,174,,SL18-BL-17-FG3,BL,SL18-FW-2-MG2,FW,SL18-BL-17-FG3xSL18-FW-2-MG2,SL19-UCONN-S359,2,1,5,NA,1,2,0.12,0.96,NA,NA,NA,20
SL19-UCONN-S36,489,2020,S36,GOM,36,6_9_2020,185,,SL18-CC-8-FG2,CC,SL18-OI-16-MG2,OI,SL18-CC-8-FG2xSL18-OI-16-MG2,SL19-UCONN-S36,3,1,1,NA,7,1,0.44,0.905,0.48,11.46,0.055291981,80
