"","pedigree","gpSex","WWP","DWpM","PDW","BDns","BLen","BMax","BThk","SLen","SDia"
"SL18-LD-2-MG2","SL18-LD-2-MG2","M",0.177517068019061,0.0656177535044368,0.406948396774024,-4.53769720753707,0.658635352448606,0.0187777918366301,-0.467215628450501,0.211410649613364,-0.116863609592386
"SL18-NC-5-MG1","SL18-NC-5-MG1","M",-0.630727244617256,-0.15802850314422,-0.464182425013559,-37.3143437123251,0.243012006750991,0.35529643584911,-2.01735347332679,-0.810962896094529,-2.01052540591555
"SL18-JS-6-MG2","SL18-JS-6-MG2","M",0.364179988976831,0.160984812325528,1.79412587440458,-18.9994584860003,-0.0793569747544731,-0.19125612084536,0.332476245401734,-0.0591532642820725,0.658342171518317
"SL18-OI-16-MG3","SL18-OI-16-MG3","M",-0.429831988947936,-0.126672174424858,0.580098302201251,-48.6937615292419,0.404353617674998,0.111051143067984,-0.578063213374221,-0.934889123685905,-0.910056237838113
"SL18-OI-2-MG2","SL18-OI-2-MG2","M",0.0500641975157465,-0.0160357185026929,0.0707693540615768,36.2549558722886,0.380708010161502,-0.103948193393298,0.283773653910057,-0.0990158464582329,0.455962167307399
"SL18-JS-19-MG2","SL18-JS-19-MG2","M",-0.370416569646674,-0.151516150816177,-0.017076629114361,-84.9172920421482,-0.00200565247554634,0.0162870804861946,0.393039883653726,0.676116728104783,0.577107717746724
"SL18-OD-6-MG2","SL18-OD-6-MG2","M",0.0640189362706867,0.0199863047676056,0.575711504299324,1.76378234036295,0.056026664003555,0.169137654344828,-0.0151248526700316,-0.264217679278215,-0.937215822301673
"SL18-NC-15-MG1","SL18-NC-15-MG1","M",0.1015322560724,0.0140863246307552,-0.210280989231227,104.80606088312,-0.627160113381282,0.342747471019386,1.31210356792697,-0.0902916757957698,1.63603682306112
"SA18-CB-4-MG2","SA18-CB-4-MG2","M",0.124560144157782,0.0905598846256354,-0.206514858671472,-5.09706042851742,0.0648739207765407,0.0030644309409635,-0.212130850939034,-0.28457241522909,-0.660721630918733
"SL18-OD-6-MG1","SL18-OD-6-MG1","M",0.261166966290001,0.0760695722039872,0.332066265887015,2.4107658716195,0.251142993504484,-0.00918672490429079,0.312649753972171,-0.802301042980787,-0.085550399662281
"SL18-SF-19-MG1","SL18-SF-19-MG1","M",-0.347291204002192,-0.0969852856055199,-0.464776133060034,-48.6510907956772,0.394233506254177,0.080632781424572,0.179684481353907,0.125572505333123,-0.699473373884109
"SL18-OI-15-MG3","SL18-OI-15-MG3","M",0.0495891947977135,0.00642837361657015,0.421664049907255,7.73845322367098,-1.07316423903988,-0.0730757605372874,0.366243802439687,1.0809533090536,0.0929156078132313
"SL18-NC-2-MG3","SL18-NC-2-MG3","M",0.315842752839845,0.0706599610943051,-0.45249760290676,24.5814654039541,0.251025144404312,-0.129650345372401,0.667977563387804,-0.250757495055658,0.840101688747766
"SA18-CB-1-MG13","SA18-CB-1-MG13","M",-0.107254394205285,-0.0200287334786144,0.649787493596266,-24.3106986613099,-0.863476984258948,-0.299440716671317,0.715810319554747,-0.219954708577273,0.26567545476446
"SL18-OI-4-MG3","SL18-OI-4-MG3","M",-0.132125837172788,-0.045868567191795,0.0724090107279789,4.48859571888004,0.164218131853359,-0.28706466329972,-1.26573509038662,0.317346952442327,-0.835055816205325
"SL18-NL-5-MG2","SL18-NL-5-MG2","M",-0.242595416289689,-0.0498774224808111,0.023100309085629,8.45945419055558,-0.0287143153086811,0.088146004655718,-0.916246620246167,-0.205794123801164,-0.600313003597959
"SL18-LD-9-MG1","SL18-LD-9-MG1","M",0.145914020269451,0.0241409523082003,-0.258382423161988,33.6500083122764,0.320781350750153,0.0974310010090577,-0.0043478281569629,-0.456696016616702,-0.113331976652354
"SL18-NC-9-MG2","SL18-NC-9-MG2","M",-0.0439929897374572,-0.0422899819915103,0.566510517461221,-12.4029558469828,-0.278366580463039,-0.114317484810506,0.462059472633057,0.276462602464175,0.275607080003544
"SL18-CC-11-MG5","SL18-CC-11-MG5","M",0.649657526479432,0.173933585535616,-1.02704490862222,103.394333551082,-0.0566045165505155,-0.0923694396991561,0.0532839784331254,0.261880883948134,0.0460957519584642
"SL18-OI-7-MG1","SL18-OI-7-MG1","M",0.0541309406143138,-9.97106815557218e-05,-0.658312225634936,-15.5026368786088,0.154977409028733,-0.0748753186616163,0.0469787828571025,0.338703683913261,-0.482276487949938
"SL18-OI-11-MG4","SL18-OI-11-MG4","M",0.19375599398071,0.0379833082178863,0.0417315441003822,6.65989326987358,-0.566627846085913,0.251606024230356,-0.426828546615537,-0.680277849100395,-1.10562656984984
"SA18-CB-7-MG2","SA18-CB-7-MG2","M",0.300779467609202,0.177443420856035,0.561397703405794,112.532413022862,0.555475483966666,0.0295330596710489,-0.387239216884006,-0.42676947458884,-0.688889813728649
"SL18-JS-9-MG3","SL18-JS-9-MG3","M",-0.519281908252083,-0.170287695262051,-0.237052674738754,-45.758396069825,0.133232256457073,0.157916295376726,-0.333577765145478,0.281666207565355,-0.418351244056558
"SL18-NC-10-MG2","SL18-NC-10-MG2","M",-0.356554112346848,-0.16253691899832,-1.21893803584948,-1.15275753903268,0.276456567365143,-0.321021682951242,-0.21540839413848,0.532887465272432,-0.726502644571627
"SL18-NC-2-MG1","SL18-NC-2-MG1","M",0.32213161304599,0.0892851856977614,-0.264454746773269,21.3710267928572,0.135227584715397,-0.14533966064274,0.215626838222596,0.25653698753219,0.609958737879054
"SL18-JS-11-MG3","SL18-JS-11-MG3","M",-0.326548261130991,-0.0972638799052021,-0.610146623662417,-6.19197429004369,0.307470272559576,0.0421817511757256,-0.0787881100321085,0.16126625772072,0.404699876044455
