"","pedigree","index","WWP","DWpM","PDW","BDns","BLen","BMax","BThk","SLen","SDia"
"SL18-LD-13","SL18-LD-13",0.00307230300694687,-0.193987765021456,-0.0584031322095274,0.119878567426002,9.92735599984228,0.0950680577907696,0.0860706715461665,-0.0923038433655271,-0.163329512510033,0.0752634575179242
"SL18-FW-2","SL18-FW-2",0.24357388261663,0.290176677428383,0.0993746718986302,0.0448245388193695,15.2743302609849,-0.00213349342754606,0.0326501967007365,-0.0628665181734638,-0.0623307064206613,-0.256178308394841
"SL18-FI-1","SL18-FI-1",0.25661465954736,0.288590194206316,0.0996112853630583,0.0573920888212431,11.5493079323668,-0.0409803977596317,0.0295570945594571,0.0345954967445845,-0.0665711467540917,-0.244183409425988
"SL18-FI-2","SL18-FI-2",0.224460311654926,0.243783224506868,0.0866933647360184,0.0510735821828891,4.71044954265712,-0.0221647007263815,0.0613463936695939,0.0124775177188461,-0.0774406552850291,-0.203147093172519
"SL18-CC-1","SL18-CC-1",0.0821760992274828,0.0719933320235806,0.0166939030016264,0.0487882932242301,14.0417574578538,-0.203822280464319,-0.184222330546071,0.221968143610354,0.216712487797318,0.116156222185552
"SL18-CC-2","SL18-CC-2",0.171833775397392,0.429233388081524,0.13385511521592,-0.0958764550344483,13.7983100361356,0.0297653092313629,-0.0615820093156422,-0.332380259878119,0.0648832899943088,-0.349297336763917
"SL18-CC-3","SL18-CC-3",0.274089212887964,0.25117611029634,0.105258527751128,0.0635721573857081,2.66992042672527,0.219281484612902,-0.176681049759709,-0.175293528916695,-0.209810794206182,-0.080558739664924
"SL18-CC-4","SL18-CC-4",0.0508450119959946,0.136737679605319,0.0372147391399275,-0.0235844662838605,2.61502357441616,0.0983799776626273,0.0371895231425631,0.150698927793637,0.206481255737149,-0.0841336646441532
"SL18-CC-5","SL18-CC-5",0.0717726616577674,0.419045871154,0.11285514811566,-0.153937634573553,2.98053437954439,0.0894317011053656,0.321228663954085,-0.701415433988238,0.0664128005078718,-0.659338098667261
"SL18-CC-6","SL18-CC-6",-0.121638965028162,0.050762371930439,-0.0136127970968226,-0.0944133708345171,-10.7728344175502,0.0329883655423508,-0.0192826998261364,-0.369677967651122,-0.0882910445473629,-0.34442369339622
"SL18-CC-7","SL18-CC-7",0.137640816535442,0.391114933648573,0.106066759887609,-0.0744927032397762,16.951008126794,0.0771627591488403,-0.0716123064835986,-0.125153904819003,0.316527250514139,0.0032400664792106
"SL18-CC-8","SL18-CC-8",-0.153977478434354,-0.0509970144812942,-0.0327569130025402,-0.0884636524292736,0.908049161075335,0.0963407047877764,0.101479699115774,-0.628460207947598,-0.385703156042669,-0.455745165301404
"SL18-CC-9","SL18-CC-9",0.0109873098028316,0.070599824820532,0.0230302650491334,-0.0350732202954352,6.82379921172083,0.0478886307629232,-0.0908977201026909,0.0096197496555152,0.217815586313469,-0.318893991437477
"SL18-CC-10","SL18-CC-10",0.17737238065749,0.263151310019426,0.0858014368065828,0.00576950704432427,7.78968030046359,0.128176956322053,-0.000849370396039696,0.0314230751489132,0.0821721292547395,-0.192896644192692
"SL18-CC-11","SL18-CC-11",0.227339302069248,0.629526542236295,0.182717657533689,-0.13809601299813,58.1639017315531,0.0905819987755322,-0.0240701582402557,-0.051603041921145,-0.118756625192626,-0.475818597022169
