"","pedigree","gpSex","WWP","DWpM","PDW","BDns","BLen","BMax","BThk","SLen","SDia"
"SL18-LD-9","SL18-LD-9",NA,-0.276617449909636,-0.0483579771671645,4.49872491596753e-09,-63.684292388871,0.0249587677081159,0.0572957057581709,0.228086813453203,-0.203865971062589,-0.01661119171594
"SL18-LD-10","SL18-LD-10",NA,-0.136191468195641,-0.0264612641463847,4.11166331663693e-09,-17.1873761834345,0.00663860640796431,0.238360154231813,0.666842143162585,-0.0940523504812473,0.0866898133532134
"SL18-LD-13","SL18-LD-13",NA,0.0102851153010185,0.00294406741831016,3.46709056816612e-09,21.6120753487126,0.00345514887686574,0.212604972742278,-0.280844490992289,-0.188477613439875,-0.0379418820173936
"SL18-FW-2","SL18-FW-2",NA,0.115349391144151,0.0233840554625861,4.56825308438203e-10,0.376983764796237,0.0050285015147827,-0.0233759124551684,0.0500154727377711,-0.0482270205422052,-0.112072846956087
"SL18-FI-1","SL18-FI-1",NA,0.115660878998886,0.0252931564115565,5.62714944113378e-10,-5.62599265073712,0.000358816819977973,-0.0168925557006483,0.0963172542224751,-0.0948789693221946,-0.144729993250496
"SL18-FI-2","SL18-FI-2",NA,0.0928791739511797,0.0207819836362534,6.78411601308303e-10,-10.1267610898482,0.00315569162742829,-0.00828508939307364,0.109916112315966,-0.0520699334810278,-0.0869414800888524
"SL18-CC-1","SL18-CC-1",NA,0.0511502691320048,0.0107380520530554,1.5859808600262e-10,0.420361029318468,0.00247243962816927,-0.0271923776397015,-0.020299844046028,-0.0231091098770728,-0.0414820776147752
"SL18-CC-2","SL18-CC-2",NA,0.0619277907111457,0.0116403569380628,6.70964738065776e-12,3.39330689901275,0.0027631783156023,-0.0126653119474714,-0.0184381958200541,-0.0364876787069194,-0.0897045710473262
"SL18-CC-3","SL18-CC-3",NA,0.0209793349183961,0.00377338973728075,8.93563098919142e-11,0.867974883405603,0.00349341064625174,-0.00065258953027611,-0.0250713134584772,-0.0289532293352412,-0.0759025607127794
"SL18-CC-4","SL18-CC-4",NA,0.0561626536407647,0.0114013606252909,-8.44906445802005e-11,7.66753202382557,0.00101268454829443,0.00626898188150176,0.00247818582173177,-0.0262091352836624,-0.0730608803320644
"SL18-CC-5","SL18-CC-5",NA,0.0481789061132056,0.0100233706898913,1.47445226637373e-10,2.22697599056001,0.00300210881897521,0.0392183348055193,-0.038576730456451,-0.00940273239403148,-0.0223782956369358
"SL18-CC-6","SL18-CC-6",NA,0.0312747261830922,0.00777132292858657,2.5235822976605e-10,2.01964120574729,0.00586239515184455,0.0271259570420256,0.00605626424048196,0.01543540249521,-0.0212831667969005
"SL18-CC-7","SL18-CC-7",NA,0.0483172496014431,0.00974405341721699,4.36487972985778e-10,0.364480285371917,0.00764651885587265,-0.00184158612509448,-0.0110412156602114,-0.0435016409937067,-0.13561295259869
"SL18-CC-8","SL18-CC-8",NA,0.0486048416188446,0.0103081384104095,2.54560208067459e-10,4.97744589374206,0.00498548152551637,-0.0242487486537749,0.0186707347234427,-0.0395343586208401,-0.065090613520619
"SL18-CC-9","SL18-CC-9",NA,0.043597645404993,0.00881486266664973,2.93805639257523e-11,3.59570257653467,0.00235001712269869,0.00557349775264031,0.00478877836270847,-0.030851524453804,-0.0700332439305312
"SL18-CC-10","SL18-CC-10",NA,0.025749219790193,0.00515676074064647,2.38614780763723e-11,0.826431854455189,0.00522504346164425,0.0185343458161089,0.00166118833246659,-0.0065283475853334,-0.0211611761271982
"SL18-CC-11","SL18-CC-11",NA,0.0325672095472146,0.00699852000703127,2.27149977649024e-10,0.686856058841844,0.00321462874626646,0.0123894220141996,0.0140009190422425,-0.0339561081594204,-0.0498693997972964
"SL18-CC-12","SL18-CC-12",NA,0.028168574935632,0.00575395676183924,1.87614037656765e-10,2.52605643580613,0.00642794471213292,0.00925998480274799,0.0126194744109894,0.039660893706276,0.0315571579032383
"SL18-FW-14","SL18-FW-14",NA,0.117658405706057,0.0247566604314341,1.39292329772129e-10,0.388139948117805,0.00224486602379768,-0.058335718776557,0.100944674751204,-0.0714785223157286,-0.0938382356504006
"SL18-NC-2","SL18-NC-2",NA,-0.025027122353677,-0.00437483140425912,-1.51165205637791e-09,12.2997915837605,0.00133653558643708,-0.00913317613679675,0.0145149412111136,0.112691173651351,0.0715781601050559
"SL18-NC-1","SL18-NC-1",NA,0.0103874799896344,0.00345578732608957,-9.3308475272068e-10,17.7591811047627,0.00115877535389387,0.00821520135838217,-0.0436344344249452,0.109431408694903,0.0312614390592843
"SL18-NC-5","SL18-NC-5",NA,-0.0285438508541604,-0.00312771457370864,-1.0482139094135e-09,8.15408700467298,-0.000962892892165588,0.0119305651676637,0.0197352315281611,0.0945663011684368,0.0312802856682935
"SL18-JS-6","SL18-JS-6",NA,0.00616026138485632,0.0010045639561872,-1.38540062054212e-09,12.8905150063377,-0.00157459948593096,0.00934688673138848,-0.0235355475132649,0.072866697259038,-0.0063338435226022
"SL18-JS-5","SL18-JS-5",NA,-0.0250266428865988,-0.0032959150427788,-1.20724408192782e-09,6.50850047854833,-0.0040020529976291,0.0169683949690899,0.0407142849845921,0.0886770212357349,0.0490842719085357
"SL18-JS-9","SL18-JS-9",NA,-0.0147162693154643,-0.00298633418938,-1.85440804440925e-09,12.4193684913825,-0.00294901078813343,0.00537742866665442,0.0194855706224616,0.111653231561932,0.0789186019915661
"SL18-NC-8","SL18-NC-8",NA,-0.00634707227592613,0.00167912684590207,-6.64898395624676e-10,7.24829191693182,-0.00148254805197994,0.00435839454512203,-0.0101703776791492,0.04167528599659,0.0100942380412125
"SL18-NC-10","SL18-NC-10",NA,-0.0339753889860573,-0.00417616953977499,-1.11697366951147e-09,10.4248615442077,0.000498751253579855,0.0139863581785195,0.0531007909993157,0.146516359316174,0.114438328031339
"SL18-NC-9","SL18-NC-9",NA,-0.0185526549250447,-0.00313733814873571,-1.13877426124008e-09,7.14248660857977,0.00230482810593702,0.0427843726883088,0.000423303142830857,0.137513012675114,0.0831130362570967
"SL18-NC-12","SL18-NC-12",NA,-0.0152277843499523,-0.00174528104921802,-1.02001568701055e-09,6.25174458059301,-0.00167822502288156,-0.0072905587709474,-0.0237609545596337,0.0321193607392232,0.00574849939351983
"SL18-NL-2","SL18-NL-2",NA,-0.111505203977489,-0.0178777322200517,-2.02202121219902e-09,-14.6180605566181,0.0100208227438294,0.251941154821534,0.213847599733036,0.321269353088144,-0.103565296537577
"SL18-NL-3","SL18-NL-3",NA,-0.0535502396196889,-0.00247526853068791,-4.43073417412753e-10,15.6831112007949,0.00369375762892263,-0.022939393675899,-0.162168905671542,0.0959683042504603,-0.148455697092066
"SL18-NL-5","SL18-NL-5",NA,-0.176954828036052,-0.0294619347101455,-1.2256556556115e-09,13.2470395923447,0.011447600433519,-0.122064732280478,-0.0922154434407335,-0.01501405514921,0.125721354506805
"SL18-NL-7","SL18-NL-7",NA,-0.144759650264567,-0.0217823337652139,-1.48384243041046e-09,-10.5206784741905,0.00306276075458722,0.0359462552280988,-0.0685102420742329,0.551508163764679,0.54046044931496
"SL18-NL-6","SL18-NL-6",NA,0.192666011503838,0.0392273122102326,-5.70207099713408e-09,103.513684417763,-0.00320180335017479,-0.163137425355847,0.255897280748204,0.466807869916663,0.439989924788893
"SL18-NL-9","SL18-NL-9",NA,-0.133888889242659,-0.0418240212009142,-5.9379004812191e-09,25.0866099634258,0.00592579473397576,-0.00474573970623794,-0.0202482771176599,0.0939232985874461,0.317991414220937
"SL18-NL-10","SL18-NL-10",NA,-0.0985678428157502,-0.0215815165533898,-3.06124517560687e-09,30.7326086785404,-0.0367537273628524,0.203739137819974,0.182083184553181,0.0857087548174355,-0.077043022571933
"SL18-JS-19","SL18-JS-19",NA,0.00224444568765606,0.00214685685461819,-1.1937302045434e-09,13.8359642231119,-0.000675049365546891,0.0241202767117941,-0.00460033834252124,0.0662862747275057,-0.00136434545639935
"SL18-JS-16","SL18-JS-16",NA,-0.0124579488495651,-0.0010438988996079,-1.36659644290018e-09,12.8801420824927,-0.00181856249555063,0.00361297480370006,0.0235621534642663,0.093248960886485,0.0341190752924518
"SL18-JS-11","SL18-JS-11",NA,-0.0147294472004693,-0.00156595697270919,-1.37427294855242e-09,13.4327714998033,-0.00283803775602066,0.00431573499409835,0.0295560853836797,0.108778283424937,0.075202014283638
"SL18-BL-10","SL18-BL-10",NA,0.123755820982335,0.0245209843743288,3.91107095310581e-10,1.324439883619,0.00314488599202954,-0.0138304778416241,0.0857876730870143,-0.0652716076627225,-0.117750930498784
"SL18-BL-11","SL18-BL-11",NA,0.092804845203283,0.0188714359188495,4.22651847563681e-10,-4.80901796951474,0.00286501673762394,-0.0335700165887559,0.118017104658415,-0.0812921618176537,-0.104533539008615
"SL18-BL-12","SL18-BL-12",NA,0.101863224650036,0.0197482566349737,3.10549300218498e-10,-8.47150277445316,0.000914376404517766,-0.0306051759384158,0.0803340523086576,-0.0691919268618729,-0.108375974679947
"SL18-BL-13","SL18-BL-13",NA,0.130201372055884,0.025725754755801,1.88661384323145e-10,3.89174010389221,0.00547976589485325,-0.0267001149100477,0.0538971973953331,-0.0821473241149974,-0.157451167381031
"SL18-BL-14","SL18-BL-14",NA,0.116086034015303,0.0237594924394824,4.07135523050728e-10,-0.458389962214994,0.00454784354981564,-0.0366224182266153,0.0779947761920507,-0.0639693955853429,-0.126571439987406
"SA18-CB-10","SA18-CB-10",NA,0.244199285682188,0.0421763041431593,-1.6770382719769e-09,14.3995385366503,0.0007035065951722,-0.130691873511672,0.285123830809701,0.0603236328812572,0.0216422938947077
"SL18-OI-2","SL18-OI-2",NA,-0.203584810568234,-0.0382738091358067,1.52858618700018e-09,-51.2047946110191,-0.00596609343614261,0.0280678374727487,-0.0475039615579291,0.142725337059334,-0.224684322011377
"SL18-OI-7","SL18-OI-7",NA,-0.010277974915493,-0.00299283229955764,-5.55421778609184e-10,64.3887155030794,-0.0164717320097111,-0.0337566198686809,0.175357870046067,0.0898749154595825,0.295827818693438
"SL18-OI-9","SL18-OI-9",NA,0.068758035671685,0.00816300934677215,-8.26917044016872e-10,23.3841341224799,-0.0051627951484263,-0.0173854988451077,-0.186302384474397,-0.277299033299994,-0.945793223507632
"SL18-SF-13","SL18-SF-13",NA,0.0305129003697511,0.0231284463822858,2.45854882288079e-09,7.29673938122271,0.000381235056863658,-0.130674527933118,-0.0650985197496021,-0.454779015042844,-0.261293784868107
"SL18-SF-17","SL18-SF-17",NA,0.0395312584384298,0.0133912486010886,-8.9380560209566e-10,-5.38614523177799,0.0238976807664161,0.292975871138944,0.439520932883038,-0.175493670845428,0.313402184599138
"SA18-CB-4","SA18-CB-4",NA,0.115444974543167,0.00141756642338286,-3.36435587490734e-09,-28.9199156459116,-0.0160056713031859,-0.23496687862766,-0.0749458778724777,-0.156927985892225,-0.246878959810576
"SL18-LD-2","SL18-LD-2",NA,-0.299034295627937,-0.0361245586829599,8.18653476855113e-09,-52.1279418246799,0.0206288294629277,0.00250472751958062,-0.233032479679287,0.19482200828366,0.0918804113574946
"SA18-CB-7","SA18-CB-7",NA,0.394363953338136,0.08582036948491,-1.582352467621e-09,5.90080347646962,-0.00218990456611682,-0.0272474157961861,-0.045544613767346,0.426008316797902,0.0147274346277309
"SL18-LL-9","SL18-LL-9",NA,-0.223775537948245,-0.049322364327034,-1.92040229357144e-09,-54.3484534910758,0.0247411846125765,-0.0471582267391613,0.473836356919705,0.387538367588441,0.102887050987815
"SL18-SF-19","SL18-SF-19",NA,0.0466772080933488,0.0221340713961686,5.92713246184164e-09,59.2818264514863,0.00422175495032064,0.181814171671113,0.135931648101893,0.0176807870643996,0.352274058323324
"SL18-OI-14","SL18-OI-14",NA,0.129205949874919,0.0317708852812802,-3.57018584116725e-10,-0.614395206562681,0.000423429505562551,-0.246959796807536,-0.0511908901795547,-0.263402398727041,-0.0490635742784415
"SL18-SF-15","SL18-SF-15",NA,0.33290821906397,0.0618249325796526,-2.9546055706165e-09,35.5975388847512,-0.0210880654349992,0.0155475899851101,-0.0126830087456944,0.229925879329633,-0.449388739144385
"SA18-CB-2","SA18-CB-2",NA,-0.0959670367607746,-0.0151171010192225,1.01610411543241e-09,-30.4120447189158,0.0136688447328053,0.222047612949401,0.0177484680983034,0.0171933691268833,-0.0732968891578786
"SA18-CB-5","SA18-CB-5",NA,-0.234624246398268,-0.034126042843775,1.51805335685519e-09,-21.220681973881,0.00833544982636189,0.0204056706156697,0.193407713723744,0.141150072599858,0.372923677515939
"SA18-CB-1","SA18-CB-1",NA,0.243248627833286,0.0407421438626028,-1.08036477300689e-09,24.9128875577594,0.0156086515548074,-0.177340831632063,-0.00804895221132291,-0.395482601788604,0.135114706570988
"SA18-CB-3","SA18-CB-3",NA,0.174701435873128,0.0125726357982643,-2.7501817160274e-09,3.48940977842893,0.0209912242680379,0.293125040392417,-0.127558718172316,-0.0668223976729747,-0.0343968529594329
"SA18-CB-10-FG1","SA18-CB-10-FG1","F",0.447802701846962,0.0701236934680501,-2.97337091802357e-09,34.6761988869742,-0.000615619192528724,-0.313418538115912,0.37444951188581,0.4016575513143,-0.586123019352354
"SL18-LD-10-FG1","SL18-LD-10-FG1","F",-0.245660118355461,-0.0415961347658717,5.33137785459309e-09,-42.0959062474564,0.0274137040782668,0.538451547622952,0.575049817648222,0.32023601182832,0.250237911982263
"SL18-NL-6-FG1","SL18-NL-6-FG1","F",0.633107239449783,0.130331395504202,-1.08705163039482e-08,252.047612491266,-0.00420068475522127,-0.219068901947919,0.189201513522115,0.0761193848891879,0.27252260493638
"SL18-LD-10-FG2","SL18-LD-10-FG2","F",-0.18247993406064,-0.0282059745212934,5.09958987612634e-09,-2.18123076285151,-0.0064673874949434,0.307024190466189,1.26240994147497,-0.0995849105903118,0.408450712199221
"SL18-NL-9-FG2","SL18-NL-9-FG2","F",0.0693904323775292,-0.0341668145647646,-8.20902045908383e-09,89.4566152432754,0.0114625363869868,-0.256384469617243,0.313282837906736,0.206612234670908,0.223792861207726
"SL18-OI-11-FG1","SL18-OI-11-FG1","F",0.133612445371045,-0.0109134796136863,-2.11147608824151e-09,6.09719572756035,0.00634834874051581,0.578972917327419,-0.174296851407688,0.327450236714856,0.607438243355663
"SL18-OI-15-FG1","SL18-OI-15-FG1","F",0.45984840523952,0.0977480374985504,-9.15780932113383e-10,10.4148786472576,-0.0747094108174051,-0.685441942973017,-0.14959845167017,-0.0901551696826068,0.0808795009877879
"SL18-OI-16-FG3","SL18-OI-16-FG3","F",0.0990821102313712,0.0143281362507152,1.08147912127569e-10,57.0581779263072,0.00233892892807524,-0.473013701846997,-0.32708268989478,-1.012661710397,-0.799302683680151
"SL18-LD-13-FG2","SL18-LD-13-FG2","F",0.164869107624376,0.030306245937308,3.50002324332108e-09,46.0129052788725,0.0030111206705153,0.372555595555211,-0.821099871714679,-0.151325597650817,-0.737974738987296
"SL18-OI-17-FG1","SL18-OI-17-FG1","F",0.13758593425943,0.0204727850718486,-9.95869188198945e-10,3.05518413539036,0.00164795792124232,-0.246663914509128,-1.45391068938658,-0.372197039048074,-0.436672622622572
"SL18-OI-17-FG2","SL18-OI-17-FG2","F",-0.362781092138017,-0.0684546119690433,-1.29585735646084e-09,-50.5147653833868,-0.00578661804462232,-0.332864551605712,0.0337590309754108,-0.0945611133521105,-1.59050941499226
"SL18-OI-18-FG1","SL18-OI-18-FG1","F",0.06914544331447,0.0285033180546866,3.38324727714378e-09,-45.5932748339814,-0.0387312888987574,0.21407674989244,1.14943211843157,0.676314114420809,1.30406564506747
"SL18-OI-18-FG2","SL18-OI-18-FG2","F",-0.0471455912853064,0.0139780131845556,4.94214192811258e-09,-53.3079536271507,-0.0632899496156564,-0.136703489454542,-0.383447067499606,-0.321131242721968,0.490858121141222
"SL18-OI-18-FG3","SL18-OI-18-FG3","F",-0.0711999951282941,0.00701955604294008,4.38949381817644e-09,-73.4547348550109,-0.0374278198437666,-0.0645954608665607,-0.274178259623116,-0.505268963976733,-0.312864004739371
"SL18-OI-18-FG5","SL18-OI-18-FG5","F",-0.101369793564024,0.0334382095032348,7.44768797229233e-09,-70.4400791282185,-0.0490020869886594,0.207939309576549,0.660279387518008,0.155297122944126,0.297477756194636
"SL18-OI-18-FG6","SL18-OI-18-FG6","F",-0.0575908797355556,0.000388380595919309,3.46662155826579e-09,-43.2659405512122,-0.0314188693270107,-0.340369317248892,-0.990168469897204,-1.11886141367052,-0.153774512449163
"SL18-OI-2-FG2","SL18-OI-2-FG2","F",-0.289094346416788,-0.0510913156487346,2.03978008621362e-09,-80.9618076376946,-0.0106045090528257,-0.0069167310358286,0.303536178655246,0.355151424188722,-0.240019235330271
"SL18-LD-1-FG1","SL18-LD-1-FG1","F",-0.382996305919238,-0.0787759831484513,4.5920005630354e-09,-10.3540133737805,0.0138338398682906,-0.296250659543302,-0.520772091810983,0.340068133852278,0.161131625751538
"SL18-OI-2-FG3","SL18-OI-2-FG3","F",-0.321660085287913,-0.0637301117586855,2.54597847478693e-09,-72.6525761953626,-0.00729377125560211,0.0911202434540747,-0.446048063329032,0.0730245869892808,-0.434033730703864
"SL18-OI-6-FG1","SL18-OI-6-FG1","F",-0.171728392712425,-0.0692264760915153,-2.14664458704342e-09,-97.8320989583979,-0.0689635878017694,-0.234924369380569,-0.288621161109145,-0.599020213802777,-0.359987034617244
"SL18-OI-7-FG3","SL18-OI-7-FG3","F",-0.131717904060972,-0.0232852732986215,-1.23160920250917e-10,61.0689709523619,0.00199728250833851,-0.11149852565767,0.139406706852161,-0.181333928836508,0.830958431754804
"SL18-OI-9-FG1","SL18-OI-9-FG1","F",0.00661196647929152,-0.0051861656912225,-1.18767683720081e-09,25.4998103336702,0.0017623817628295,-0.0568858898173126,-0.482485485844113,-0.44829565817653,-1.14594835623918
"SL18-SF-13-FG1","SL18-SF-13-FG1","F",-0.00225283910615752,0.0264195606003152,3.84003583588177e-09,-11.8025285381596,-0.00642981524488075,0.13713309350741,0.253811290310614,-0.196603239562714,0.34086968419887
"SL18-LD-1-FG2","SL18-LD-1-FG2","F",-0.102648863011258,-0.0122275541440298,4.46675340818702e-09,-9.91916197668307,0.0178326251666499,0.352227583312131,0.695529352870046,0.487451214054726,1.10750795576065
"SL18-SF-17-FG1","SL18-SF-17-FG1","F",-0.0444896493793693,-0.0045861230463117,-4.11663912947772e-10,-24.1482256811242,0.0240565913633193,0.327940941554358,0.577796643890614,-0.295931887920922,0.372860966203767
"SL18-SF-17-FG3","SL18-SF-17-FG3","F",0.0704149341103699,0.00923255459768588,-2.75636865821036e-09,9.79005130083197,0.045837696745234,0.355533143161568,-0.0172478076865537,-0.322026261611146,0.163326330709241
"SA18-CB-10-FG2","SA18-CB-10-FG2","F",0.243863508780092,0.0481176182431617,-1.42620999352719e-09,5.14225353117116,0.0110159978847274,-0.00183408332967213,0.352013923742931,0.168315795590496,0.447810962300888
"SL18-LD-1-FG3","SL18-LD-1-FG3","F",-0.408075691779595,-0.0707114640254022,7.59401878931322e-09,-30.3037077150905,-0.00628879652227516,0.244820086512187,0.250278708207884,0.0763973927040123,-0.165456286990478
"SA18-CB-4-FG3","SA18-CB-4-FG3","F",0.123103129720876,0.00152230403039113,-3.86808180991349e-09,-39.9289695688389,-0.00578758615879242,-0.274106331630571,0.151995793436586,0.251420661657484,0.246467660534998
"SL18-LD-2-FG2","SL18-LD-2-FG2","F",-0.458818354326267,-0.0396604899754557,1.51608538080222e-08,-99.7119656038478,0.0501693563646459,-0.117486295547815,0.207132873329505,0.287135637808731,-0.128977314146925
"SL18-LD-3-FG1","SL18-LD-3-FG1","F",-0.302283178612371,-0.049212234819516,5.45834844849736e-09,-55.92033461915,0.0064050730549342,-0.0408939459976447,-0.100278252548881,-0.330753935866229,0.00984081160150351
"SL18-LD-3-FG2","SL18-LD-3-FG2","F",-0.11234798589162,-0.0476565357373594,2.1157877016433e-09,-11.6011510549234,0.0263919976870701,0.346339450893364,-0.921717704097461,0.0557041773534501,-0.083802368774949
"SL18-LD-4-FG1","SL18-LD-4-FG1","F",-0.138232208671876,-0.0533700820292094,3.34273558802015e-09,-21.4558523956687,0.0340883721202424,-0.131665798956512,-0.00621354658372262,0.0197929973276033,0.715369636636815
"SL18-LD-4-FG2","SL18-LD-4-FG2","F",-0.342187672908652,-0.0744577113113402,5.88246530532292e-09,-73.3583576772065,0.0231521066399134,-0.471582878948192,-0.0844259078419626,-0.447380977065499,0.668833812503779
"SL18-LD-4-FG3","SL18-LD-4-FG3","F",-0.30673152467413,-0.0639573353520713,4.97297736850963e-09,-76.3696534757228,0.0144034777887654,-0.435891643510759,0.428735087068683,0.103562978483198,-0.0741521830893778
"SL18-LD-5-FG1","SL18-LD-5-FG1","F",-0.208723103486295,-0.0555516325581048,2.02778215117268e-09,-59.8149624738848,0.00472012639394901,-0.273156098523489,-0.208955589684987,0.000973752982273098,0.480345781781832
"SA18-CB-7-FG1","SA18-CB-7-FG1","F",0.487933565773498,0.107527910857473,-1.67762810561632e-09,-0.610120398843305,0.0106974635634151,-0.185833271199357,-0.497502999442673,0.442629668333365,-0.347926161513189
"SL18-LD-9-FG2","SL18-LD-9-FG2","F",-0.382790631006054,-0.0700350444870395,4.62457969196289e-09,-92.6534296254959,0.0328998089367933,0.0281402389299432,0.430004558706291,0.259074691120262,0.740353842854412
"SL18-LD-9-FG3","SL18-LD-9-FG3","F",-0.330779675375461,-0.0520360681823362,5.51116809498488e-09,-75.0123113040448,0.0407237911550925,0.264224313549554,0.130172747843953,-0.486337215005972,-0.137766372566858
"SL18-LL-9-FG3","SL18-LL-9-FG3","F",-0.407904024911373,-0.0883310444361428,-6.46422169031514e-09,-56.8401116591913,0.0117248135818809,0.18535552439081,0.830657203874,0.503488757101896,-0.31610238723413
"SL18-NL-10-FG1","SL18-NL-10-FG1","F",0.187171248745543,0.00923216637860827,-5.62892945584971e-09,89.9258394866099,-0.0737394672869132,0.0734544857254286,-0.229149972996212,-0.267363277243057,-0.133244323324341
"SL18-NL-10-FG3","SL18-NL-10-FG3","F",-0.326214974596496,-0.0541716186250051,-2.26857969242355e-09,-0.149992916690307,-0.058643868262372,0.580731851395521,1.10998105249543,0.391885037327662,-0.323243639385689
"SL18-NL-2-FG1","SL18-NL-2-FG1","F",-0.0134255447546014,0.0215079273860506,-7.53129816846106e-10,5.85787071975152,0.0018416287723435,0.375275448135486,0.314069756275918,0.161376502798304,-0.521866870257319
"SL18-NL-2-FG3","SL18-NL-2-FG3","F",-0.285401333396148,-0.0543698019855229,-2.88468388584183e-09,-70.1485239200161,-0.00665744253129591,0.531048225798885,0.289901237872394,0.0725282023376299,-0.182540044726486
"SL18-NL-3-FG1","SL18-NL-3-FG1","F",-0.0924801043270642,-0.00137166728139776,1.1125680904739e-09,5.78764351367034,0.0157116594126369,-0.0393371677880051,-0.0398749867311001,0.251338630162338,-0.194335682395789
"SL18-NL-3-FG2","SL18-NL-3-FG2","F",0.297283551527503,0.0605814068641255,-1.71383078217728e-09,61.9438717941456,0.00616524135692631,0.0278468976146167,-0.272806415871032,-0.0367083133041835,-0.395012275714445
"SL18-NL-3-FG3","SL18-NL-3-FG3","F",-0.0206176333256629,0.000462618762570144,-6.92932327730351e-10,16.0428288036989,0.0104331397002023,-0.117194085985817,-0.358923572354588,0.0979782583244426,0.0858472467512557
"SL18-SF-19-MG2","SL18-SF-19-MG2","M",0.176117875585092,0.0359996671027723,5.85828333732568e-09,91.3843840586666,0.00258686982863116,0.328797311611578,0.400470258397969,-0.261196491516914,0.440437446008761
"SL18-OI-4-MG1","SL18-OI-4-MG1","M",0.0165862747882606,-0.00408260472419421,5.92980025155759e-10,-30.6730307946491,0.0110151465572794,0.056433617068085,-0.834298058388132,-0.177303911026243,0.123035296287785
"SL18-OI-11-MG2","SL18-OI-11-MG2","M",-0.0698878448688936,-0.0152408216917374,1.07582898620027e-09,-31.3234229160273,0.0164985011256352,0.430752177635163,-0.552707805849225,0.520012789942116,0.19920034972939
"SL18-OI-14-MG2","SL18-OI-14-MG2","M",0.258411899749838,0.0635417705625605,-7.1403716823345e-10,-1.22879041312536,0.000846859011125103,-0.493919593615072,-0.102381780359109,-0.526804797454082,-0.098127148556883
"SL18-OI-15-MG1","SL18-OI-15-MG1","M",0.449643010333465,0.101767211182436,-1.09333225708878e-09,55.8579343357023,-0.028583451435505,0.169424100334657,0.547466143483071,-0.427550824263243,0.091722275055228
"SL18-OI-16-MG1","SL18-OI-16-MG1","M",0.124008323095303,0.0197082923084571,-3.33367242097521e-10,48.7377338269171,-0.0523067550073764,-0.171857445655325,-0.282504611095667,-0.00292207626823076,0.0134394616969134
"SL18-SF-17-MG1","SL18-SF-17-MG1","M",0.11398875734891,0.0449995905884517,1.28821522556105e-09,-53.9778721836386,0.0181104124315876,0.445762046831478,0.103583289996175,0.0683517849666402,-0.129640603934014
"SA18-CB-7-MG2","SA18-CB-7-MG2","M",0.558048253221518,0.141092210893376,-1.53017157396224e-09,10.9512642487039,-0.00337143810812503,0.15897779490231,0.0801628277324835,0.545709119881544,0.596453938044246
