"","crossID","Order_1","Year","plotNo","Region","plotNo_Numeric","date","GrowDays","Pain2Plant","femaPar","femaParLoc","malePar","maleParLoc","Crosses","crossID.1","PlantingDens","development","line","position","block","PhotoScore","wetWgtPlot","lengthPlot","wetWgtPerM","percDryWgt","dryWgtPerM","densityBlades","popChk","withinLoc","isSelf"
"253","SL19-UCONN-S147",253,"2020","S147","GOM","147","6_9_2020","185",NA,"SA18-CB-2-FG3","CB","SL18-NC-9-MG1","NC","SA18-CB-2-FG3xSL18-NC-9-MG1","SL19-UCONN-S147",1,1,"3",NA,"6",3,2.81,0.983,2.86,14.75,0.421900032,120,"ES","0","0"
"255","SL19-UCONN-S149",255,"2020","S149","GOM","149","6_9_2020","185",NA,"SL18-NL-2-FG3","NL","SA18-CB-4-MG1","CB","SL18-NL-2-FG3xSA18-CB-4-MG1","SL19-UCONN-S149",1,1,"3",NA,"6",2,0.34,0.99,0.34,11.3,0.038884822,60,"ES","0","0"
"258","SL19-UCONN-S151",258,"2020","S151","GOM","151","6_9_2020","185",NA,"SA18-CB-5-FG4","CB","SL18-CC-1-MG3","CC","SA18-CB-5-FG4xSL18-CC-1-MG3","SL19-UCONN-S151",1,1,"3",NA,"7",3,3.77,0.97,3.89,12.42,0.482847742,60,"ES","0","0"
"259","SL19-UCONN-S152",259,"2020","S152","GOM","152","6_9_2020","185",NA,"SL18-CC-3-FG1","CC","SL18-JS-6-MG3","JS","SL18-CC-3-FG1xSL18-JS-6-MG3","SL19-UCONN-S152",3,1,"3",NA,"7",3,6.41,1.035,6.19,12.52,0.775134127,180,"ES","0","0"
"260","SL19-UCONN-S153",260,"2020","S153","GOM","153","6_9_2020","185",NA,"SL18-JS-16-FG1","JS","SL18-LD-2-MG2","LD","SL18-JS-16-FG1xSL18-LD-2-MG2","SL19-UCONN-S153",2,1,"3",NA,"7",3,1.74,1.05,1.65,13.08,0.216354947,110,"ES","0","0"
"261","SL19-UCONN-S154",261,"2020","S154","GOM","154","6_9_2020","185",NA,"SL18-NC-10-FG1","NC","SL18-NC-5-MG1","NC","SL18-NC-10-FG1xSL18-NC-5-MG1","SL19-UCONN-S154",1,1,"3",NA,"7",2,0.19,0.98,0.2,9.56,0.018680038,80,"ES","1","0"
"263","SL19-UCONN-S156",263,"2020","S156","GOM","156","6_9_2020","185",NA,"SL18-OI-17-FG4","OI","SL18-JS-6-MG2","JS","SL18-OI-17-FG4xSL18-JS-6-MG2","SL19-UCONN-S156",3,1,"3",NA,"7",3,8.79,0.855,10.28,11.12,1.143510679,160,"ES","0","0"
"264","SL19-UCONN-S157",264,"2020","S157","GOM","157","6_9_2020","185",NA,"SL18-CC-1-FG2","CC","SL18-OI-16-MG3","OI","SL18-CC-1-FG2xSL18-OI-16-MG3","SL19-UCONN-S157",3,1,"3",NA,"8",2,0.58,0.89,0.65,12.11,0.078623966,60,"ES","0","0"
"265","SL19-UCONN-S158",265,"2020","S158","GOM","158","6_9_2020","185",NA,"SA18-CB-2-FG3","CB","SL18-OI-2-MG2","OI","SA18-CB-2-FG3xSL18-OI-2-MG2","SL19-UCONN-S158",3,1,"3",NA,"8",3,2.86,1.01,2.83,13.12,0.371376484,150,"ES","0","0"
"266","SL19-UCONN-S159",266,"2020","S159","GOM","159","6_9_2020","185",NA,"SL18-CC-5-FG3","CC","SL18-JS-19-MG2","JS","SL18-CC-5-FG3xSL18-JS-19-MG2","SL19-UCONN-S159",2,1,"3",NA,"8",2,1.6,1.05,1.52,11.62,0.176738612,40,"ES","0","0"
"268","SL19-UCONN-S160",268,"2020","S160","GOM","160","6_9_2020","185",NA,"SL18-CC-3-FG2","CC","SA18-CB-10-MG3","CB","SL18-CC-3-FG2xSA18-CB-10-MG3","SL19-UCONN-S160",3,1,"3",NA,"8",3,14.61,0.95,15.38,13.58,2.089694461,250,"ES","0","0"
"270","SL19-UCONN-S162",270,"2020","S162","GOM","162","6_9_2020","185",NA,"SL18-CC-1-FG1","CC","SL18-OI-16-MG3","OI","SL18-CC-1-FG1xSL18-OI-16-MG3","SL19-UCONN-S162",3,1,"3",NA,"9",3,0.98,0.94,1.05,14.15,0.14812139,20,"ES","0","0"
"271","SL19-UCONN-S163",271,"2020","S163","GOM","163","6_9_2020","185",NA,"SL18-JS-16-FG3","JS","SL18-OD-6-MG2","OD","SL18-JS-16-FG3xSL18-OD-6-MG2","SL19-UCONN-S163",3,1,"3",NA,"9",2,1.14,1.05,1.08,14.99,0.162267733,100,"ES","0","0"
"277","SL19-UCONN-S169",277,"2020","S169","GOM","169","6_9_2020","185",NA,"SL18-OI-4-FG2","OI","SL18-NC-15-MG1","NC","SL18-OI-4-FG2xSL18-NC-15-MG1","SL19-UCONN-S169",3,1,"3",NA,"10",3,8.5,0.98,8.67,11.69,1.014038283,300,"ES","0","0"
"279","SL19-UCONN-S170",279,"2020","S170","GOM","170","6_9_2020","185",NA,"SL18-NC-12-FG2","NC","SL18-OI-16-MG1","OI","SL18-NC-12-FG2xSL18-OI-16-MG1","SL19-UCONN-S170",3,1,"3",NA,"10",2,2.62,1.01,2.59,10.01,0.259678296,90,"ES","0","0"
"281","SL19-UCONN-S172",281,"2020","S172","GOM","172","6_9_2020","185",NA,"SL18-CC-8-FG2","CC","SL18-JS-5-MG3","JS","SL18-CC-8-FG2xSL18-JS-5-MG3","SL19-UCONN-S172",2,1,"3",NA,"10",3,11.96,1.01,11.84,12.4,1.468216837,210,"ES","0","0"
"283","SL19-UCONN-S174",283,"2020","S174","GOM","174","6_9_2020","185",NA,"SL18-OI-4-FG2","OI","SL18-JS-19-MG2","JS","SL18-OI-4-FG2xSL18-JS-19-MG2","SL19-UCONN-S174",2,1,"3",NA,"11",2,1.9,0.89,2.13,11.69,0.249342417,110,"ES","0","0"
"285","SL19-UCONN-S176",285,"2020","S176","GOM","176","6_9_2020","185",NA,"SL18-OI-6-FG2","OI","SA18-CB-4-MG2","CB","SL18-OI-6-FG2xSA18-CB-4-MG2","SL19-UCONN-S176",3,1,"4",NA,"1",3,15.08,0.96,15.71,13.68,2.148595766,190,"ES","0","0"
"288","SL19-UCONN-S179",288,"2020","S179","GOM","179","6_9_2020","185",NA,"SL18-CC-3-FG1","CC","SL18-JS-5-MG2","JS","SL18-CC-3-FG1xSL18-JS-5-MG2","SL19-UCONN-S179",3,1,"4",NA,"1",3,8.88,0.96,9.25,11.11,1.028074377,120,"ES","0","0"
"290","SL19-UCONN-S180",290,"2020","S180","GOM","180","6_9_2020","185",NA,"SL18-CC-3-FG2","CC","SL18-OD-6-MG1","OD","SL18-CC-3-FG2xSL18-OD-6-MG1","SL19-UCONN-S180",3,1,"4",NA,"2",3,6.63,0.97,6.84,12.64,0.864280209,190,"ES","0","0"
"291","SL19-UCONN-S181",291,"2020","S181","GOM","181","6_9_2020","185",NA,"SL18-LD-2-FG2","LD","SL18-SF-19-MG1","SF","SL18-LD-2-FG2xSL18-SF-19-MG1","SL19-UCONN-S181",1,1,"4",NA,"2",2,0.56,0.925,0.6,9.88,0.059279684,0,"ES","0","0"
"292","SL19-UCONN-S182",292,"2020","S182","GOM","182","6_9_2020","185",NA,"SL18-LD-13-FG2","LD","SA18-CB-7-MG1","CB","SL18-LD-13-FG2xSA18-CB-7-MG1","SL19-UCONN-S182",1,1,"4",NA,"2",2,1.79,0.871,2.05,14.86,0.305279087,50,"ES","0","0"
"295","SL19-UCONN-S185",295,"2020","S185","GOM","185","6_9_2020","185",NA,"SL18-OI-6-FG2","OI","SL18-LD-2-MG2","LD","SL18-OI-6-FG2xSL18-LD-2-MG2","SL19-UCONN-S185",1,1,"4",NA,"3",3,7.92,0.97,8.17,14.47,1.181927802,190,"ES","0","0"
"296","SL19-UCONN-S186",296,"2020","S186","GOM","186","6_9_2020","185",NA,"SL18-CC-12-FG3","CC","SL18-OI-15-MG3","OI","SL18-CC-12-FG3xSL18-OI-15-MG3","SL19-UCONN-S186",3,1,"4",NA,"3",3,1.93,1.14,1.69,12.67,0.214452877,150,"ES","0","0"
"299","SL19-UCONN-S189",299,"2020","S189","GOM","189","6_9_2020","185",NA,"SL18-CC-11-FG3","CC","SL18-NC-2-MG3","NC","SL18-CC-11-FG3xSL18-NC-2-MG3","SL19-UCONN-S189",2,1,"4",NA,"3",3,7.6,0.91,8.35,9.08,0.757613556,260,"ES","0","0"
"301","SL19-UCONN-S190",301,"2020","S190","GOM","190","6_9_2020","185",NA,"SL18-CC-12-FG2","CC","SL18-OI-15-MG2","OI","SL18-CC-12-FG2xSL18-OI-15-MG2","SL19-UCONN-S190",3,1,"4",NA,"3",3,8.67,0.985,8.8,11.7,1.030320421,100,"ES","0","0"
"302","SL19-UCONN-S191",302,"2020","S191","GOM","191","6_9_2020","185",NA,"SL18-SF-17-FG2","SF","SA18-CB-1-MG13","CB","SL18-SF-17-FG2xSA18-CB-1-MG13","SL19-UCONN-S191",3,1,"4",NA,"4",2,1.93,0.92,2.09,14.15,0.29622886,20,"ES","0","0"
"311","SL19-UCONN-S2",311,"2020","S2","GOM","2","6_9_2020","185",NA,"SL18-SF-17-FG2","SF","SL18-OI-4-MG3","OI","SL18-SF-17-FG2xSL18-OI-4-MG3","SL19-UCONN-S2",3,1,"1",NA,"1",2,1.95,1.11,1.76,11.05,0.194399721,0,"ES","0","0"
"312","SL19-UCONN-S20",312,"2020","S20","GOM","20","6_9_2020","185",NA,"SL18-NC-10-FG3","NC","SL18-NL-5-MG2","NL","SL18-NC-10-FG3xSL18-NL-5-MG2","SL19-UCONN-S20",1,1,"1",NA,"4",2,0.51,0.99,0.52,10.55,0.054416662,100,"ES","0","0"
"314","SL19-UCONN-S201",314,"2020","S201","GOM","201","6_9_2020","185",NA,"SL18-CC-8-FG2","CC","SL18-LD-9-MG1","LD","SL18-CC-8-FG2xSL18-LD-9-MG1","SL19-UCONN-S201",3,1,"4",NA,"5",3,3.37,0.96,3.51,11.08,0.389114621,140,"ES","0","0"
"318","SL19-UCONN-S205",318,"2020","S205","GOM","205","6_9_2020","185",NA,"SL18-NL-3-FG3","NL","SL18-NC-9-MG2","NC","SL18-NL-3-FG3xSL18-NC-9-MG2","SL19-UCONN-S205",3,1,"4",NA,"6",3,5.27,0.98,5.38,11.93,0.641466594,110,"ES","0","0"
"319","SL19-UCONN-S206",319,"2020","S206","GOM","206","6_9_2020","185",NA,"SL18-OI-6-FG3","OI","SL18-CC-11-MG5","CC","SL18-OI-6-FG3xSL18-CC-11-MG5","SL19-UCONN-S206",3,1,"4",NA,"6",3,8.62,0.94,9.17,11.03,1.011867361,300,"ES","0","0"
"320","SL19-UCONN-S207",320,"2020","S207","GOM","207","6_9_2020","185",NA,"SL18-CC-8-FG1","CC","SL18-OI-7-MG1","OI","SL18-CC-8-FG1xSL18-OI-7-MG1","SL19-UCONN-S207",3,1,"4",NA,"6",2,0.82,1.01,0.81,9.31,0.075510606,50,"ES","0","0"
"321","SL19-UCONN-S208",321,"2020","S208","GOM","208","6_9_2020","185",NA,"SL18-JS-5-FG1","JS","SL18-OI-14-MG1","OI","SL18-JS-5-FG1xSL18-OI-14-MG1","SL19-UCONN-S208",1,1,"4",NA,"6",2,0.17,0.97,0.18,11.24,0.019950677,10,"ES","0","0"
"324","SL19-UCONN-S210",324,"2020","S210","GOM","210","6_9_2020","185",NA,"SL18-NC-10-FG1","NC","SL18-OI-11-MG4","OI","SL18-NC-10-FG1xSL18-OI-11-MG4","SL19-UCONN-S210",1,1,"4",NA,"7",2,1.1,1.22,0.91,12.89,0.116699363,60,"ES","0","0"
"327","SL19-UCONN-S213",327,"2020","S213","GOM","213","6_9_2020","185",NA,"SL18-SF-17-FG2","SF","SA18-CB-7-MG2","CB","SL18-SF-17-FG2xSA18-CB-7-MG2","SL19-UCONN-S213",3,1,"4",NA,"7",3,5.24,0.98,5.35,11.89,0.635797122,160,"ES","0","0"
"329","SL19-UCONN-S215",329,"2020","S215","GOM","215","6_9_2020","185",NA,"SL18-CC-9-FG3","CC","SL18-JS-9-MG3","JS","SL18-CC-9-FG3xSL18-JS-9-MG3","SL19-UCONN-S215",1,1,"4",NA,"8",2,0.61,0.955,0.64,13.16,0.084498909,50,"ES","0","0"
"333","SL19-UCONN-S219",333,"2020","S219","GOM","219","6_9_2020","185",NA,"SL18-CC-5-FG2","CC","SL18-NC-10-MG2","NC","SL18-CC-5-FG2xSL18-NC-10-MG2","SL19-UCONN-S219",3,1,"4",NA,"8",3,1.76,1.025,1.72,13.23,0.226865114,180,"ES","0","0"
"335","SL19-UCONN-S220",335,"2020","S220","GOM","220","6_9_2020","185",NA,"SL18-OI-11-FG3","OI","SL18-NC-2-MG1","NC","SL18-OI-11-FG3xSL18-NC-2-MG1","SL19-UCONN-S220",3,1,"4",NA,"9",3,7.92,1.01,7.84,12.46,0.976864551,170,"ES","0","0"
"336","SL19-UCONN-S221",336,"2020","S221","GOM","221","6_9_2020","185",NA,"SL18-NC-9-FG2","NC","SL18-JS-11-MG3","JS","SL18-NC-9-FG2xSL18-JS-11-MG3","SL19-UCONN-S221",1,1,"4",NA,"9",2,1.05,0.99,1.06,15.37,0.163135424,100,"ES","0","0"
"339","SL19-UCONN-S224",339,"2020","S224","GOM","224","6_9_2020","185",NA,"SL18-LD-9-FG4","LD","SL18-OI-6-MG2","OI","SL18-LD-9-FG4xSL18-OI-6-MG2","SL19-UCONN-S224",3,1,"4",NA,"9",3,3.81,1,3.81,12.58,0.479252814,210,"ES","0","0"
"341","SL19-UCONN-S226",341,"2020","S226","GOM","226","6_9_2020","185",NA,"SL18-CC-3-FG2","CC","SL18-OI-11-MG3","OI","SL18-CC-3-FG2xSL18-OI-11-MG3","SL19-UCONN-S226",3,1,"4",NA,"10",3,2.53,0.99,2.56,13.5,0.344977353,120,"ES","0","0"
"343","SL19-UCONN-S228",343,"2020","S228","GOM","228","6_9_2020","185",NA,"SL18-OI-9-FG4","OI","SA18-CB-1-MG12","CB","SL18-OI-9-FG4xSA18-CB-1-MG12","SL19-UCONN-S228",3,1,"4",NA,"10",3,5.26,0.98,5.37,16.67,0.895148854,110,"ES","0","0"
"345","SL19-UCONN-S23",345,"2020","S23","GOM","23","6_9_2020","185",NA,"SL18-CC-3-FG2","CC","SA18-CB-4-MG2","CB","SL18-CC-3-FG2xSA18-CB-4-MG2","SL19-UCONN-S23",3,1,"1",NA,"5",2,1.5,0.99,1.52,13.37,0.202603383,150,"ES","0","0"
"348","SL19-UCONN-S232",348,"2020","S232","GOM","232","6_9_2020","185",NA,"SL18-NC-5-FG2","NC","SL18-JS-11-MG3","JS","SL18-NC-5-FG2xSL18-JS-11-MG3","SL19-UCONN-S232",2,1,"4",NA,"11",2,0.13,0.93,0.15,10.46,0.015173946,10,"ES","0","0"
"349","SL19-UCONN-S233",349,"2020","S233","GOM","233","6_9_2020","185",NA,"SL18-CC-8-FG1","CC","SL18-OI-18-MG3","OI","SL18-CC-8-FG1xSL18-OI-18-MG3","SL19-UCONN-S233",3,1,"5",NA,"1",3,2.43,0.894,2.72,13.59,0.368921013,200,"ES","0","0"
"351","SL19-UCONN-S235",351,"2020","S235","GOM","235","6_9_2020","185",NA,"SL18-CC-6-FG3","CC","SL18-JS-9-MG2","JS","SL18-CC-6-FG3xSL18-JS-9-MG2","SL19-UCONN-S235",3,1,"5",NA,"1",2,1.58,0.92,1.71,10.66,0.182633664,120,"ES","0","0"
"356","SL19-UCONN-S24",356,"2020","S24","GOM","24","6_9_2020","185",NA,"SL18-NL-7-FG4","NL","SA18-CB-1-MG12","CB","SL18-NL-7-FG4xSA18-CB-1-MG12","SL19-UCONN-S24",2,1,"1",NA,"5",2,0.52,0.925,0.56,13.28,0.073979465,120,"ES","0","0"
"357","SL19-UCONN-S240",357,"2020","S240","GOM","240","6_9_2020","185",NA,"SL18-CC-1-FG1","CC","SL18-NC-15-MG3","NC","SL18-CC-1-FG1xSL18-NC-15-MG3","SL19-UCONN-S240",3,1,"5",NA,"2",3,5.91,1,5.91,12.53,0.740682368,880,"ES","0","0"
"361","SL19-UCONN-S244",361,"2020","S244","GOM","244","6_9_2020","185",NA,"SL18-CC-1-FG1","CC","SL18-CC-4-MG11","CC","SL18-CC-1-FG1xSL18-CC-4-MG11","SL19-UCONN-S244",2,1,"5",NA,"2",3,2.97,1,2.97,11.61,0.344700631,160,"ES","1","0"
"363","SL19-UCONN-S246",363,"2020","S246","GOM","246","6_9_2020","185",NA,"SL18-CC-5-FG2","CC","SL18-NC-9-MG2","NC","SL18-CC-5-FG2xSL18-NC-9-MG2","SL19-UCONN-S246",1,1,"5",NA,"3",3,1.48,0.925,1.59,12.92,0.206048658,210,"ES","0","0"
"365","SL19-UCONN-S248",365,"2020","S248","GOM","248","6_9_2020","185",NA,"SA18-CB-9-FG1","CB","SL18-JS-19-MG1","JS","SA18-CB-9-FG1xSL18-JS-19-MG1","SL19-UCONN-S248",3,1,"5",NA,"3",3,6.32,0.997,6.34,13.53,0.857575582,150,"ES","0","0"
"366","SL19-UCONN-S249",366,"2020","S249","GOM","249","6_9_2020","185",NA,"SL18-NL-3-FG1","NL","SL18-OD-3-MG1","OD","SL18-NL-3-FG1xSL18-OD-3-MG1","SL19-UCONN-S249",2,1,"5",NA,"3",3,0.8,1.03,0.77,12.39,0.096011073,120,"ES","0","0"
"367","SL19-UCONN-S25",367,"2020","S25","GOM","25","6_9_2020","185",NA,"SL18-CC-5-FG3","CC","SA18-CB-1-MG12","CB","SL18-CC-5-FG3xSA18-CB-1-MG12","SL19-UCONN-S25",3,1,"1",NA,"5",3,2.25,1.07,2.1,11.47,0.240570651,70,"ES","0","0"
"368","SL19-UCONN-S250",368,"2020","S250","GOM","250","6_9_2020","185",NA,"SL18-CC-8-FG2","CC","SL18-NC-5-MG3","NC","SL18-CC-8-FG2xSL18-NC-5-MG3","SL19-UCONN-S250",1,1,"5",NA,"3",2,0.34,1.04,0.32,8.9,0.02886746,120,"ES","0","0"
"373","SL19-UCONN-S255",373,"2020","S255","GOM","255","6_9_2020","185",NA,"SL18-CC-6-FG3","CC","SL18-OI-14-MG2","OI","SL18-CC-6-FG3xSL18-OI-14-MG2","SL19-UCONN-S255",3,1,"5",NA,"4",2,0.78,0.86,0.91,13.02,0.11803921,30,"ES","0","0"
"376","SL19-UCONN-S258",376,"2020","S258","GOM","258","6_9_2020","185",NA,"SL18-NC-12-FG2","NC","SA18-CB-3-MG1","CB","SL18-NC-12-FG2xSA18-CB-3-MG1","SL19-UCONN-S258",3,1,"5",NA,"5",3,2.72,0.99,2.75,13.79,0.379091481,230,"ES","0","0"
"377","SL19-UCONN-S259",377,"2020","S259","GOM","259","6_9_2020","185",NA,"SL18-CC-3-FG3","CC","SL18-OD-6-MG3","OD","SL18-CC-3-FG3xSL18-OD-6-MG3","SL19-UCONN-S259",3,1,"5",NA,"5",3,4.61,0.96,4.81,11.72,0.563352197,130,"ES","0","0"
"378","SL19-UCONN-S26",378,"2020","S26","GOM","26","6_9_2020","185",NA,"SL18-CC-6-FG2","CC","SL18-OI-14-MG1","OI","SL18-CC-6-FG2xSL18-OI-14-MG1","SL19-UCONN-S26",3,1,"1",NA,"5",3,2.12,1,2.12,11,0.233120687,130,"ES","0","0"
"379","SL19-UCONN-S260",379,"2020","S260","GOM","260","6_9_2020","185",NA,"SL18-JS-19-FG3","JS","SA18-CB-3-MG2","CB","SL18-JS-19-FG3xSA18-CB-3-MG2","SL19-UCONN-S260",3,1,"5",NA,"5",2,0.31,1.011,0.31,10.52,0.032183786,130,"ES","0","0"
"380","SL19-UCONN-S261",380,"2020","S261","GOM","261","6_9_2020","185",NA,"SL18-NC-12-FG2","NC","SL18-NL-5-MG2","NL","SL18-NC-12-FG2xSL18-NL-5-MG2","SL19-UCONN-S261",3,1,"5",NA,"5",2,1.05,0.975,NA,NA,NA,240,"ES","0","0"
"382","SL19-UCONN-S263",382,"2020","S263","GOM","263","6_9_2020","185",NA,"SL18-JS-5-FG1","JS","SA18-CB-1-MG12","CB","SL18-JS-5-FG1xSA18-CB-1-MG12","SL19-UCONN-S263",3,1,"5",NA,"6",2,0.79,1,0.79,9.25,0.073085831,140,"ES","0","0"
"383","SL19-UCONN-S264",383,"2020","S264","GOM","264","6_9_2020","185",NA,"SL18-JS-16-FG3","JS","SA18-CB-4-MG3","CB","SL18-JS-16-FG3xSA18-CB-4-MG3","SL19-UCONN-S264",3,1,"5",NA,"6",2,0.93,0.92,1.01,9.87,0.099304978,130,"ES","0","0"
"384","SL19-UCONN-S265",384,"2020","S265","GOM","265","6_9_2020","185",NA,"SL18-OI-4-FG2","OI","SA18-CB-7-MG2","CB","SL18-OI-4-FG2xSA18-CB-7-MG2","SL19-UCONN-S265",2,1,"5",NA,"6",3,10.54,0.87,12.11,16.67,2.019239106,630,"ES","0","0"
"387","SL19-UCONN-S268",387,"2020","S268","GOM","268","6_9_2020","185",NA,"SL18-NC-1-FG1","NC","SL18-NC-12-MG3","NC","SL18-NC-1-FG1xSL18-NC-12-MG3","SL19-UCONN-S268",3,1,"5",NA,"7",3,1,1,1,9.97,0.09967743,170,"ES","1","0"
"391","SL19-UCONN-S271",391,"2020","S271","GOM","271","6_9_2020","185",NA,"SL18-NC-15-FG3","NC","SL18-CC-1-MG2","CC","SL18-NC-15-FG3xSL18-CC-1-MG2","SL19-UCONN-S271",1,1,"5",NA,"7",3,0.91,0.92,0.98,10.2,0.100402733,90,"ES","0","0"
"392","SL19-UCONN-S272",392,"2020","S272","GOM","272","6_9_2020","185",NA,"SL18-SF-17-FG2","SF","SL18-NC-12-MG1","NC","SL18-SF-17-FG2xSL18-NC-12-MG1","SL19-UCONN-S272",3,1,"5",NA,"7",3,4.21,0.97,4.34,11.69,0.507413109,200,"ES","0","0"
"393","SL19-UCONN-S273",393,"2020","S273","GOM","273","6_9_2020","185",NA,"SL18-CC-5-FG2","CC","SL18-NC-10-MG2","NC","SL18-CC-5-FG2xSL18-NC-10-MG2","SL19-UCONN-S273",3,1,"5",NA,"8",3,3.19,0.95,3.36,11.53,0.387601637,210,"ES","0","0"
"395","SL19-UCONN-S275",395,"2020","S275","GOM","275","6_9_2020","185",NA,"SL18-NL-3-FG1","NL","SA18-CB-7-MG2","CB","SL18-NL-3-FG1xSA18-CB-7-MG2","SL19-UCONN-S275",3,1,"5",NA,"8",2,0.58,1,0.58,8.44,0.04892366,250,"ES","0","0"
"397","SL19-UCONN-S277",397,"2020","S277","GOM","277","6_9_2020","185",NA,"SL18-LL-9-FG2","LL","SA18-CB-5-MG3","CB","SL18-LL-9-FG2xSA18-CB-5-MG3","SL19-UCONN-S277",1,1,"5",NA,"8",2,0.28,0.983,0.29,11.03,0.03154006,70,"ES","0","0"
